Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Tyler Johnson,4200,MIA,PG,@ ATL,,30.00,47.64,16,225.5,-235,115.5,-0.5,52.47,21.81,26.25,6.25
Gerald Green,3800,HOU,SF,@ CHI,,28.00,35.35,2,223,-380,115.75,-1.25,41.38,18.16,22.06,5.81
Justise Winslow,4700,MIA,SF,@ ATL,,30.00,40.79,23,225.5,-235,115.5,-0.5,49.73,20.53,26.94,5.73
Antonio Blakeney,3800,CHI,SG,HOU,,19.47,33.35,9,223,300,107.25,-1.75,42.30,16.40,21.16,5.57
Stanley Johnson,4300,DET,SF,@ PHI,,30.94,31.61,4,221.5,265,107,107,41.32,16.37,23.76,5.53
Dwyane Wade,4700,MIA,SG,@ ATL,,24.00,49.29,23,225.5,-235,115.5,-0.5,44.02,17.94,25.77,5.48
Omari Spellman,3600,ATL,PF,MIA,,23.00,49.52,19,225.5,197,110, ,25.11,5.08,19.62,5.45
Michael Carter-Williams,4100,HOU,PG,@ CHI,,24.00,44.80,10,223,-380,115.75,-1.25,39.45,16.57,22.1,5.39
Pau Gasol,4800,SAS,C,NOP,,19.00,62.32,25,227.5,-130,114.75,-1.5,46.65,16.75,25.69,5.35
Bryn Forbes,4000,SAS,PG,NOP,,29.00,32.89,7,227.5,-130,114.75,-1.5,37.75,13.79,21.34,5.34
Michael Kidd-Gilchrist,4100,CHA,SF,CLE,,23.00,35.73,14,222.5,-550,116.25,116.25,43.36,15.60,21.82,5.32
Ryan Arcidiacono,3900,CHI,PG,HOU,,25.00,47.86,18,223,300,107.25,-1.75,40.86,19.09,20.44,5.24
Cody Zeller,4600,CHA,C,CLE,,25.91,59.68,25,222.5,-550,116.25,116.25,40.68,14.57,23.93,5.2
Kelly Olynyk,5900,MIA,PF,@ ATL,,28.00,60.13,23,225.5,-235,115.5,-0.5,50.42,20.45,30.43,5.16
Al-Farouq Aminu,5100,POR,PF,LAL,,28.00,31.33,3,237,-155,120.25,120.25,45.09,18.08,25.87,5.07
Jayson Tatum,6400,BOS,PF,@ IND,,33.00,48.08,15,205.5,-170,104.75,104.75,53.15,18.28,32.47,5.07
Joel Embiid,10900,PHI,C,DET,,34.00,51.02,7,221.5,-330,114.5,114.5,89.22,21.71,54.97,5.04
James Ennis,3600,HOU,SF,@ CHI,,27.00,44.72,27,223,-380,115.75,-1.25,36.14,14.68,18.08,5.02
LaMarcus Aldridge,8100,SAS,PF,NOP,,35.00,62.32,25,227.5,-130,114.75,-1.5,62.73,20.57,40.34,4.98
Damian Lillard,9700,POR,PG,LAL,,34.00,50.23,23,237,-155,120.25,120.25,74.20,24.54,48.31,4.98
Ben Simmons,9800,PHI,PG,DET,,36.00,40.43,9,221.5,-330,114.5,114.5,69.98,19.65,48.63,4.96
Nicolas Batum,6600,CHA,SF,CLE,,33.00,56.23,28,222.5,-550,116.25,116.25,57.24,21.26,32.65,4.95
E'Twaun Moore,4800,NOP,SF,@ SAS,,32.00,29.43,1,227.5,110,112.75, ,36.81,14.39,23.7,4.94
Jeremy Lamb,5300,CHA,SG,CLE,,25.00,47.53,15,222.5,-550,116.25,116.25,46.74,18.64,26.14,4.93
Terry Rozier,4500,BOS,PG,@ IND,,22.00,44.44,11,205.5,-170,104.75,104.75,40.74,15.25,22.2,4.93
Tyreke Evans,4900,IND,SF,BOS,,21.00,40.97,4,205.5,150,100.75,100.75,40.19,14.95,24.15,4.93
Donovan Mitchell,8200,UTA,SG,@ DEN,,37.00,37.64,1,210,165,102.75,0.25,64.94,23.31,40.26,4.91
Nikola Jokic,10100,DEN,C,UTA,,33.18,57.84,18,210,-190,107.25,0.25,69.82,22.40,49.34,4.89
C.J. McCollum,6800,POR,SG,LAL,,33.53,50.43,24,237,-155,120.25,120.25,50.90,15.84,33.27,4.89
Markelle Fultz,5200,PHI,SG,DET,,25.78,48.17,19,221.5,-330,114.5,114.5,40.16,15.25,25.34,4.87
Josh Richardson,7300,MIA,SF,@ ATL,,35.00,49.29,23,225.5,-235,115.5,-0.5,57.85,22.62,35.23,4.83
Jusuf Nurkic,7100,POR,C,LAL,,25.47,57.07,24,237,-155,120.25,120.25,51.69,19.15,34.32,4.83
Marvin Williams,4100,CHA,PF,CLE,,22.00,44.99,9,222.5,-550,116.25,116.25,39.50,16.84,19.76,4.82
Victor Oladipo,8900,IND,SG,BOS,,35.00,40.72,10,205.5,150,100.75,100.75,72.68,27.74,42.88,4.82
Kemba Walker,9300,CHA,PG,CLE,,34.69,47.53,15,222.5,-550,116.25,116.25,74.69,21.32,44.7,4.81
Dario Saric,5200,PHI,PF,DET,,30.00,41.04,1,221.5,-330,114.5,114.5,39.52,13.80,24.95,4.8
Lonzo Ball,6000,LAL,PG,@ POR,,31.00,40.33,8,237,135,116.75,116.75,43.99,15.68,28.77,4.8
Malik Monk,4400,CHA,SG,CLE,,24.00,47.53,15,222.5,-550,116.25,116.25,41.02,17.21,21.07,4.79
Bojan Bogdanovic,4500,IND,SF,BOS,,29.00,36.58,18,205.5,150,100.75,100.75,43.02,18.77,21.52,4.78
Taurean Prince,6800,ATL,SF,MIA,,33.00,48.93,30,225.5,197,110, ,52.21,19.84,32.53,4.78
Blake Griffin,8800,DET,PF,@ PHI,,35.00,61.36,24,221.5,265,107,107,76.12,23.08,41.96,4.77
J.J. Redick,5200,PHI,SG,DET,,27.00,41.31,28,221.5,-330,114.5,114.5,41.53,19.70,24.78,4.77
Trey Lyles,4900,DEN,PF,UTA,,22.00,49.15,18,210,-190,107.25,0.25,46.62,18.73,23.32,4.76
Jrue Holiday,8500,NOP,SG,@ SAS,,36.00,51.00,24,227.5,110,112.75, ,64.09,20.43,40.46,4.76
Gordon Hayward,5400,BOS,SF,@ IND,,25.00,48.08,15,205.5,-170,104.75,104.75,47.16,16.31,25.48,4.72
Jabari Parker,7000,CHI,SF,HOU,,31.00,51.59,22,223,300,107.25,-1.75,52.70,18.95,33.02,4.72
Ricky Rubio,6200,UTA,PG,@ DEN,,30.00,52.29,27,210,165,102.75,0.25,46.82,17.18,29.21,4.71
Patty Mills,3700,SAS,PG,NOP,,27.00,56.32,27,227.5,-130,114.75,-1.5,33.90,14.42,17.44,4.71
Cameron Payne,4300,CHI,PG,HOU,,24.00,47.86,18,223,300,107.25,-1.75,31.97,10.23,20.17,4.69
Derrick Favors,5300,UTA,PF,@ DEN,,24.00,54.79,14,210,165,102.75,0.25,39.93,14.03,24.83,4.68
Reggie Jackson,6300,DET,PG,@ PHI,,29.71,40.20,3,221.5,265,107,107,45.07,13.85,29.34,4.66
Marcus Smart,4000,BOS,SG,@ IND,,24.00,39.91,2,205.5,-170,104.75,104.75,33.78,13.75,18.63,4.66
Miles Bridges,3800,CHA,SF,CLE,,21.00,44.99,9,222.5,-550,116.25,116.25,21.03,3.07,17.66,4.65
Tristan Thompson,5000,CLE,C,@ CHA,,28.79,53.38,14,222.5,420,106.25,106.25,36.32,15.33,23.19,4.64
Kyle Kuzma,6700,LAL,PF,@ POR,,33.57,43.74,7,237,135,116.75,116.75,47.79,14.71,31.09,4.64
Zaza Pachulia,3500,DET,C,@ PHI,,15.00,53.33,13,221.5,265,107,107,32.36,12.24,16.19,4.63
JaVale McGee,7700,LAL,C,@ POR,,30.00,54.23,16,237,135,116.75,116.75,64.44,20.72,35.66,4.63
Alex Len,5300,ATL,C,MIA,,23.00,54.09,15,225.5,197,110, ,43.13,16.36,24.56,4.63
Cory Joseph,4000,IND,PG,BOS,,25.00,40.72,10,205.5,150,100.75,100.75,32.14,12.61,18.46,4.62
Hassan Whiteside,8600,MIA,C,@ ATL,,29.00,55.87,21,225.5,-235,115.5,-0.5,58.91,21.25,39.64,4.61
Trae Young,7200,ATL,PG,MIA,,32.00,57.84,29,225.5,197,110, ,39.17,6.71,33.22,4.61
Chris Paul,9000,HOU,PG,@ CHI,,33.00,44.80,10,223,-380,115.75,-1.25,67.85,23.23,41.4,4.6
DeAndre Bembry,4900,ATL,SF,MIA,,26.00,48.93,30,225.5,197,110, ,38.90,13.73,22.47,4.59
Jaylen Brown,5000,BOS,SG,@ IND,,28.00,31.83,5,205.5,-170,104.75,104.75,41.13,13.87,22.89,4.58
Jamal Murray,7200,DEN,PG,UTA,,36.00,48.36,20,210,-190,107.25,0.25,57.10,22.35,32.87,4.57
James Harden,11700,HOU,SG,@ CHI,,36.00,44.80,10,223,-380,115.75,-1.25,73.07,18.01,53.45,4.57
Anthony Davis,12200,NOP,PF,@ SAS,,36.00,39.64,1,227.5,110,112.75, ,80.65,28.20,55.62,4.56
Zach Collins,4900,POR,PF,LAL,,22.00,65.11,27,237,-155,120.25,120.25,40.71,18.93,22.32,4.56
