Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Terry Rozier,3800,BOS,PG,@ DAL,,25.00,51.65,29,213,-143,107.75,0.25,46.28,21.18,24.8,6.53
J.J. Barea,4300,DAL,PG,BOS,,25.00,48.58,18,213,125,105.25,-0.75,48.44,20.19,27.73,6.45
Antonio Blakeney,3600,CHI,SG,@ MIN,,23.00,36.12,19,218,550,103.25,-0.25,44.06,18.09,22.42,6.23
Julius Randle,7300,NOP,C,@ WAS,,34.00,57.50,20,237.5,138,117,-4.25,75.12,34.69,44.93,6.15
Eric Gordon,4800,HOU,SG,@ CLE,,34.00,50.32,28,208.5,-275,107.75,-4.25,52.67,21.68,29.18,6.08
Trey Lyles,3700,DEN,PF,@ OKC,,20.00,45.75,12,217.5,210,105.5,-0.75,41.36,18.56,22.31,6.03
Andre Iguodala,4000,GSW,SG,SAC,,28.00,35.62,14,226.5,-250,116.5,116.5,39.60,13.42,23.5,5.88
Marcus Smart,3900,BOS,SG,@ DAL,,24.00,48.15,16,213,-143,107.75,0.25,45.30,17.24,22.66,5.81
Patty Mills,3700,SAS,PG,@ MIL,,24.00,44.85,4,226.5,360,108.5,2.75,39.02,16.75,21.45,5.8
Kevon Looney,4300,GSW,C,SAC,,23.00,55.21,18,226.5,-250,116.5,116.5,46.20,19.36,24.14,5.61
Jaylen Brown,4500,BOS,SG,@ DAL,,29.00,41.27,28,213,-143,107.75,0.25,44.78,18.37,25.16,5.59
P.J. Tucker,4300,HOU,PF,@ CLE,,32.00,37.85,22,208.5,-275,107.75,-4.25,47.44,19.91,23.73,5.52
Michael Carter-Williams,3700,HOU,PG,@ CLE,,20.00,48.80,20,208.5,-275,107.75,-4.25,36.08,16.04,20.41,5.52
Juan Hernangomez,4700,DEN,SF,@ OKC,,32.00,45.75,12,217.5,210,105.5,-0.75,50.36,17.11,25.92,5.51
Bogdan Bogdanovic,4800,SAC,SG,@ GSW,,28.00,46.78,19,226.5,210,110,110,49.16,22.83,26.15,5.45
