Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Josh Jackson,4000,PHO,PF,ORL,,32.00,46.44,18,216,163,105.75,105.75,43.16,19.67,30.59,7.65
Aron Baynes,3500,BOS,C,CLE,,25.00,52.81,14,206.5,-800,109.5,-0.75,37.60,15.87,23.41,6.69
Jeff Green,3800,WAS,SF,@ PHI,,31.00,51.52,23,234,320,112.5,-1.25,40.48,18.57,23.62,6.22
Elie Okobo,4400,PHO,PG,ORL,,36.00,35.56,1,216,163,105.75,105.75,30.26,8.16,26.68,6.06
Marcus Morris,5100,BOS,PF,CLE,,32.00,37.38,17,206.5,-800,109.5,-0.75,40.99,16.12,30.59,6
Mikal Bridges,3700,PHO,SF,ORL,,32.00,33.21,6,216,163,105.75,105.75,22.26,3.97,21.93,5.93
Marcus Smart,4500,BOS,SG,CLE,,35.00,49.86,20,206.5,-800,109.5,-0.75,38.26,14.97,26.68,5.93
Tyson Chandler,3600,LAL,C,DAL,,24.00,51.28,11,223.5,-175,113.75,1,39.22,20.86,20.86,5.79
DeMarre Carroll,3600,BKN,SF,MEM,,24.00,38.67,23,207.5,115,102.5,102.5,34.00,15.45,20.01,5.56
Shabazz Napier,3500,BKN,PG,MEM,,22.00,44.38,21,207.5,115,102.5,102.5,35.81,15.82,19.46,5.56
Larry Nance,5900,CLE,PF,@ BOS,,36.00,52.12,9,206.5,600,97,-0.75,47.97,19.77,32.52,5.51
Tim Frazier,4400,NOP,PG,@ MIA,,30.00,40.43,11,228.5,-150,115.75,-0.5,38.92,16.04,23.76,5.4
Daniel Theis,3500,BOS,PF,CLE,,18.00,52.81,14,206.5,-800,109.5,-0.75,31.71,16.80,18.6,5.31
Bryn Forbes,3700,SAS,PG,HOU,,28.00,35.12,13,216,125,106.5,106.5,28.37,11.95,19.65,5.31
Rodney McGruder,4900,MIA,SG,NOP,,36.00,35.22,14,228.5,130,112.75,-0.5,40.40,16.21,25.98,5.3
Allen Crabbe,4000,BKN,SG,MEM,,31.00,34.89,11,207.5,115,102.5,102.5,33.30,13.74,20.92,5.23
Nikola Jokic,8500,DEN,C,@ POR,,32.00,55.49,17,212.5,110,105.25,-0.5,58.52,17.73,44.33,5.22
