Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Alex Len,4800,ATL,C,@ LAL,,26.00,56.75,20,237.5,550,113.25,-1,49.57,17.89,29.86,6.22
Jarell Martin,3500,ORL,PF,@ NYK,,24.00,52.85,24,210,145,103.25,-1,40.58,18.43,21.76,6.22
Michael Kidd-Gilchrist,3900,CHA,SF,@ DET,,23.00,34.91,14,221.5,120,109.5, ,41.16,17.77,20.98,5.38
Reggie Bullock,4200,DET,SG,CHA,,28.00,40.67,24,221.5,-140,112, ,42.78,15.40,22.42,5.34
Omari Spellman,4400,ATL,PF,@ LAL,,27.00,44.79,10,237.5,550,113.25,-1,31.91,8.53,23.17,5.27
P.J. Tucker,4700,HOU,PF,IND,,34.00,33.55,10,209,-135,105.75,105.75,49.30,20.74,24.66,5.25
Chris Paul,8300,HOU,PG,IND,,34.00,43.02,4,209,-135,105.75,105.75,67.91,21.39,43.56,5.25
John Henson,3700,MIL,PF,@ DEN,,18.00,50.40,6,224.5,130,110.5,1,37.21,15.32,19.3,5.22
Juan Hernangomez,3900,DEN,SF,MIL,,27.00,42.46,3,224.5,-150,114,1,40.00,20.01,20.01,5.13
Eric Gordon,5000,HOU,SG,IND,,28.00,43.54,12,209,-135,105.75,105.75,45.22,18.81,25.39,5.08
Nicolas Batum,6000,CHA,SF,@ DET,,31.00,41.51,7,221.5,120,109.5, ,49.95,21.76,30.44,5.07
Mohamed Bamba,4300,ORL,C,@ NYK,,23.00, , ,210,145,103.25,-1,27.19,5.68,21.77,5.06
Al Horford,6700,BOS,C,@ POR,,31.00,60.45,25,214.5,110,106,0.25,53.87,17.70,33.9,5.06
Brook Lopez,4900,MIL,C,@ DEN,,24.00,57.15,17,224.5,130,110.5,1,44.04,16.87,24.73,5.05
Tyreke Evans,4200,IND,SF,@ HOU,,19.00,44.74,8,209,115,103.25,103.25,33.74,12.34,21.17,5.04
Reggie Jackson,5800,DET,PG,CHA,,29.00,44.79,9,221.5,-140,112, ,48.78,15.77,29.09,5.02
Jeremy Lamb,4800,CHA,SG,@ DET,,25.00,47.98,19,221.5,120,109.5, ,38.57,14.69,24.09,5.02
Thaddeus Young,5200,IND,PF,@ HOU,,30.00,47.03,15,209,115,103.25,103.25,44.14,13.78,26.09,5.02
Nikola Jokic,9500,DEN,C,MIL,,33.00, , ,224.5,-150,114,1,71.28,19.97,47.55,5.01
Gordon Hayward,5300,BOS,SF,@ POR,,25.00,43.41,7,214.5,110,106,0.25,46.67,16.05,26.53,5.01
Gary Harris,6700,DEN,SG,MIL,,35.00,51.05,25,224.5,-150,114,1,55.19,19.68,33.47,5
Kevin Knox,3500,NYK,PF,ORL,,25.00,48.68,23,210,-165,106.75,1.5,20.89,3.17,17.5,5
Brandon Ingram,6500,LAL,PF,ATL,,34.00,47.51,20,237.5,-750,124.25,-1.5,57.73,20.05,32.45,4.99
Cody Zeller,4400,CHA,C,@ DET,,25.00,50.93,8,221.5,120,109.5, ,36.73,12.78,21.85,4.97
Terrence Ross,4900,ORL,SG,@ NYK,,28.00,32.45,7,210,145,103.25,-1,44.13,20.72,24.29,4.96
Malcolm Brogdon,4900,MIL,SG,@ DEN,,27.00,45.91,11,224.5,130,110.5,1,41.03,17.19,24.28,4.96
Clint Capela,8000,HOU,C,IND,,32.00,46.54,3,209,-135,105.75,105.75,69.83,24.95,39.61,4.95
Marvin Williams,4200,CHA,PF,@ DET,,22.00,42.55,4,221.5,120,109.5, ,41.02,17.69,20.81,4.95
Noah Vonleh,5900,NYK,PF,ORL,,26.00,49.82,22,210,-165,106.75,1.5,47.98,18.97,29.01,4.92
Jeremy Lin,4300,ATL,PG,@ LAL,,20.00,53.94,26,237.5,550,113.25,-1,38.78,15.73,21.11,4.91
Wesley Iwundu,3500,ORL,SF,@ NYK,,26.00,37.12,20,210,145,103.25,-1,31.64,11.38,17.04,4.87
Eric Bledsoe,6800,MIL,PG,@ DEN,,30.00,44.44,16,224.5,130,110.5,1,56.70,21.30,33.08,4.86
