Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Derrick Jones Jr.,3800,MIA,SF,DAL,,32.00,20.84,7,211,-275,109,1,52.41,8.08,26.22,6.9
Ian Clark,4500,NOP,SG,SAC,,32.00,21.27,12,236,163,115.75,115.75,56.65,7.40,28.34,6.3
Goran Dragic,5000,MIA,PG,DAL,,30.00,19.48,9,211,-275,109,1,48.72,5.98,29.91,5.98
Fred VanVleet,5400,TOR,PG,@ NYK,,33.00,20.20,13,216,-650,113.5,113.5,54.78,12.31,32.3,5.98
Danny Green,3900,TOR,SG,@ NYK,,29.00,27.91,27,216,-650,113.5,113.5,35.42,7.78,22.82,5.85
James Johnson,4100,MIA,PF,DAL,,27.00,29.32,10,211,-275,109,1,47.25,11.91,23.83,5.81
Dion Waiters,4500,MIA,SG,DAL,,32.00,26.05,20,211,-275,109,1,39.37,10.62,25.78,5.73
Kelly Olynyk,4700,MIA,PF,DAL,,30.00,30.59,14,211,-275,109,1,42.49,9.01,26.67,5.67
Landry Shamet,3900,LAC,PG,@ MIL,,31.00,21.91,15,232,290,111.75, ,27.96,17.21,21.51,5.52
Cheick Diallo,3800,NOP,PF,SAC,,20.00,31.37,11,236,163,115.75,115.75,41.28,6.26,20.65,5.43
Bogdan Bogdanovic,4900,SAC,SG,@ NOP,,27.00,29.92,28,236,-188,120.25,120.25,51.73,8.45,26.31,5.37
Garrett Temple,3800,LAC,SG,@ MIL,,30.00,21.91,15,232,290,111.75, ,37.40,5.09,20.35,5.36
Dwyane Wade,5800,MIA,SG,DAL,,29.00,26.05,20,211,-275,109,1,48.72,9.11,30.78,5.31
Jeremy Lin,3500,TOR,PG,@ NYK,,21.00,41.49,26,216,-650,113.5,113.5,34.17,5.29,18.51,5.29
Darius Miller,3700,NOP,SF,SAC,,29.00,25.64,17,236,163,115.75,115.75,36.74,4.85,19.41,5.25
Kyle Lowry,6800,TOR,PG,@ NYK,,31.00,41.49,26,216,-650,113.5,113.5,61.82,17.35,35.63,5.24
Shai Gilgeous-Alexander,5300,LAC,PG,@ MIL,,35.00,21.94,20,232,290,111.75, ,38.74,22.39,27.67,5.22
Marc Gasol,5700,TOR,C,@ NYK,,25.00,34.35,26,216,-650,113.5,113.5,48.35,15.62,29.7,5.21
Hassan Whiteside,4500,MIA,C,DAL,,17.00,31.49,14,211,-275,109,1,46.72,5.16,23.37,5.19
Buddy Hield,7400,SAC,SG,@ NOP,,34.00,21.43,13,236,-188,120.25,120.25,69.40,15.01,38.3,5.18
Nemanja Bjelica,5100,SAC,SF,@ NOP,,26.00,34.24,28,236,-188,120.25,120.25,44.73,11.52,26.42,5.18
Tyrone Wallace,3500,LAC,SG,@ MIL,,24.00,26.21,22,232,290,111.75, ,34.83,5.24,18,5.14
Pascal Siakam,7500,TOR,PF,@ NYK,,32.00,34.35,26,216,-650,113.5,113.5,60.44,18.84,38.3,5.11
Joel Embiid,11400,PHI,C,BKN,,33.00,36.91,30,231.5,-300,119.5,119.5,92.91,39.62,58.18,5.1
DeMarre Carroll,4700,BKN,SF,@ PHI,,30.00,25.70,18,231.5,250,112,112,37.55,11.18,23.84,5.07
Patty Mills,3600,SAS,PG,CLE,,22.00,23.70,27,218,-900,115.25,-0.25,36.20,5.03,18.11,5.03
Khris Middleton,7000,MIL,SG,LAC,,34.00,24.77,15,232,-350,120.25, ,49.80,12.13,35.17,5.02
Brook Lopez,6500,MIL,C,LAC,,31.00,34.52,27,232,-350,120.25, ,61.98,13.05,32.62,5.02
Spencer Dinwiddie,5800,BKN,PG,@ PHI,,30.00,39.41,19,231.5,250,112,112,48.27,7.03,28.92,4.99
Marco Belinelli,3700,SAS,SG,CLE,,24.00,23.58,25,218,-900,115.25,-0.25,30.65,5.38,18.44,4.98
Jakob Poeltl,5000,SAS,C,CLE,,24.00,33.32,21,218,-900,115.25,-0.25,37.68,10.01,24.84,4.97
Norman Powell,4000,TOR,SF,@ NYK,,25.00,22.54,18,216,-650,113.5,113.5,39.66,5.42,19.84,4.96
Elfrid Payton,7500,NOP,PG,SAC,,31.00,23.90,28,236,163,115.75,115.75,58.46,17.59,37.19,4.96
Bryn Forbes,3900,SAS,PG,CLE,,26.00,41.75,27,218,-900,115.25,-0.25,31.84,4.71,19.3,4.95
Tobias Harris,7300,PHI,PF,BKN,,36.00,30.01,11,231.5,-300,119.5,119.5,57.08,16.23,35.9,4.92
Mike Scott,3500,PHI,PF,BKN,,22.00,30.01,11,231.5,-300,119.5,119.5,34.44,2.29,17.23,4.92
Gary Harris,4500,DEN,SF,@ HOU,,30.00,24.04,8,216.5,190,105.5,-1,30.95,8.03,22.06,4.9
