Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Gary Harris,4800,DEN,SF,CHA,,33.00,48.58,25,218.5,-400,113.75, ,48.69,27.15,30,6.25
Justin Jackson,3600,SAC,SF,GSW,,28.00,38.72,25,238.5,275,115.5,-0.25,33.83,17.92,22.23,6.18
Evan Turner,3600,POR,SF,HOU,,28.00,45.69,15,217.5,-125,109.75,2,32.63,18.40,22.11,6.14
Mike Muscala,3600,PHI,C,DAL,,25.00,55.12,18,226.5,-250,116.5,0.75,39.71,21.65,21.65,6.01
Alec Burks,4500,CLE,SG,NOP,,32.00,49.22,28,222,320,106.25,-1.75,38.01,19.30,26.96,5.99
Austin Rivers,4300,HOU,SG,@ POR,,36.00,41.35,19,217.5,110,107.75,-1,40.48,16.58,25.62,5.96
Jordan Clarkson,5200,CLE,SG,NOP,,32.00,49.22,28,222,320,106.25,-1.75,50.24,27.11,30.43,5.85
Elfrid Payton,6200,NOP,PG,@ CLE,,32.00,44.97,26,222,-400,115.75,1.25,48.87,19.01,35.26,5.69
Larry Nance,6000,CLE,PF,NOP,,30.00,55.78,19,222,320,106.25,-1.75,51.82,26.93,33.87,5.65
Bismack Biyombo,3600,CHA,C,@ DEN,,20.00,52.46,14,218.5,320,104.75,0.5,36.14,16.38,20.1,5.58
Danny Green,4100,TOR,SG,@ MIL,,30.00,39.06,24,227,200,110.75,1.75,32.54,13.93,22.8,5.56
J.J. Redick,5600,PHI,SG,DAL,,33.00,30.81,2,226.5,-250,116.5,0.75,41.11,19.86,30.84,5.51
Davis Bertans,4000,SAS,SF,MEM,,24.00,50.95,6,204,-350,106.25,106.25,37.94,17.47,21.84,5.46
Danuel House,4700,HOU,SF,@ POR,,29.00,47.80,8,217.5,110,107.75,-1,39.80,16.38,25.51,5.43
Dennis Smith Jr.,5500,DAL,PG,@ PHI,,32.00,52.20,22,226.5,210,110,0.25,40.95,16.44,29.72,5.4
E'Twaun Moore,4400,NOP,SF,@ CLE,,34.00,37.05,20,222,-400,115.75,1.25,36.56,15.75,23.68,5.38
Devonte' Graham,4000,CHA,PG,@ DEN,,28.00,39.53,12,218.5,320,104.75,0.5,20.27,2.40,21.47,5.37
Landry Shamet,3500,PHI,PG,DAL,,27.00,30.81,2,226.5,-250,116.5,0.75,19.07,3.63,18.5,5.29
Malik Monk,4100,CHA,SG,@ DEN,,25.00,48.80,13,218.5,320,104.75,0.5,33.34,17.86,21.65,5.28
Paul Millsap,6200,DEN,PF,CHA,,27.00,49.83,23,218.5,-400,113.75, ,54.42,27.79,32.43,5.23
Cedi Osman,4800,CLE,SF,NOP,,32.00,41.54,28,222,320,106.25,-1.75,32.51,11.30,25.12,5.23
Fred VanVleet,5300,TOR,PG,@ MIL,,32.00,41.29,18,227,200,110.75,1.75,43.02,22.60,27.49,5.19
Gerald Green,3900,HOU,SF,@ POR,,24.00,45.23,13,217.5,110,107.75,-1,34.53,16.18,19.95,5.12
Garrett Temple,3900,MEM,SG,@ SAS,,28.00,33.32,7,204,300,97.75,97.75,32.04,14.18,19.8,5.08
Ben Simmons,9200,PHI,PG,DAL,,35.00,40.33,15,226.5,-250,116.5,0.75,60.78,19.93,46.68,5.07
Reggie Bullock,4200,DET,SG,UTA,,30.00,29.54,1,209,150,102.75,-0.75,34.59,14.58,21.25,5.06
Bogdan Bogdanovic,6300,SAC,SG,GSW,,34.00,42.37,4,238.5,275,115.5,-0.25,51.14,26.76,31.86,5.06
Willie Cauley-Stein,7300,SAC,C,GSW,,32.00,54.79,21,238.5,275,115.5,-0.25,50.95,21.03,36.76,5.04
Rudy Gay,5700,SAS,SF,MEM,,26.00,40.73,1,204,-350,106.25,106.25,36.51,14.26,28.57,5.01
Furkan Korkmaz,3700,PHI,SG,DAL,,29.00,30.81,2,226.5,-250,116.5,0.75,36.37,18.48,18.48,4.99
Nemanja Bjelica,6500,SAC,SF,GSW,,32.00,48.95,20,238.5,275,115.5,-0.25,52.47,21.46,32.27,4.96
Mason Plumlee,5000,DEN,C,CHA,,22.00,53.39,18,218.5,-400,113.75, ,35.34,17.57,24.75,4.95
Bryn Forbes,4700,SAS,PG,MEM,,32.00,46.71,5,204,-350,106.25,106.25,33.44,14.08,23.16,4.93
C.J. McCollum,6700,POR,SG,HOU,,34.00,45.69,15,217.5,-125,109.75,2,43.65,19.07,32.94,4.92
Julius Randle,8400,NOP,C,@ CLE,,35.00,47.49,1,222,-400,115.75,1.25,56.98,24.64,41.35,4.92
Delon Wright,3800,TOR,SG,@ MIL,,23.00,41.29,18,227,200,110.75,1.75,31.08,15.43,18.7,4.92
Jrue Holiday,8600,NOP,SG,@ CLE,,36.00,54.49,29,222,-400,115.75,1.25,56.99,19.94,42.06,4.89
Draymond Green,7000,GSW,PF,@ SAC,,33.00,57.64,25,238.5,-333,123,-0.25,42.23,15.19,34.22,4.89
Damian Lillard,9000,POR,PG,HOU,,35.00,47.25,6,217.5,-125,109.75,2,56.24,21.16,43.9,4.88
Luke Kennard,3800,DET,SG,UTA,,23.00,34.98,15,209,150,102.75,-0.75,28.02,12.83,18.51,4.87
Kyle Anderson,6100,MEM,SF,@ SAS,,34.00,38.12,18,204,300,97.75,97.75,40.51,14.95,29.61,4.85
Luka Doncic,7800,DAL,SG,@ PHI,,34.00,46.95,20,226.5,210,110,0.25,38.94,7.80,37.66,4.83
Jonas Jerebko,3600,GSW,PF,@ SAC,,19.00,50.60,25,238.5,-333,123,-0.25,31.42,13.47,17.31,4.81
Andre Drummond,9000,DET,C,UTA,,34.00,52.41,13,209,150,102.75,-0.75,52.98,19.88,43.32,4.81
Meyers Leonard,3500,POR,PF,HOU,,17.00,53.75,12,217.5,-125,109.75,2,28.79,13.67,16.79,4.8
P.J. Tucker,4400,HOU,PF,@ POR,,35.00,39.22,25,217.5,110,107.75,-1,40.94,17.68,21.07,4.79
Kevon Looney,4500,GSW,C,@ SAC,,24.00,57.34,24,238.5,-333,123,-0.25,31.20,13.75,21.52,4.78
Harrison Barnes,5900,DAL,SF,@ PHI,,33.00,50.45,24,226.5,210,110,0.25,35.80,16.24,28.1,4.76
JaMychal Green,4600,MEM,PF,@ SAS,,23.00,48.84,4,204,300,97.75,97.75,36.54,19.12,21.83,4.75
Wesley Matthews,4900,DAL,SG,@ PHI,,34.00,31.72,3,226.5,210,110,0.25,34.47,14.22,23.23,4.74
Derrick Favors,6500,UTA,PF,@ DET,,28.00,52.90,9,209,-175,106.25,1.25,40.55,18.97,30.79,4.74
Clint Capela,8600,HOU,C,@ POR,,34.00,52.47,15,217.5,110,107.75,-1,59.39,25.49,40.65,4.73
Donovan Mitchell,7400,UTA,SG,@ DET,,35.00,52.62,23,209,-175,106.25,1.25,45.61,19.26,34.9,4.72
DeAndre Jordan,6800,DAL,C,@ PHI,,32.00,52.17,12,226.5,210,110,0.25,39.70,19.24,32.02,4.71
Marvin Williams,5500,CHA,PF,@ DEN,,30.00,47.94,16,218.5,320,104.75,0.5,43.65,21.96,25.86,4.7
T.J. McConnell,4900,PHI,PG,DAL,,27.00,40.33,15,226.5,-250,116.5,0.75,37.69,19.44,23.01,4.7
Kevin Durant,10000,GSW,SF,@ SAC,,35.00,50.60,25,238.5,-333,123,-0.25,60.65,24.46,46.94,4.69
