Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Tyreke Evans,3700,IND,SF,DET,,26.00,23.69,7,203.5,-225,104.5,104.5,59.49,15.77,32.44,8.77
Walter Lemon Jr.,3500,CHI,SG,@ NYK,,29.00,40.98,24,214.5,140,105.5,0.75,38.64,19.18,27.6,7.89
Cory Joseph,3600,IND,PG,DET,,32.00,18.59,3,203.5,-225,104.5,104.5,47.63,7.59,25.83,7.18
Kadeem Allen,3800,NYK,PG,CHI,,32.00,19.21,7,214.5,-160,109,1.25,52.29,5.44,26.16,6.88
Thon Maker,3600,DET,C,@ IND,,28.00,28.60,4,203.5,190,99,99,44.49,8.11,24.35,6.76
D.J. Wilson,3500,MIL,PF,@ BKN,,25.00,30.39,15,230,-110,115.5,115.5,46.64,5.83,23.33,6.67
Thabo Sefolosha,3500,UTA,SF,CHA,,24.00,25.64,19,219.5,-650,115.5,0.75,45.32,5.12,22.67,6.48
Trey Burke,3600,DAL,PG,PHI,,24.00,39.43,20,219,180,107,-0.25,36.67,6.18,21.62,6.01
Langston Galloway,3500,DET,SG,@ IND,,30.00,20.83,7,203.5,190,99,99,41.98,5.25,21,6
Josh Jackson,5300,PHO,PF,CLE,,30.00,24.94,14,224,-125,113,113,63.51,9.34,31.77,5.99
David Nwaba,3500,CLE,SG,@ PHO,,24.00,23.05,6,224,110,111,111,40.58,4.34,20.3,5.8
Marcus Smart,5300,BOS,SG,MIA,,34.00,35.77,4,213,-275,110,110,50.53,13.07,30.46,5.75
Elie Okobo,3500,PHO,PG,CLE,,20.00,24.23,28,224,-125,113,113,27.83,15.03,19.88,5.68
Brandon Sampson,3600,CHI,SG,@ NYK,,26.00,22.63,17,214.5,140,105.5,0.75,28.15,13.98,20.11,5.59
Jeremy Lamb,4500,CHA,SG,@ UTA,,23.00,26.91,25,219.5,500,104,0.75,48.23,7.02,24.99,5.55
Tristan Thompson,4500,CLE,C,@ PHO,,26.00,36.26,29,224,110,111,111,42.31,8.79,24.83,5.52
Brandon Knight,3500,CLE,PG,@ PHO,,26.00,39.69,21,224,110,111,111,38.50,1.93,19.26,5.5
Antonio Blakeney,4000,CHI,SG,@ NYK,,21.00,22.63,17,214.5,140,105.5,0.75,43.80,4.38,21.91,5.48
Goran Dragic,6000,MIA,PG,@ BOS,,34.00,20.64,17,213,230,103,103,56.78,13.66,32.84,5.47
DeMarre Carroll,4400,BKN,SF,MIL,,30.00,28.93,29,230,-105,114.5,114.5,36.98,10.88,23.86,5.42
Larry Nance Jr.,7000,CLE,PF,@ PHO,,32.00,34.14,27,224,110,111,111,75.80,5.01,37.92,5.42
Wayne Ellington,3900,DET,SG,@ IND,,30.00,24.64,9,203.5,190,99,99,39.00,6.85,21.15,5.42
T.J. McConnell,3500,PHI,PG,@ DAL,,22.00,19.75,9,219,-215,112,-2.25,35.19,3.90,18.85,5.39
Luke Kornet,4800,NYK,PF,CHI,,30.00,28.38,7,214.5,-160,109,1.25,51.35,11.33,25.69,5.35
George Hill,3800,MIL,PG,@ BKN,,24.00,22.78,24,230,-110,115.5,115.5,37.18,5.40,20.24,5.33
Royce O'Neale,3500,UTA,SF,CHA,,25.00,25.64,19,219.5,-650,115.5,0.75,37.16,6.42,18.6,5.31
Ish Smith,3700,DET,PG,@ IND,,22.00,19.35,8,203.5,190,99,99,36.48,5.86,19.53,5.28
Gordon Hayward,5400,BOS,SF,MIA,,30.00,31.46,19,213,-275,110,110,56.61,9.18,28.32,5.24
Ryan Broekhoff,3500,DAL,PF,PHI,,24.00,20.85,8,219,180,107,-0.25,25.63,13.84,18.31,5.23
Evan Fournier,5300,ORL,SG,@ TOR,,32.00,22.49,16,216.5,250,104.75,104.75,43.07,9.89,27.54,5.2
Tobias Harris,7200,PHI,PF,@ DAL,,37.00,29.75,10,219,-215,112,-2.25,59.65,16.99,37.33,5.18
Jayson Tatum,6200,BOS,PF,MIA,,32.00,31.46,19,213,-275,110,110,47.60,14.70,32.1,5.18
Emmanuel Mudiay,6100,NYK,PG,CHI,,34.00,19.21,7,214.5,-160,109,1.25,54.82,13.36,31.58,5.18
Wayne Selden,4300,CHI,SG,@ NYK,,25.00,40.98,24,214.5,140,105.5,0.75,38.27,8.41,22.25,5.17
Sterling Brown,4200,MIL,SG,@ BKN,,32.00,18.20,1,230,-110,115.5,115.5,34.43,6.42,21.63,5.15
Dirk Nowitzki,3600,DAL,PF,PHI,,20.00,31.99,16,219,180,107,-0.25,33.60,6.74,18.52,5.14
Aaron Holiday,3600,IND,SG,DET,,20.00,18.59,3,203.5,-225,104.5,104.5,25.91,15.53,18.51,5.14
James Johnson,4300,MIA,PF,@ BOS,,28.00,27.07,2,213,230,103,103,43.67,11.49,22.02,5.12
Shaquille Harrison,6200,CHI,PG,@ NYK,,30.00,20.45,14,214.5,140,105.5,0.75,51.81,14.59,31.71,5.11
Bruce Brown,3500,DET,SG,@ IND,,25.00,20.83,7,203.5,190,99,99,24.93,12.38,17.81,5.09
Kevin Knox,5100,NYK,SF,CHI,,33.00,22.96,4,214.5,-160,109,1.25,36.30,15.07,25.93,5.08
Kelly Olynyk,4700,MIA,PF,@ BOS,,25.00,31.30,15,213,230,103,103,37.94,7.91,23.74,5.05
J.J. Redick,5600,PHI,SF,@ DAL,,34.00,20.61,5,219,-215,112,-2.25,48.22,11.98,28.2,5.04
Aron Baynes,4300,BOS,C,MIA,,24.00,26.48,1,213,-275,110,110,40.25,7.43,21.65,5.03
Ryan Arcidiacono,3900,CHI,PG,@ NYK,,21.00,20.45,14,214.5,140,105.5,0.75,39.14,5.87,19.58,5.02
Jarrett Allen,5800,BKN,C,MIL,,27.00,26.69,2,230,-105,114.5,114.5,57.99,12.53,29.01,5
Spencer Dinwiddie,5500,BKN,PG,MIL,,30.00,35.68,1,230,-105,114.5,114.5,45.58,6.57,27.39,4.98
Dario Saric,4800,MIN,PF,POR,,26.00,33.25,26,225,140,110.75,1,35.50,10.71,23.86,4.97
Mike Scott,3500,PHI,PF,@ DAL,,23.00,29.75,10,219,-215,112,-2.25,34.76,3.27,17.39,4.97
Marc Gasol,5900,TOR,C,ORL,,25.00,25.78,2,216.5,-300,111.75,111.75,46.15,15.17,29.23,4.95
Mitchell Robinson,8000,NYK,C,CHI,,32.00,36.32,30,214.5,-160,109,1.25,55.41,23.00,39.58,4.95
Caris LeVert,5500,BKN,SG,MIL,,27.00,35.68,1,230,-105,114.5,114.5,47.35,10.45,27.07,4.92
Ray Spalding,3500,PHO,PF,CLE,,15.00,29.78,11,224,-125,113,113,24.08,13.00,17.2,4.91
Damyean Dotson,5200,NYK,SG,CHI,,30.00,28.35,28,214.5,-160,109,1.25,44.97,11.83,25.55,4.91
Danny Green,4200,TOR,SG,ORL,,26.00,22.55,4,216.5,-300,111.75,111.75,32.66,7.19,20.53,4.89
Willy Hernangomez,4200,CHA,C,@ UTA,,17.00,30.99,8,219.5,500,104,0.75,40.96,4.96,20.49,4.88
Maxi Kleber,4900,DAL,PF,PHI,,26.00,29.65,9,219,180,107,-0.25,47.36,5.47,23.69,4.83
Ben Simmons,10000,PHI,PG,@ DAL,,37.00,19.75,9,219,-215,112,-2.25,69.93,28.66,48.16,4.82
Troy Daniels,3500,PHO,SG,CLE,,18.00,23.75,25,224,-125,113,113,33.72,5.33,16.87,4.82
Enes Kanter,6400,POR,C,@ MIN,,26.00,29.61,5,225,-160,114.25,1,48.28,13.00,30.73,4.8
Marcus Morris,4900,BOS,PF,MIA,,26.00,25.97,22,213,-275,110,110,46.94,4.34,23.48,4.79
Nikola Vucevic,9600,ORL,C,@ TOR,,34.00,28.89,8,216.5,250,104.75,104.75,68.63,16.54,45.94,4.79
Bojan Bogdanovic,6500,IND,SF,DET,,35.00,22.92,20,203.5,-225,104.5,104.5,49.44,9.54,30.98,4.77
Brook Lopez,6700,MIL,C,@ BKN,,31.00,36.91,30,230,-110,115.5,115.5,57.84,12.77,31.92,4.76
Andre Drummond,10700,DET,C,@ IND,,35.00,28.60,4,203.5,190,99,99,71.34,26.40,50.96,4.76
Dragan Bender,5000,PHO,PF,CLE,,33.00,27.90,5,224,-125,113,113,38.53,10.81,23.65,4.73
Dwayne Bacon,5200,CHA,SG,@ UTA,,32.00,18.89,2,219.5,500,104,0.75,47.39,8.71,24.54,4.72
Reggie Jackson,5500,DET,PG,@ IND,,28.00,35.74,3,203.5,190,99,99,39.23,13.76,25.86,4.7
Karl-Anthony Towns,11000,MIN,C,POR,,35.00,29.56,11,225,140,110.75,1,80.79,27.17,51.46,4.68
Robin Lopez,5000,CHI,C,@ NYK,,26.00,31.24,10,214.5,140,105.5,0.75,46.11,8.39,23.37,4.67
Aaron Gordon,7000,ORL,PF,@ TOR,,34.00,28.44,7,216.5,250,104.75,104.75,55.76,13.44,32.61,4.66
Jamal Crawford,3900,PHO,SG,CLE,,20.00,24.94,14,224,-125,113,113,33.66,4.34,18.08,4.64
Miles Bridges,5300,CHA,SF,@ UTA,,33.00,30.22,14,219.5,500,104,0.75,34.34,19.84,24.53,4.63
Dwight Powell,7000,DAL,PF,PHI,,31.00,31.99,16,219,180,107,-0.25,50.42,13.15,32.38,4.63
Zach Collins,4600,POR,PF,@ MIN,,22.00,33.19,23,225,-160,114.25,1,37.57,6.50,21.25,4.62
Timothe Luwawu-Cabarrot,4500,CHI,SG,@ NYK,,26.00,27.64,27,214.5,140,105.5,0.75,41.56,5.78,20.79,4.62
Josh Okogie,5300,MIN,SG,POR,,32.00,21.36,10,225,140,110.75,1,34.31,14.24,24.51,4.62
Jonah Bolden,4500,PHI,PF,@ DAL,,24.00,29.75,10,219,-215,112,-2.25,29.13,16.84,20.81,4.62
Dwyane Wade,6100,MIA,SG,@ BOS,,28.00,26.53,23,213,230,103,103,43.82,8.49,28.11,4.61
Kawhi Leonard,9600,TOR,SF,ORL,,34.00,24.24,9,216.5,-300,111.75,111.75,66.46,17.73,44.22,4.61
Marvin Williams,4700,CHA,PF,@ UTA,,27.00,30.22,14,219.5,500,104,0.75,43.26,5.15,21.64,4.6
Damian Lillard,10500,POR,PG,@ MIN,,37.00,38.23,15,225,-160,114.25,1,79.72,24.09,48.17,4.59
Tyus Jones,6000,MIN,PG,POR,,30.00,24.34,29,225,140,110.75,1,45.72,10.27,27.54,4.59
Jake Layman,3600,POR,SF,@ MIN,,20.00,24.68,10,225,-160,114.25,1,32.84,2.99,16.51,4.59
Kyle Lowry,6900,TOR,PG,ORL,,31.00,37.10,12,216.5,-300,111.75,111.75,54.95,15.45,31.67,4.59
Rodney Hood,3900,POR,SF,@ MIN,,25.00,24.60,12,225,-160,114.25,1,29.91,4.94,17.9,4.59
Devin Harris,3600,DAL,PG,PHI,,18.00,39.43,20,219,180,107,-0.25,32.80,3.92,16.48,4.58
