Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Bobby Portis,4800,CHI,PF,@ DEN,,28.00,52.92,11,214,800,100, ,59.67,5.73,29.85,6.22
Kentavious Caldwell-Pope,4500,LAL,SG,@ OKC,,34.00,40.87,30,226.5,400,108.25,0.25,40.68,11.73,25.55,5.68
Fred VanVleet,5000,TOR,PG,PHO,,30.00,46.27,29,223.5,-400,116.25,116.25,52.76,7.40,27.31,5.46
Torrey Craig,3700,DEN,SG,CHI,,30.00,39.03,26,214,-1100,114,1.5,40.00,4.32,20.01,5.41
Devin Booker,7700,PHO,SG,@ TOR,,36.00,46.19,3,223.5,320,107.25,107.25,72.54,17.02,40.32,5.24
Tyson Chandler,3700,LAL,C,@ OKC,,24.00,51.75,9,226.5,400,108.25,0.25,36.33,8.74,19.12,5.17
Serge Ibaka,6400,TOR,PF,PHO,,28.00,47.67,14,223.5,-400,116.25,116.25,53.81,14.01,32.89,5.14
Pascal Siakam,6700,TOR,PF,PHO,,33.00,56.22,20,223.5,-400,116.25,116.25,52.44,15.51,34.39,5.13
Victor Oladipo,8000,IND,SG,PHI,,34.00,49.98,14,224.5,-143,113.75,-0.25,61.25,10.40,40.78,5.1
Willy Hernangomez,3900,CHA,C,SAC,,15.00,56.14,22,229,-133,115.75,-0.75,39.70,5.12,19.86,5.09
Jeremy Lamb,5900,CHA,SG,SAC,,30.00,43.31,7,229,-133,115.75,-0.75,51.13,13.96,29.9,5.07
Tim Hardaway Jr.,5700,NYK,SG,@ WAS,,31.00,45.22,13,229,275,110.75,-0.5,52.96,11.77,28.58,5.01
Noah Vonleh,5300,NYK,PF,@ WAS,,27.00,45.82,7,229,275,110.75,-0.5,45.21,11.61,26.21,4.95
Steven Adams,7800,OKC,C,LAL,,35.00,58.84,27,226.5,-500,118.25,0.25,65.73,17.46,38.28,4.91
Kevin Knox,5300,NYK,PF,@ WAS,,33.00,45.22,13,229,275,110.75,-0.5,36.04,20.82,25.74,4.86
Marvin Williams,5500,CHA,PF,SAC,,30.00,50.56,26,229,-133,115.75,-0.75,53.01,6.05,26.65,4.85
Nikola Jokic,11300,DEN,C,CHI,,34.00,62.75,30,214,-1100,114,1.5,77.93,33.01,54.84,4.85
TJ Warren,5900,PHO,SF,@ TOR,,34.00,49.00,27,223.5,320,107.25,107.25,49.21,11.59,28.61,4.85
Norman Powell,3600,TOR,SF,PHO,,25.00,34.51,11,223.5,-400,116.25,116.25,34.92,4.45,17.47,4.85
Kemba Walker,9200,CHA,PG,SAC,,34.00,52.94,26,229,-133,115.75,-0.75,82.62,21.30,44.37,4.82
Paul George,10400,OKC,SF,LAL,,36.00,44.42,4,226.5,-500,118.25,0.25,79.83,23.22,50.05,4.81
Bismack Biyombo,4400,CHA,C,SAC,,21.00,56.14,22,229,-133,115.75,-0.75,36.08,6.33,21.1,4.8
Deandre Ayton,7200,PHO,C,@ TOR,,31.00,51.60,8,223.5,320,107.25,107.25,48.20,23.93,34.43,4.78
Lauri Markkanen,6700,CHI,PF,@ DEN,,33.00,47.88,16,214,800,100, ,54.51,13.68,31.88,4.76
Harry Giles,3600,SAC,PF,@ CHA,,17.00,49.26,24,229,115,113.25,-0.25,23.93,13.54,17.09,4.75
J.J. Redick,5500,PHI,SG,@ IND,,32.00,34.95,14,224.5,125,110.75,-0.25,43.97,11.08,26.08,4.74
Jamal Murray,7600,DEN,PG,CHI,,34.00,51.91,23,214,-1100,114,1.5,54.85,12.75,35.92,4.73
Tomas Satoransky ,6400,WAS,PG,NYK,,35.00,50.88,20,229,-333,118.25,1.5,58.46,9.95,30.15,4.71
Luke Kornet,5000,NYK,PF,@ WAS,,26.00,60.58,29,229,275,110.75,-0.5,47.02,10.37,23.52,4.7
Paul Millsap,6500,DEN,PF,CHI,,28.00,47.57,12,214,-1100,114,1.5,49.87,12.55,30.54,4.7
Mikal Bridges,3900,PHO,SF,@ TOR,,30.00,36.59,14,223.5,320,107.25,107.25,25.62,12.72,18.3,4.69
Domantas Sabonis,7200,IND,PF,PHI,,27.00,53.23,15,224.5,-143,113.75,-0.25,62.35,4.88,33.65,4.67
