Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Dario Saric,3700,MIN,PF,@ BOS,,32.00,42.48,2,214.5,210,104,104,44.96,22.51,26.76,7.23
Furkan Korkmaz,3600,PHI,SG,@ PHO,,32.00,33.63,9,226.5,-143,114.75,114.75,46.64,24.56,24.56,6.82
Terry Rozier,4300,BOS,PG,MIN,,32.00,45.59,14,214.5,-250,110.5,110.5,46.11,23.93,29,6.74
Mike Muscala,3600,PHI,C,@ PHO,,28.00,55.33,18,226.5,-143,114.75,114.75,40.31,22.85,22.85,6.35
Dennis Schroder,5100,OKC,SG,@ LAL,,30.00,50.88,21,229,-200,117,-0.75,45.90,23.66,30.1,5.9
Devonte' Graham,3900,CHA,PG,DAL,,26.00,40.70,16,222,-111,111.5,-1,25.02,9.22,22.66,5.81
Josh Okogie,3900,MIN,SG,@ BOS,,29.00,42.65,7,214.5,210,104,104,23.13,5.33,21.84,5.6
Marcus Smart,4700,BOS,SG,MIN,,32.00,49.59,14,214.5,-250,110.5,110.5,37.34,14.60,26.02,5.54
DeAndre Jordan,6700,DAL,C,@ CHA,,32.00,53.47,18,222,-105,110.5, ,45.36,21.89,36.55,5.46
Nicolas Batum,4500,CHA,SF,DAL,,33.00,36.60,15,222,-111,111.5,-1,34.03,17.58,24.52,5.45
Dennis Smith Jr.,5100,DAL,PG,@ CHA,,28.00,50.24,17,222,-105,110.5, ,38.20,15.82,27.76,5.44
Wesley Matthews,4800,DAL,SG,@ CHA,,32.00,37.80,23,222,-105,110.5, ,38.89,16.48,26.03,5.42
Willy Hernangomez,5400,CHA,C,DAL,,24.00,49.82,4,222,-111,111.5,-1,45.69,18.09,29.23,5.41
Lonzo Ball,6500,LAL,PG,OKC,,36.00,34.99,3,229,175,112,-0.25,46.32,17.54,34.8,5.35
Bruce Brown,3500,DET,SG,@ MEM,,27.00,36.12,17,198,210,95.75,-0.75,19.14,3.83,18.51,5.29
Jeremy Lin,4600,ATL,PG,@ WAS,,24.00,54.06,27,230.5,210,112.25,0.25,37.68,17.97,24.12,5.24
J.J. Redick,5200,PHI,SG,@ PHO,,34.00,33.63,9,226.5,-143,114.75,114.75,36.67,16.89,27.2,5.23
Harrison Barnes,5900,DAL,SF,@ CHA,,33.00,49.74,23,222,-105,110.5, ,39.52,17.77,30.85,5.23
JaVale McGee,5700,LAL,C,OKC,,25.00,50.29,6,229,175,112,-0.25,41.80,18.23,29.69,5.21
Taj Gibson,4800,MIN,PF,@ BOS,,32.00,50.28,5,214.5,210,104,104,34.48,12.83,24.91,5.19
Steven Adams,7000,OKC,C,@ LAL,,34.00,58.37,27,229,-200,117,-0.75,47.81,23.89,36.3,5.19
Kentavious Caldwell-Pope,3800,LAL,SG,OKC,,27.00,39.61,26,229,175,112,-0.25,37.89,18.77,19.63,5.17
Daniel Theis,3600,BOS,PF,MIN,,18.00,50.77,9,214.5,-250,110.5,110.5,31.32,16.81,18.62,5.17
T.J. McConnell,4300,PHI,PG,@ PHO,,28.00,44.79,27,226.5,-143,114.75,114.75,35.62,18.66,22.14,5.15
Kyle Kuzma,7400,LAL,PF,OKC,,38.00,46.00,8,229,175,112,-0.25,49.34,21.41,38.1,5.15
Jaylen Brown,4500,BOS,SG,MIN,,27.00,39.35,26,214.5,-250,110.5,110.5,43.61,19.17,23.04,5.12
Rodney Hood,3900,CLE,SF,MIA,,25.00,44.20,10,202.5,200,98.5,-1.5,32.31,12.93,19.98,5.12
D'Angelo Russell,7000,BKN,SG,NOP,,30.00,50.09,16,230,-105,114.5,114.5,48.05,17.53,35.41,5.06
Malik Monk,4600,CHA,SG,DAL,,25.00,54.73,29,222,-111,111.5,-1,35.50,19.23,23.28,5.06
DeMarre Carroll,5100,BKN,SF,NOP,,30.00,41.62,29,230,-105,114.5,114.5,43.55,19.79,25.63,5.03
Evan Fournier,5400,ORL,SG,@ CHI,,32.00,33.23,7,199,-118,100.25,0.25,34.65,14.38,27.03,5.01
Marvin Williams,6000,CHA,PF,DAL,,34.00,46.64,10,222,-111,111.5,-1,49.44,25.59,30,5
Nikola Vucevic,9800,ORL,C,@ CHI,,35.00,64.27,30,199,-118,100.25,0.25,63.79,24.12,48.92,4.99
Josh Jackson,3800,PHO,PF,PHI,,22.00,47.34,21,226.5,125,111.75,111.75,26.68,12.16,18.91,4.98
Jonah Bolden,3700,PHI,PF,@ PHO,,26.00,48.31,17,226.5,-143,114.75,114.75,19.48,4.49,18.39,4.97
De'Anthony Melton,4400,PHO,PG,PHI,,27.00,51.87,22,226.5,125,111.75,111.75,24.78,6.69,21.85,4.97
Jaren Jackson,5800,MEM,PF,DET,,28.00,53.42,10,198,-250,102.25,-0.25,31.75,11.71,28.76,4.96
Jayson Tatum,6700,BOS,PF,MIN,,34.00,52.79,28,214.5,-250,110.5,110.5,42.26,17.27,33.22,4.96
Andrew Wiggins,6400,MIN,SG,@ BOS,,37.00,42.65,7,214.5,210,104,104,41.57,17.91,31.59,4.94
Anthony Davis,12700,NOP,PF,@ BKN,,38.00,57.94,26,230,-115,115.5,115.5,92.55,32.12,62.62,4.93
D.J. Augustin,5000,ORL,PG,@ CHI,,32.00,40.64,15,199,-118,100.25,0.25,40.05,13.15,24.54,4.91
Garrett Temple,3800,MEM,SG,DET,,30.00,37.51,21,198,-250,102.25,-0.25,29.68,13.41,18.62,4.9
Gordon Hayward,5300,BOS,SF,MIN,,27.00,52.79,28,214.5,-250,110.5,110.5,37.85,18.08,25.98,4.9
Elfrid Payton,5600,NOP,PG,@ BKN,,29.00,37.89,7,230,-115,115.5,115.5,37.87,14.73,27.32,4.88
Jonathan Isaac,4300,ORL,SF,@ CHI,,26.00,64.27,30,199,-118,100.25,0.25,33.28,16.00,20.89,4.86
Zach LaVine,7600,CHI,SG,ORL,,34.00,48.28,9,199,105,98.75,-2.75,51.13,22.04,36.92,4.86
Justin Holiday,5600,CHI,SG,ORL,,36.00,39.81,27,199,105,98.75,-2.75,38.51,16.27,27.16,4.85
Daniel Hamilton,3600,ATL,SG,@ WAS,,20.00,39.96,28,230.5,210,112.25,0.25,20.43,6.42,17.45,4.85
Bradley Beal,9800,WAS,SG,ATL,,38.00,49.46,28,230.5,-250,118.25,1.25,73.90,32.39,47.43,4.84
Tyus Jones,6300,MIN,PG,@ BOS,,38.00,39.98,12,214.5,210,104,104,42.15,16.60,30.41,4.83
Lauri Markkanen,7400,CHI,PF,ORL,,34.00,48.67,18,199,105,98.75,-2.75,51.20,21.66,35.68,4.82
Karl-Anthony Towns,10500,MIN,C,@ BOS,,37.00,49.82,5,214.5,210,104,104,67.92,27.57,50.5,4.81
Joe Harris,4800,BKN,SF,NOP,,32.00,36.12,18,230,-105,114.5,114.5,33.65,15.42,23.08,4.81
Aaron Gordon,7400,ORL,PF,@ CHI,,35.00,47.75,13,199,-118,100.25,0.25,45.90,19.56,35.5,4.8
Alec Burks,5400,CLE,SG,MIA,,28.00,44.20,10,202.5,200,98.5,-1.5,36.31,18.51,25.92,4.8
Kelly Oubre,4100,PHO,SF,PHI,,25.00,34.31,5,226.5,125,111.75,111.75,34.00,16.13,19.7,4.8
Kemba Walker,9400,CHA,PG,DAL,,36.00,54.73,29,222,-111,111.5,-1,60.30,22.31,44.97,4.78
Tony Parker,3500,CHA,PG,DAL,,18.00,40.70,16,222,-111,111.5,-1,28.52,16.69,16.69,4.77
Ben Simmons,9500,PHI,PG,@ PHO,,36.00,44.79,27,226.5,-143,114.75,114.75,59.90,19.26,45.31,4.77
Brandon Ingram,6800,LAL,SF,OKC,,35.00,44.67,11,229,175,112,-0.25,48.82,20.02,32.35,4.76
Kevin Huerter,4600,ATL,SG,@ WAS,,32.00,39.96,28,230.5,210,112.25,0.25,25.66,8.06,21.91,4.76
Paul George,10000,OKC,SF,@ LAL,,36.00,44.64,4,229,-200,117,-0.75,65.79,29.09,47.23,4.72
Marc Gasol,8700,MEM,C,DET,,34.00,53.42,10,198,-250,102.25,-0.25,54.14,23.99,41.08,4.72
J.J. Barea,4500,DAL,PG,@ CHA,,19.00,50.24,17,222,-105,110.5, ,31.97,15.35,21.2,4.71
Dillon Brooks,3500,MEM,SG,DET,,24.00,42.12,3,198,-250,102.25,-0.25,30.17,16.45,16.45,4.7
Jared Dudley,3600,BKN,SF,NOP,,27.00,41.62,29,230,-105,114.5,114.5,24.47,11.34,16.9,4.69
Ed Davis,4200,BKN,PF,NOP,,20.00,52.26,14,230,-105,114.5,114.5,35.88,14.67,19.64,4.68
John Collins,8400,ATL,PF,@ WAS,,34.00,55.96,22,230.5,210,112.25,0.25,61.47,24.43,39.28,4.68
Mikal Bridges,4400,PHO,SF,PHI,,32.00,34.31,5,226.5,125,111.75,111.75,23.37,6.31,20.61,4.68
Lance Stephenson,3700,LAL,SF,OKC,,18.00,44.67,11,229,175,112,-0.25,29.19,13.77,17.25,4.66
E'Twaun Moore,4300,NOP,SF,@ BKN,,30.00,29.37,1,230,-115,115.5,115.5,30.96,13.33,20.05,4.66
Joel Embiid,11000,PHI,C,@ PHO,,34.00,55.33,18,226.5,-143,114.75,114.75,62.57,22.03,51.12,4.65
Thomas Bryant ,6600,WAS,C,ATL,,30.00,61.36,29,230.5,-250,118.25,1.25,50.96,24.19,30.7,4.65
Al Horford,5900,BOS,C,MIN,,28.00,52.61,9,214.5,-250,110.5,110.5,36.77,14.42,27.32,4.63
JaMychal Green,4700,MEM,PF,DET,,23.00,53.42,10,198,-250,102.25,-0.25,36.71,19.05,21.72,4.62
Tomas Satoransky ,6200,WAS,PG,ATL,,35.00,54.83,30,230.5,-250,118.25,1.25,40.60,16.31,28.61,4.61
Reggie Bullock,4500,DET,SG,@ MEM,,32.00,35.15,10,198,210,95.75,-0.75,33.01,14.12,20.67,4.59
Devin Booker,8600,PHO,SG,PHI,,35.00,51.87,22,226.5,125,111.75,111.75,58.85,21.96,39.42,4.58
Russell Westbrook,12000,OKC,PG,@ LAL,,36.00,50.88,21,229,-200,117,-0.75,61.05,18.78,54.9,4.58
Jeff Green,5600,WAS,SF,ATL,,32.00,51.64,27,230.5,-250,118.25,1.25,42.97,19.99,25.59,4.57
Hassan Whiteside,7800,MIA,C,@ CLE,,28.00,49.74,3,202.5,-225,104,-2,45.76,17.27,35.61,4.57
Marcus Morris,5500,BOS,PF,MIN,,29.00,39.35,26,214.5,-250,110.5,110.5,33.98,13.15,25.15,4.57
Jordan Clarkson,5700,CLE,SG,MIA,,30.00,44.20,10,202.5,200,98.5,-1.5,43.06,23.21,26.05,4.57
Jerami Grant,5800,OKC,PF,@ LAL,,33.00,44.64,4,229,-200,117,-0.75,41.05,18.85,26.4,4.55
Jrue Holiday,8600,NOP,SG,@ BKN,,37.00,49.06,12,230,-115,115.5,115.5,52.95,18.52,39.08,4.54
Deandre Ayton,7900,PHO,C,PHI,,34.00,51.66,12,226.5,125,111.75,111.75,40.59,10.95,35.79,4.53
Julius Randle,8500,NOP,C,@ BKN,,33.00,57.94,26,230,-115,115.5,115.5,53.01,22.93,38.47,4.53
Spencer Dinwiddie,6800,BKN,PG,NOP,,29.00,50.09,16,230,-105,114.5,114.5,48.00,21.34,30.75,4.52
Trevor Ariza,6600,WAS,SF,ATL,,36.00,43.78,30,230.5,-250,118.25,1.25,39.30,15.08,29.86,4.52
Kyle Anderson,6300,MEM,SF,DET,,35.00,34.78,9,198,-250,102.25,-0.25,37.99,15.40,28.46,4.52
Trae Young,7100,ATL,PG,@ WAS,,30.00,54.06,27,230.5,210,112.25,0.25,37.50,11.78,32.02,4.51
Bam Adebayo,4200,MIA,PF,@ CLE,,19.00,49.74,3,202.5,-225,104,-2,28.10,16.73,18.92,4.5
Rodions Kurucs,4800,BKN,PF,NOP,,25.00,48.13,15,230,-105,114.5,114.5,24.38,6.58,21.5,4.48
Kris Dunn,7800,CHI,PG,ORL,,32.00,48.28,9,199,105,98.75,-2.75,49.28,17.77,34.78,4.46
