Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Ivan Rabb,3500,MEM,PF,@ ATL,,19.00,33.57,24,223.5,-118,112.5,2.5,38.30,5.30,19.63,5.61
Stephen Curry,9200,GSW,PG,@ HOU,,36.00,35.93,5,228,150,112,112,84.60,18.35,49.59,5.39
D.J. Augustin,4300,ORL,PG,@ WAS,,29.00,21.76,19,226.5,110,112.25,112.25,41.46,10.59,22.88,5.32
Ed Davis,3600,BKN,PF,@ OKC,,19.00,35.18,28,232.5,250,112.5,112.5,37.52,5.52,18.77,5.21
Andre Iguodala,4300,GSW,SG,@ HOU,,28.00,25.75,16,228,150,112,112,37.95,10.80,22.13,5.15
Blake Griffin,8100,DET,PF,@ MIA,,35.00,29.42,12,208.5,115,103,-1.75,76.57,23.20,41.28,5.1
Goran Dragic,4400,MIA,PG,DET,,23.00,19.40,8,208.5,-133,105.5,-0.75,36.47,4.48,22.39,5.09
Jeff Green,4500,WAS,SF,ORL,,29.00,30.28,16,226.5,-125,114.25,114.25,44.23,8.46,22.86,5.08
Evan Fournier,5400,ORL,SG,@ WAS,,34.00,26.88,30,226.5,110,112.25,112.25,42.24,10.94,27.36,5.07
Joakim Noah,4800,MEM,C,@ ATL,,22.00,33.57,24,223.5,-118,112.5,2.5,48.28,8.33,24.15,5.03
Draymond Green,6600,GSW,PF,@ HOU,,33.00,31.86,16,228,150,112,112,48.56,14.18,32.83,4.97
Josh Jackson,4400,PHO,PF,UTA,,23.00,28.43,24,221,320,106,-1.75,43.70,6.43,21.86,4.97
Trae Young,8300,ATL,PG,MEM,,33.00,39.86,22,223.5,105,111, ,57.55,23.88,41.11,4.95
Paul George,10000,OKC,SF,BKN,,36.00,27.92,5,232.5,-300,120,120,77.67,22.82,49.19,4.92
Terrence Ross,5600,ORL,SG,@ WAS,,28.00,26.88,30,226.5,110,112.25,112.25,54.79,5.67,27.41,4.89
Tomas Satoransky,6800,WAS,PG,ORL,,37.00,39.35,19,226.5,-125,114.25,114.25,64.30,10.94,33.16,4.88
DeMarcus Cousins,8500,GSW,C,@ HOU,,30.00,31.86,16,228,150,112,112,59.36,19.34,41.51,4.88
Dewayne Dedmon,5800,ATL,C,MEM,,27.00,30.30,8,223.5,105,111, ,56.47,4.55,28.25,4.87
Steven Adams,6900,OKC,C,BKN,,34.00,30.65,10,232.5,-300,120,120,57.73,15.33,33.62,4.87
Josh Richardson,6200,MIA,SF,DET,,34.00,23.93,6,208.5,-133,105.5,-0.75,48.22,12.09,30.08,4.85
Aaron Gordon,7100,ORL,PF,@ WAS,,33.00,29.79,14,226.5,110,112.25,112.25,58.76,14.53,34.36,4.84
Kevin Huerter,4500,ATL,SG,MEM,,28.00,20.14,8,223.5,105,111, ,30.52,12.67,21.8,4.84
