Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Tyreke Evans,5100,IND,SF,@ LAL,,26.00,51.61,26,220.5,180,107.75,2,40.26,16.46,27.61,5.41
Buddy Hield,6000,SAC,SG,LAC,,32.00,33.01,6,236,120,116.75,1.25,47.79,21.04,31.88,5.31
Serge Ibaka,6000,TOR,PF,GSW,,30.00,46.42,12,223.5,-350,116.25,116.25,43.98,17.87,31.3,5.22
Willie Cauley-Stein,6800,SAC,C,LAC,,31.00,59.99,28,236,120,116.75,1.25,48.97,20.21,35.33,5.2
Klay Thompson,7000,GSW,SG,@ TOR,,37.00,37.53,18,223.5,300,107.25,107.25,48.52,20.86,35.97,5.14
Andre Iguodala,4000,GSW,SG,@ TOR,,29.00,37.53,18,223.5,300,107.25,107.25,29.47,11.70,20.52,5.13
Kyle Lowry,8000,TOR,PG,GSW,,35.00,49.26,18,223.5,-350,116.25,116.25,56.56,21.92,40,5
Shai Gilgeous-Alexander,5200,LAC,PG,@ SAC,,30.00,53.67,29,236,-138,119.25,0.75,29.74,9.35,25.4,4.88
Kevon Looney,3900,GSW,C,@ TOR,,20.00,47.77,4,223.5,300,107.25,107.25,30.12,15.12,18.97,4.86
Kevin Durant,11500,GSW,SF,@ TOR,,37.00,46.19,11,223.5,300,107.25,107.25,71.60,28.87,55.42,4.82
Avery Bradley,3700,LAC,SG,@ SAC,,30.00,41.89,30,236,-138,119.25,0.75,26.47,11.60,17.73,4.79
De'Aaron Fox,7600,SAC,PG,LAC,,34.00,44.16,20,236,120,116.75,1.25,44.88,18.59,36.37,4.79
Quinn Cook,5400,GSW,PG,@ TOR,,32.00,46.23,5,223.5,300,107.25,107.25,36.57,15.24,25.66,4.75
Brandon Ingram,6300,LAL,SF,IND,,35.00,44.20,14,220.5,-214,112.75,2.5,45.10,18.50,29.89,4.74
Kentavious Caldwell-Pope,4000,LAL,SG,IND,,26.00,35.22,15,220.5,-214,112.75,2.5,36.28,17.97,18.8,4.7
Montrezl Harrell,8500,LAC,PF,@ SAC,,32.00,60.19,25,236,-138,119.25,0.75,59.08,30.90,39.57,4.66
Cory Joseph,4300,IND,PG,@ LAL,,27.00,38.39,5,220.5,180,107.75,2,35.26,16.18,19.9,4.63
Danny Green,4300,TOR,SG,GSW,,28.00,33.61,8,223.5,-350,116.25,116.25,28.98,13.79,19.93,4.63
Bogdan Bogdanovic,5700,SAC,SG,LAC,,29.00,45.28,15,236,120,116.75,1.25,41.89,22.13,26.31,4.62
Iman Shumpert,4500,SAC,SG,LAC,,26.00,33.01,6,236,120,116.75,1.25,30.54,14.85,20.65,4.59
LeBron James,11000,LAL,SF,IND,,35.00,47.01,13,220.5,-214,112.75,2.5,61.04,21.10,50.36,4.58
Tyson Chandler,3600,LAL,C,IND,,20.00,49.39,6,220.5,-214,112.75,2.5,31.17,16.44,16.44,4.57
Patrick Beverley,3800,LAC,PG,@ SAC,,21.00,42.79,17,236,-138,119.25,0.75,33.12,17.32,17.32,4.56
Kawhi Leonard,10200,TOR,SF,GSW,,35.00,46.42,17,223.5,-350,116.25,116.25,64.09,21.26,46.31,4.54
Kyle Kuzma,6300,LAL,PF,IND,,32.00,47.01,13,220.5,-214,112.75,2.5,36.95,16.03,28.53,4.53
Bojan Bogdanovic,5300,IND,SF,@ LAL,,32.00,32.53,5,220.5,180,107.75,2,37.73,19.03,23.97,4.52
Marvin Bagley III,6700,SAC,PF,LAC,,28.00,51.84,25,236,120,116.75,1.25,30.13,5.37,29.68,4.43
Tobias Harris,8400,LAC,PF,@ SAC,,35.00,54.15,29,236,-138,119.25,0.75,49.84,20.51,37.08,4.41
Domantas Sabonis,7500,IND,PF,@ LAL,,26.00,58.07,26,220.5,180,107.75,2,49.17,25.00,32.98,4.4
Danilo Gallinari,7000,LAC,SF,@ SAC,,31.00,54.15,29,236,-138,119.25,0.75,43.96,18.10,30.83,4.4
Lou Williams,6200,LAC,SG,@ SAC,,27.00,43.80,11,236,-138,119.25,0.75,40.90,16.41,26.82,4.33
Nemanja Bjelica,4400,SAC,SF,LAC,,20.00,51.84,25,236,120,116.75,1.25,31.16,12.64,19.06,4.33
Thaddeus Young,5200,IND,PF,@ LAL,,27.00,44.95,9,220.5,180,107.75,2,32.47,11.85,22.53,4.33
Fred VanVleet,4700,TOR,PG,GSW,,22.00,39.87,9,223.5,-350,116.25,116.25,32.05,16.13,20.26,4.31
Jonas Valanciunas,5600,TOR,C,GSW,,18.00,49.04,5,223.5,-350,116.25,116.25,43.45,22.17,24.1,4.3
