Date,Name,Salaries,Team,Position,Opponent,Unnamed: 6,Projected Minutes,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FD_PTS,Position #,Play?
2018-11-30,Trae Young,7200,ATL,PG,@ OKC,,32.0,44.31,3,230.0,750,108.5,2.5,57.14,17.77,32.84,4.56,L,28,4,15,0.267,0,3,0.0,1,3,0.333,1,3,4,8,0,0,2,1,9,-17,23.8,1.0,1.0
2018-11-30,Spencer Dinwiddie,6400,BKN,PG,MEM,,31.0,40.2,1,207.5,115,102.5,102.5,49.37,21.95,31.63,4.94,L,43,5,14,0.35700000000000004,2,8,0.25,3,4,0.75,0,2,2,5,0,0,2,5,15,-16,22.9,1.0,1.0
2018-11-30,DeMar DeRozan,8300,SAS,SG,HOU,,36.0,43.31,9,216.0,125,106.5,106.5,58.45,20.43,42.48,5.12,L,27,5,13,0.385,0,0,,8,10,0.8,1,1,2,5,2,0,4,2,18,-26,29.9,2.0,1.0
2018-11-30,Marcus Smart,4500,BOS,SG,CLE,,35.0,49.86,20,206.5,-800,109.5,-0.75,38.26,14.97,26.68,5.93,W,29,5,7,0.7140000000000001,2,4,0.5,0,0,,1,2,3,7,3,1,0,1,12,33,38.1,2.0,1.0
2018-11-30,Nikola Mirotic,8000,NOP,SF,@ MIA,,34.0,50.04,20,228.5,-150,115.75,-0.5,59.03,25.34,39.22,4.9,L,29,5,11,0.455,3,9,0.333,2,2,1.0,0,4,4,1,2,1,2,1,15,-10,28.3,3.0,1.0
2018-11-30,Jeff Green,3800,WAS,SF,@ PHI,,31.0,51.52,23,234.0,320,112.5,-1.25,40.48,18.57,23.62,6.22,L,22,1,2,0.5,0,0,,2,2,1.0,0,3,3,0,0,1,1,2,4,-11,9.6,3.0,1.0
2018-11-30,Anthony Davis,12300,NOP,PF,@ MIA,,37.0,49.48,5,228.5,-150,115.75,-0.5,84.27,29.15,56.94,4.63,L,41,15,23,0.652,2,5,0.4,9,10,0.9,1,8,9,2,1,4,2,2,41,9,67.8,4.0,1.0
2018-11-30,Larry Nance,5900,CLE,PF,@ BOS,,36.0,52.12,9,206.5,600,97.0,-0.75,47.97,19.77,32.52,5.51,L,31,2,3,0.667,2,2,1.0,1,2,0.5,1,4,5,1,0,0,1,1,7,-23,13.5,4.0,1.0
2018-11-30,Tyson Chandler,3600,LAL,C,DAL,,24.0,51.28,11,223.5,-175,113.75,1,39.22,20.86,20.86,5.79,W,22,6,6,1.0,0,0,,1,1,1.0,5,7,12,0,1,0,0,2,13,13,30.4,5.0,1.0
