Player Name,Salary,Position,Ceiling,Floor,Projection
Ben Simmons,9800,PG,69.97856999999999,19.646520000000002,48.63
Tyler Johnson,4200,PG,52.47375,21.81375,26.25
Antonio Blakeney,3800,SG,42.298840000000006,16.399,21.16
Donovan Mitchell,8200,SG,64.93938,23.31054,40.26
Gerald Green,3800,SF,41.38456,18.155379999999997,22.06
Justise Winslow,4700,SF,49.73124,20.52828,26.94
LaMarcus Aldridge,8100,PF,62.7287,20.5734,40.34
Jayson Tatum,6400,PF,53.15339,18.28061,32.47
Joel Embiid,10900,C,89.21631,21.71315,54.97
