Player Name,Salary,Position,Ceiling,Floor,Projection
Tyler Johnson,4700,PG,49.30068,18.64356,26.52
Derrick Rose,6000,PG,53.80489,16.99798,33.07
Jimmy Butler,9500,SG,72.07932,24.9645,45.39
Rodney McGruder,4900,SG,50.633379999999995,18.0635,27.79
Justise Winslow,5600,SF,50.67613,15.813629999999998,27.89
Josh Richardson,7600,SF,68.66504,23.190720000000002,39.44
Marvin Williams,4200,PF,38.68464,16.487579999999998,19.42
Domantas Sabonis,6500,PF,58.776540000000004,25.400579999999998,33.51
Joel Embiid,11000,C,78.13575,23.57685,54.45
