Player Name,Salary,Team,Position,Ceiling,Floor,Projection
D.J. Augustin,4700,ORL,PG,44.63613,13.7634,23.73
Kyle Lowry,8100,TOR,PG,64.51731,20.88801,38.61
Rodney McGruder,4900,MIA,SG,45.85303,15.643679999999998,25.07
D'Angelo Russell,7300,BKN,SG,61.68855,18.78954,37.73
Josh Richardson,7700,MIA,SF,66.61310999999999,22.344179999999998,38.13
Justise Winslow,5000,MIA,SF,54.37104,16.97598,29.94
Tobias Harris,8200,LAC,PF,59.03454,20.64902,37.34
Montrezl Harrell,7500,LAC,PF,62.179959999999994,27.655209999999997,35.41
Enes Kanter,6500,NYK,C,58.357440000000004,26.0776,35.24
