,Actual,Ceiling,Date,Floor,Projection,Salary_STD
71,308.2,492.98,2018-10-23,177.11,292.29,1766.3521732655693
72,289.4,498.99,2018-10-23,191.01999999999998,290.45000000000005,1210.2443381502312
73,305.8,499.09000000000003,2018-10-23,178.89999999999998,296.73,2077.3915267843845
74,302.8,495.78000000000003,2018-10-23,180.03999999999996,292.01000000000005,2013.9022988059282
75,289.4,498.99,2018-10-23,191.01999999999998,290.45000000000005,1210.2443381502312
76,341.2,499.11,2018-10-23,177.77999999999997,292.48,2099.2061991778387
77,341.2,499.11,2018-10-23,177.77999999999997,292.48,2099.2061991778387
78,341.2,499.11,2018-10-23,177.77999999999997,292.48,2099.2061991778387
79,289.4,498.99,2018-10-23,191.01999999999998,290.45000000000005,1210.2443381502312
80,315.20000000000005,571.1800000000001,2018-10-24,212.54000000000002,321.93,1892.675942210452
