Player Name,Salary,Position,Projection
Jamal Murray,6000,PG,55.7624
Kyle Lowry,8200,PG,66.2904
Rodney McGruder,3500,SG,42.8829
DeMar DeRozan,8100,SG,73.09345
Tyreke Evans,6700,SF,56.91945
Robert Covington,6700,SF,56.21188000000001
Markieff Morris,5000,PF,47.93602
Bobby Portis,5900,PF,63.92021999999999
Nikola Jokic,9800,C,80.2776
