,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15
52,39220-117283,SF,Oshae,Oshae Brissett,Brissett,0.0,0,3500,NO@TOR,TOR,NO,,,,,
53,39220-117284,PF,Sagaba,Sagaba Konate,Konate,0.0,0,3500,NO@TOR,TOR,NO,,,,,
54,39220-12340,PF,Patrick,Patrick Patterson,Patterson,8.204762292286706,63,3500,LAL@LAC,LAC,LAL,,,,,
55,39220-117301,PF,Devontae,Devontae Cacok,Cacok,0.0,0,3500,LAL@LAC,LAL,LAC,,,,,
56,39220-41269,PG,Demetrius,Demetrius Jackson,Jackson,6.349999745686848,6,3500,LAL@LAC,LAL,LAC,,,,,
57,39220-117303,C,Kavell,Kavell Bigby-Williams,Bigby-Williams,0.0,0,3500,NO@TOR,NO,TOR,,,,,
58,39220-48567,PG,Cameron,Cameron Payne,Payne,14.035000610351565,40,3500,NO@TOR,TOR,NO,,,,,
59,39220-117302,PG,Jalen,Jalen Adams,Adams,0.0,0,3500,NO@TOR,NO,TOR,,,,,
60,39220-117305,PF,Zylan,Zylan Cheatham,Cheatham,0.0,0,3500,NO@TOR,NO,TOR,,,,,
61,39220-117304,SG,Javon,Javon Bess,Bess,0.0,0,3500,NO@TOR,NO,TOR,,,,,
62,39220-84677,PG,Jerome,Jerome Robinson,Robinson,6.627272634795218,33,3500,LAL@LAC,LAC,LAL,,,,,
63,39220-49349,PG,Isaiah,Isaiah Taylor,Taylor,13.638805787954755,67,3500,NO@TOR,TOR,NO,,,,,
64,39220-12362,C,DeMarcus,DeMarcus Cousins,Cousins,37.49666748046875,30,3500,LAL@LAC,LAL,LAC,O,Knee,,,
65,39220-9677,SF,Jared,Jared Dudley,Dudley,12.042372881355933,59,3500,LAL@LAC,LAL,LAC,,,,,
66,39220-58457,SF,Devin,Devin Robinson,Robinson,15.428571428571427,7,3500,NO@TOR,TOR,NO,,,,,
67,39220-14554,SF,E'Twaun,E'Twaun Moore,Moore,19.30943442290684,53,3500,NO@TOR,NO,TOR,,,,,
68,39220-15582,PG,Quinn,Quinn Cook,Cook,11.991892221811655,74,3500,LAL@LAC,LAL,LAC,,,,,
69,39220-110307,PF,Dewan,Dewan Hernandez,Hernandez,0.0,0,3500,NO@TOR,TOR,NO,,,,,
70,39220-110697,PF,Nicolo,Nicolo Melli,Melli,0.0,0,3500,NO@TOR,NO,TOR,,,,,
71,39220-68203,C,Chris,Chris Boucher,Boucher,8.792857033865793,28,3500,NO@TOR,TOR,NO,,,,,
72,39220-110315,SG,Terance,Terance Mann,Mann,0.0,0,3500,LAL@LAC,LAC,LAL,,,,,
73,39220-110827,SG,Matt,Matt Thomas,Thomas,0.0,0,3500,NO@TOR,TOR,NO,,,,,
74,39220-85484,SF,Terry,Terry Larrier,Larrier,0.0,0,3500,LAL@LAC,LAC,LAL,,,,,
75,39220-111470,SG,Zach,Zach Norvell,Norvell,0.0,0,3500,LAL@LAC,LAL,LAC,,,,,
76,39220-40561,PG,Derrick,Derrick Walton,Walton,6.262499809265138,16,3500,LAL@LAC,LAC,LAL,,,,,
77,39220-84725,PF,Kostas,Kostas Antetokounmpo,Antetokounmpo,4.099999904632568,2,3500,LAL@LAC,LAL,LAC,,,,,
78,39220-116340,SG,Terence,Terence Davis,Davis,0.0,0,3500,NO@TOR,TOR,NO,,,,,
79,39220-18811,PF,Malcolm,Malcolm Miller,Miller,4.75,10,3500,NO@TOR,TOR,NO,,,,,
80,39220-41597,PF,Johnathan,Johnathan Motley,Motley,8.531818043101918,22,3500,LAL@LAC,LAC,LAL,,,,,
