"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"30497-40199","SF","Giannis","Giannis Antetokounmpo","Antetokounmpo","54.96111043294271","18","12700","MIL@CHA","MIL","CHA","","","","",""
"30497-15755","PF","Anthony","Anthony Davis","Davis","59.775001525878906","16","12600","BOS@NO","NO","BOS","GTD","Hip","","",""
"30497-9644","SG","James","James Harden","Harden","50.813334147135414","15","11700","HOU@WAS","HOU","WAS","","","","",""
"30497-9646","SF","Kevin","Kevin Durant","Durant","49.276192801339285","21","11500","ORL@GS","GS","ORL","","","","",""
"30497-58462","C","Karl-Anthony","Karl-Anthony Towns","Towns","42.775","20","10800","MIN@CLE","MIN","CLE","","","","",""
"30497-9524","PG","Stephen","Stephen Curry","Curry","45.625","12","9500","ORL@GS","GS","ORL","O","Groin","","",""
"30497-12332","PG","John","John Wall","Wall","42.889474969161185","19","9300","HOU@WAS","WAS","HOU","GTD","Ankle","","",""
"30497-14507","PG","Kemba","Kemba Walker","Walker","45.13157894736842","19","9200","MIL@CHA","CHA","MIL","","","","",""
"30497-14498","PG","Kyrie","Kyrie Irving","Irving","41.37368292557566","19","9000","BOS@NO","BOS","NO","","","","",""
"30497-14514","C","Nikola","Nikola Vucevic","Vucevic","43.6","20","9000","ORL@GS","ORL","GS","","","","",""
"30497-15684","SG","Victor","Victor Oladipo","Oladipo","40.35625076293945","16","9000","IND@UTA","IND","UTA","O","Knee","","",""
"30497-9663","SG","Jrue","Jrue Holiday","Holiday","42.47999877929688","20","8900","BOS@NO","NO","BOS","","","","",""
"30497-9714","SG","DeMar","DeMar DeRozan","DeRozan","42.75789602179276","19","8900","SA@CHI","SA","CHI","","","","",""
"30497-55059","C","Clint","Clint Capela","Capela","39.82222154405382","18","8600","HOU@WAS","HOU","WAS","","","","",""
"30497-40783","SG","Zach","Zach LaVine","LaVine","39.44736842105263","19","8600","SA@CHI","CHI","SA","","","","",""
"30497-9623","PG","Chris","Chris Paul","Paul","39.526668294270834","15","8500","HOU@WAS","HOU","WAS","GTD","Leg","","",""
"30497-9688","PF","LaMarcus","LaMarcus Aldridge","Aldridge","37.578947368421055","19","8500","SA@CHI","SA","CHI","","","","",""
"30497-15595","SG","Bradley","Bradley Beal","Beal","37.5210539165296","19","8200","HOU@WAS","WAS","HOU","","","","",""
"30497-40203","C","Rudy","Rudy Gobert","Gobert","39.689999389648435","20","8100","IND@UTA","UTA","IND","","","","",""
"30497-66113","SG","Donovan","Donovan Mitchell","Mitchell","32.958822811351105","17","7900","IND@UTA","UTA","IND","O","Ribs","","",""
"30497-41594","PF","Aaron","Aaron Gordon","Gordon","33.65263286389803","19","7800","ORL@GS","ORL","GS","","","","",""
"30497-42669","C","Julius","Julius Randle","Randle","34.725","20","7800","BOS@NO","NO","BOS","","","","",""
"30497-42550","SF","Jabari","Jabari Parker","Parker","29.020001220703126","20","7500","SA@CHI","CHI","SA","","","","",""
"30497-14522","SF","Nikola","Nikola Mirotic","Mirotic","37.138888888888886","18","7500","BOS@NO","NO","BOS","","","","",""
"30497-15860","PF","Draymond","Draymond Green","Green","31.353846623347355","13","7500","ORL@GS","GS","ORL","O","Toe","","",""
"30497-12355","PG","Eric","Eric Bledsoe","Bledsoe","33.62631707442434","19","7400","MIL@CHA","MIL","CHA","","","","",""
"30497-16261","SG","Khris","Khris Middleton","Middleton","34.1368408203125","19","7400","MIL@CHA","MIL","CHA","","","","",""
"30497-14509","SG","Klay","Klay Thompson","Thompson","32.38571312313988","21","7200","ORL@GS","GS","ORL","","","","",""
"30497-14496","PG","Ricky","Ricky Rubio","Rubio","29.104998779296874","20","6900","IND@UTA","UTA","IND","","","","",""
"30497-19138","PG","Elfrid","Elfrid Payton","Payton","24.866666158040363","6","6900","BOS@NO","NO","BOS","O","Finger","","",""
"30497-59358","PF","Domantas","Domantas Sabonis","Sabonis","31.655554877387154","18","6900","IND@UTA","IND","UTA","","","","",""
"30497-20491","SF","Robert","Robert Covington","Covington","28.99473812705592","19","6800","MIN@CLE","MIN","CLE","","","","",""
"30497-80808","PF","Jayson","Jayson Tatum","Tatum","30.035000610351563","20","6800","BOS@NO","BOS","NO","","","","",""
