Date,Name,Salaries,Team,Position,Opponent,Unnamed: 6,Projected Minutes,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FD_PTS,Position #,Play?
2019-02-01,Trae Young,7300,ATL,PG,@ UTA,,33.0,46.95,4,226.0,550,107.0,-0.75,42.95,24.82,30.68,4.2,L,37,9,20,0.45,5,10,0.5,5,7,0.7140000000000001,1,2,3,9,1,0,2,4,28,-13,46.1,1.0,1.0
2019-02-01,Jevon Carter,3500,MEM,PG,@ CHA,,26.0,42.52,22,203.5,260,98.0,-2.75,29.88,16.9,21.34,6.1,L,34,3,11,0.273,2,6,0.333,0,0,,0,2,2,3,3,1,0,2,8,-13,26.9,1.0,1.0
2019-02-01,James Harden,13600,HOU,SG,@ DEN,,37.0,48.42,10,223.5,138,110.0,-1.25,79.8,38.99,57.0,4.19,L,37,9,21,0.429,7,14,0.5,5,9,0.556,2,4,6,9,2,1,5,2,30,-24,54.7,2.0,1.0
2019-02-01,Monte Morris,4500,DEN,SG,HOU,,38.0,48.33,9,223.5,-160,113.5,-2.25,42.66,23.04,30.47,6.77,W,37,7,11,0.636,3,6,0.5,1,2,0.5,1,5,6,8,2,0,1,1,18,21,42.2,2.0,1.0
2019-02-01,Julian Washburn,3500,MEM,SF,@ CHA,,15.0,38.78,24,203.5,260,98.0,-2.75,15.04,8.51,10.74,3.07,L,16,0,2,0.0,0,0,,0,0,,1,3,4,0,0,0,0,2,0,-6,4.8,3.0,1.0
2019-02-01,Kevin Knox,5000,NYK,SF,BOS,,33.0,43.33,6,214.0,750,100.5,100.5,38.51,21.79,27.51,5.5,L,40,9,21,0.429,2,7,0.28600000000000003,1,1,1.0,0,5,5,2,1,0,1,2,21,-3,32.0,3.0,1.0
2019-02-01,Paul Millsap,5400,DEN,PF,HOU,,30.0,46.06,8,223.5,-160,113.5,-2.25,51.0,12.38,31.27,5.79,W,28,4,6,0.667,2,3,0.667,0,0,,0,1,1,6,1,1,1,2,10,12,25.2,4.0,1.0
2019-02-01,Noah Vonleh,5500,NYK,PF,BOS,,30.0,49.91,2,214.0,750,100.5,100.5,46.71,12.48,27.3,4.96,L,31,2,9,0.222,0,3,0.0,3,3,1.0,3,8,11,7,0,0,2,1,7,-7,28.7,4.0,1.0
2019-02-01,Nikola Jokic,11500,DEN,C,HOU,,34.0,54.28,14,223.5,-160,113.5,-2.25,75.84,31.98,54.02,4.7,W,31,12,15,0.8,1,2,0.5,6,6,1.0,4,9,13,9,1,0,2,4,31,14,61.1,5.0,1.0
