"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"30027-9646","SF","Kevin","Kevin Durant","Durant","48.807141985212056","14","11800","ATL@GS","GS","ATL","","","","",""
"30027-9644","SG","James","James Harden","Harden","49.24444580078125","9","11500","HOU@DEN","HOU","DEN","","","","",""
"30027-9524","PG","Stephen","Stephen Curry","Curry","45.625","12","10500","ATL@GS","GS","ATL","O","Groin","","",""
"30027-55062","C","Nikola","Nikola Jokic","Jokic","43.9076913686899","13","9700","HOU@DEN","DEN","HOU","","","","",""
"30027-14507","PG","Kemba","Kemba Walker","Walker","44.01538555438702","13","9000","CHA@CLE","CHA","CLE","","","","",""
"30027-9623","PG","Chris","Chris Paul","Paul","41.08999938964844","10","8800","HOU@DEN","HOU","DEN","","","","",""
"30027-15860","PF","Draymond","Draymond Green","Green","33.00833384195963","12","8200","ATL@GS","GS","ATL","","","","",""
"30027-55059","C","Clint","Clint Capela","Capela","35.88333384195963","12","8000","HOU@DEN","HOU","DEN","","","","",""
"30027-84671","PG","Trae","Trae Young","Young","32.81538508488582","13","7500","ATL@GS","ATL","GS","","","","",""
"30027-66108","PG","Jamal","Jamal Murray","Murray","30.78461632361779","13","7300","HOU@DEN","DEN","HOU","","","","",""
"30027-14509","SG","Klay","Klay Thompson","Thompson","31.321428571428573","14","7100","ATL@GS","GS","ATL","","","","",""
"30027-19781","SG","Kent","Kent Bazemore","Bazemore","28.923076923076923","13","6900","ATL@GS","ATL","GS","","","","",""
"30027-17333","SF","Will","Will Barton","Barton","30","2","6700","HOU@DEN","DEN","HOU","O","Groin","","",""
"30027-23572","SF","Taurean","Taurean Prince","Prince","26.791666666666668","12","6600","ATL@GS","ATL","GS","","","","",""
"30027-66236","PF","John","John Collins","Collins","24.930667317708334","75","6600","ATL@GS","ATL","GS","O","Ankle","","",""
"30027-24544","SG","Gary","Gary Harris","Harris","29.50769277719351","13","6600","HOU@DEN","DEN","HOU","","","","",""
"30027-9729","PF","Paul","Paul Millsap","Millsap","28.68461491511418","13","6200","HOU@DEN","DEN","HOU","","","","",""
"30027-14501","C","Tristan","Tristan Thompson","Thompson","26.9499994913737","12","6100","CHA@CLE","CLE","CHA","","","","",""
"30027-20992","PF","Larry","Larry Nance","Nance Jr.","22.269999694824218","10","5900","CHA@CLE","CLE","CHA","","","","",""
"30027-9809","SF","Nicolas","Nicolas Batum","Batum","26.076923076923077","13","5900","CHA@CLE","CHA","CLE","","","","",""
"30027-15582","PG","Quinn","Quinn Cook","Cook","13.254545731977982","11","5800","ATL@GS","GS","ATL","","","","",""
"30027-20640","SG","Jordan","Jordan Clarkson","Clarkson","23.241666158040363","12","5700","CHA@CLE","CLE","CHA","","","","",""
"30027-84667","PG","Collin","Collin Sexton","Sexton","17.483333587646484","12","5700","CHA@CLE","CLE","CHA","","","","",""
"30027-63126","SF","Cedi","Cedi Osman","Osman","21.363636363636363","11","5500","CHA@CLE","CLE","CHA","O","Back","","",""
"30027-15904","SF","Rodney","Rodney Hood","Hood","21.6750005086263","12","5400","CHA@CLE","CLE","CHA","","","","",""
"30027-9703","PG","George","George Hill","Hill","21.08000030517578","10","5400","CHA@CLE","CLE","CHA","O","Shoulder","","",""
"30027-84678","SF","Miles","Miles Bridges","Bridges","17.266666412353516","12","5200","CHA@CLE","CHA","CLE","","","","",""
