"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"30172-15755","PF","Anthony","Anthony Davis","Davis","59.95000203450521","12","12600","DEN@NO","NO","DEN","","","","",""
"30172-9488","SF","LeBron","LeBron James","James","51.76428658621652","14","12100","LAL@ORL","LAL","ORL","","","","",""
"30172-9644","SG","James","James Harden","Harden","48.7090897993608","11","11800","SAC@HOU","HOU","SAC","","","","",""
"30172-9642","PG","Russell","Russell Westbrook","Westbrook","50.08571515764509","7","11600","OKC@PHO","OKC","PHO","GTD","Ankle","","",""
"30172-9646","SF","Kevin","Kevin Durant","Durant","47.4375","16","11400","GS@DAL","GS","DAL","","","","",""
"30172-49111","C","Joel","Joel Embiid","Embiid","53.39411836511948","17","11100","PHI@CHA","PHI","CHA","GTD","Hand","","",""
"30172-12341","SF","Paul","Paul George","George","45.800000871930806","14","10500","OKC@PHO","OKC","PHO","","","","",""
"30172-15684","SG","Victor","Victor Oladipo","Oladipo","42.71999918619792","15","10000","ATL@IND","IND","ATL","GTD","Knee","","",""
"30172-14513","SF","Kawhi","Kawhi Leonard","Leonard","44.14166768391927","12","9800","TOR@CHI","TOR","CHI","O","Rest","","",""
"30172-9524","PG","Stephen","Stephen Curry","Curry","45.625","12","9700","GS@DAL","GS","DAL","O","Groin","","",""
"30172-55062","C","Nikola","Nikola Jokic","Jokic","43.93333333333333","15","9600","DEN@NO","DEN","NO","","","","",""
"30172-9623","PG","Chris","Chris Paul","Paul","40.53333282470703","12","9100","SAC@HOU","HOU","SAC","","","","",""
"30172-66115","PG","Ben","Ben Simmons","Simmons","39.48749923706055","16","9000","PHI@CHA","PHI","CHA","","","","",""
"30172-9663","SG","Jrue","Jrue Holiday","Holiday","41.76000162760417","15","8900","DEN@NO","NO","DEN","","","","",""
"30172-14507","PG","Kemba","Kemba Walker","Walker","42.92857142857143","14","8800","PHI@CHA","CHA","PHI","","","","",""
"30172-14514","C","Nikola","Nikola Vucevic","Vucevic","41.61333414713542","15","8600","LAL@ORL","ORL","LAL","","","","",""
"30172-14498","PG","Kyrie","Kyrie Irving","Irving","41.17857142857143","14","8500","UTA@BOS","BOS","UTA","","","","",""
"30172-14528","SG","Jimmy","Jimmy Butler","Butler","41.06666564941406","12","8400","PHI@CHA","PHI","CHA","","","","",""
"30172-40203","C","Rudy","Rudy Gobert","Gobert","40.980000813802086","15","8300","UTA@BOS","UTA","BOS","","","","",""
"30172-23169","C","Steven","Steven Adams","Adams","36.55384709284856","13","8200","OKC@PHO","OKC","PHO","","","","",""
"30172-40201","SG","Dennis","Dennis Schroder","Schroder","32.29285757882254","14","8200","OKC@PHO","OKC","PHO","","","","",""
"30172-55059","C","Clint","Clint Capela","Capela","35.49285670689174","14","8100","SAC@HOU","HOU","SAC","","","","",""
"30172-80810","PG","De'Aaron","De'Aaron Fox","Fox","37.380000813802084","15","8100","SAC@HOU","SAC","HOU","","","","",""
"30172-41594","PF","Aaron","Aaron Gordon","Gordon","34.1500004359654","14","8000","LAL@ORL","ORL","LAL","GTD","Ankle","","",""
"30172-9535","PG","Kyle","Kyle Lowry","Lowry","38.9375","16","8000","TOR@CHI","TOR","CHI","","","","",""
"30172-14522","SF","Nikola","Nikola Mirotic","Mirotic","37.9076913686899","13","7900","DEN@NO","NO","DEN","","","","",""
"30172-66113","SG","Donovan","Donovan Mitchell","Mitchell","34.15384615384615","13","7800","UTA@BOS","UTA","BOS","","","","",""
"30172-40783","SG","Zach","Zach LaVine","LaVine","39.212501525878906","16","7800","TOR@CHI","CHI","TOR","","","","",""
"30172-58460","SG","Devin","Devin Booker","Booker","36.94545399058949","11","7700","OKC@PHO","PHO","OKC","","","","",""
"30172-84669","SG","Luka","Luka Doncic","Doncic","32.82142857142857","14","7600","GS@DAL","DAL","GS","","","","",""
"30172-15860","PF","Draymond","Draymond Green","Green","31.353846623347355","13","7600","GS@DAL","GS","DAL","O","Toe","","",""
"30172-14509","SG","Klay","Klay Thompson","Thompson","31.193750381469727","16","7500","GS@DAL","GS","DAL","","","","",""
"30172-66108","PG","Jamal","Jamal Murray","Murray","30.14666748046875","15","7400","DEN@NO","DEN","NO","","","","",""
"30172-84671","PG","Trae","Trae Young","Young","31.333333333333332","15","7400","ATL@IND","ATL","IND","","","","",""
"30172-23823","C","Willie","Willie Cauley-Stein","Cauley-Stein","33.173333740234376","15","7300","SAC@HOU","SAC","HOU","","","","",""
"30172-84673","C","Deandre","Deandre Ayton","Ayton","35.00714329310826","14","7200","OKC@PHO","PHO","OKC","","","","",""
"30172-9561","C","DeAndre","DeAndre Jordan","Jordan","33.43571472167969","14","7200","GS@DAL","DAL","GS","","","","",""
"30172-42669","C","Julius","Julius Randle","Randle","31.013334147135417","15","7000","DEN@NO","NO","DEN","","","","",""
"30172-24544","SF","Gary","Gary Harris","Harris","29.673333740234376","15","7000","DEN@NO","DEN","NO","","","","",""
"30172-23120","SF","TJ","TJ Warren","Warren","28.061537522536057","13","6900","OKC@PHO","PHO","OKC","","","","",""
"30172-19138","PG","Elfrid","Elfrid Payton","Payton","24.866666158040363","6","6900","DEN@NO","NO","DEN","O","Finger","","",""
"30172-9453","C","Al","Al Horford","Horford","30.35999959309896","15","6900","UTA@BOS","BOS","UTA","","","","",""
"30172-80808","PF","Jayson","Jayson Tatum","Tatum","30.719999186197917","15","6800","UTA@BOS","BOS","UTA","","","","",""
"30172-23802","PG","Kris","Kris Dunn","Dunn","20.299999237060547","1","6700","TOR@CHI","CHI","TOR","O","Knee","","",""
"30172-17333","SF","Will","Will Barton","Barton","30","2","6700","DEN@NO","DEN","NO","O","Groin","","",""
"30172-59358","PF","Domantas","Domantas Sabonis","Sabonis","29.849999564034597","14","6700","ATL@IND","IND","ATL","","","","",""
"30172-23665","SG","Buddy","Buddy Hield","Hield","30.39333292643229","15","6600","SAC@HOU","SAC","HOU","","","","",""
"30172-42156","PF","Bobby","Bobby Portis","Portis","28.75","4","6600","TOR@CHI","CHI","TOR","O","Knee","","",""
"30172-66236","PF","John","John Collins","Collins","24.930667317708334","75","6600","ATL@IND","ATL","IND","","","","",""
"30172-84676","PF","Wendell","Wendell Carter Jr.","Carter Jr.","30.137500762939453","16","6600","TOR@CHI","CHI","TOR","","","","",""
"30172-9739","C","JaVale","JaVale McGee","McGee","34.214285714285715","14","6500","LAL@ORL","LAL","ORL","","","","",""
"30172-60021","PF","Pascal","Pascal Siakam","Siakam","29.137500762939453","16","6500","TOR@CHI","TOR","CHI","","","","",""
"30172-14496","PG","Ricky","Ricky Rubio","Rubio","26.85333251953125","15","6400","UTA@BOS","UTA","BOS","","","","",""
"30172-9957","PF","Serge","Serge Ibaka","Ibaka","32.71333414713542","15","6400","TOR@CHI","TOR","CHI","","","","",""
"30172-9729","PF","Paul","Paul Millsap","Millsap","29.580000813802084","15","6300","DEN@NO","DEN","NO","","","","",""
"30172-23572","SF","Taurean","Taurean Prince","Prince","27.099999060997597","13","6300","ATL@IND","ATL","IND","O","Achilles","","",""
"30172-42550","SF","Jabari","Jabari Parker","Parker","26.106250762939453","16","6300","TOR@CHI","CHI","TOR","","","","",""
"30172-59318","SF","Joe","Joe Ingles","Ingles","28.10666707356771","15","6300","UTA@BOS","UTA","BOS","","","","",""
"30172-15946","SF","Harrison","Harrison Barnes","Barnes","25.310000610351562","10","6200","GS@DAL","DAL","GS","","","","",""
"30172-19781","SG","Kent","Kent Bazemore","Bazemore","27.686665852864582","15","6200","ATL@IND","ATL","IND","","","","",""
"30172-58377","PF","Kyle","Kyle Kuzma","Kuzma","27.878570556640625","14","6100","LAL@ORL","LAL","ORL","","","","",""
"30172-23096","SG","Evan","Evan Fournier","Fournier","27.94666748046875","15","6100","LAL@ORL","ORL","LAL","","","","",""
"30172-12366","SF","Gordon","Gordon Hayward","Hayward","24.464285714285715","14","6100","UTA@BOS","BOS","UTA","","","","",""
"30172-66048","PF","Brandon","Brandon Ingram","Ingram","25.519999694824218","10","6000","LAL@ORL","LAL","ORL","","","","",""
"30172-15582","PG","Quinn","Quinn Cook","Cook","14.653846153846153","13","5900","GS@DAL","GS","DAL","","","","",""
