"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"30202-9488","SF","LeBron","LeBron James","James","50.8","15","12100","LAL@MIA","LAL","MIA","","","","",""
"30202-9646","SF","Kevin","Kevin Durant","Durant","47.017646340762866","17","11500","GS@SA","GS","SA","","","","",""
"30202-12332","PG","John","John Wall","Wall","42.9","15","9800","POR@WAS","WAS","POR","","","","",""
"30202-9524","PG","Stephen","Stephen Curry","Curry","45.625","12","9700","GS@SA","GS","SA","O","Groin","","",""
"30202-20848","PG","Damian","Damian Lillard","Lillard","41.85333251953125","15","9400","POR@WAS","POR","WAS","","","","",""
"30202-9714","SG","DeMar","DeMar DeRozan","DeRozan","44.32856968470982","14","9200","GS@SA","SA","GS","","","","",""
"30202-12363","C","Hassan","Hassan Whiteside","Whiteside","41.307141985212056","14","8900","LAL@MIA","MIA","LAL","","","","",""
"30202-14514","C","Nikola","Nikola Vucevic","Vucevic","42.42499923706055","16","8700","NY@ORL","ORL","NY","","","","",""
"30202-15595","SG","Bradley","Bradley Beal","Beal","37.233333333333334","15","8400","POR@WAS","WAS","POR","","","","",""
"30202-41594","PF","Aaron","Aaron Gordon","Gordon","33.78666585286458","15","8200","NY@ORL","ORL","NY","","","","",""
"30202-9688","PF","LaMarcus","LaMarcus Aldridge","Aldridge","36.949999128069194","14","8100","GS@SA","SA","GS","","","","",""
"30202-55057","C","Jusuf","Jusuf Nurkic","Nurkic","34.413334147135416","15","7600","POR@WAS","POR","WAS","","","","",""
"30202-16233","SF","Josh","Josh Richardson","Richardson","33.140000406901045","15","7500","LAL@MIA","MIA","LAL","","","","",""
"30202-14509","SG","Klay","Klay Thompson","Thompson","31.511765423943014","17","7500","GS@SA","GS","SA","","","","",""
"30202-9660","C","Dwight","Dwight Howard","Howard","29.375","8","7400","POR@WAS","WAS","POR","","","","",""
"30202-15846","SG","Tim","Tim Hardaway Jr.","Hardaway Jr.","33.413334147135416","15","7400","NY@ORL","NY","ORL","","","","",""
"30202-15860","PF","Draymond","Draymond Green","Green","31.353846623347355","13","7100","GS@SA","GS","SA","O","Toe","","",""
"30202-19067","SG","CJ","CJ McCollum","McCollum","30.133333333333333","15","6600","POR@WAS","POR","WAS","","","","",""
"30202-9739","C","JaVale","JaVale McGee","McGee","32.91999918619792","15","6500","LAL@MIA","LAL","MIA","","","","",""
"30202-23096","SG","Evan","Evan Fournier","Fournier","27.887500762939453","16","6400","NY@ORL","ORL","NY","","","","",""
"30202-58377","PF","Kyle","Kyle Kuzma","Kuzma","27.1","15","6300","LAL@MIA","LAL","MIA","","","","",""
"30202-9673","PG","Goran","Goran Dragic","Dragic","27.583333333333332","12","6200","LAL@MIA","MIA","LAL","GTD","Knee","","",""
"30202-66048","PF","Brandon","Brandon Ingram","Ingram","26.3545448996804","11","6100","LAL@MIA","LAL","MIA","","","","",""
"30202-14516","C","Enes","Enes Kanter","Kanter","31.71875","16","5900","NY@ORL","NY","ORL","","","","",""
"30202-15582","PG","Quinn","Quinn Cook","Cook","15.314285278320312","14","5900","GS@SA","GS","SA","","","","",""
"30202-80806","PG","Lonzo","Lonzo Ball","Ball","23.54000040690104","15","5800","LAL@MIA","LAL","MIA","","","","",""
"30202-9577","SF","Rudy","Rudy Gay","Gay","28.360000610351562","10","5700","GS@SA","SA","GS","","","","",""
"30202-15628","SF","Otto","Otto Porter Jr.","Porter Jr.","23.778570992606028","14","5600","POR@WAS","WAS","POR","","","","",""
"30202-9966","PF","James","James Johnson","Johnson","25.446575008026542","73","5600","LAL@MIA","MIA","LAL","GTD","Abdomen","","",""
"30202-49675","PG","Derrick","Derrick White","White","17.039999389648436","5","5500","GS@SA","SA","GS","","","","",""
"30202-12342","PF","Al-Farouq","Al-Farouq Aminu","Aminu","23.413334147135416","15","5400","POR@WAS","POR","WAS","","","","",""
