Player Name,Salary,Team,Position,Ceiling,Floor,Projection
Kyle Lowry,8000,TOR,PG,69.04776,22.75296,41.52
Trey Burke,4900,NYK,PG,55.910790000000006,23.69673,28.11
David Nwaba,3900,CLE,SG,46.69664,22.635839999999998,23.36
Bradley Beal,7700,WAS,SG,67.16769000000001,24.55943,36.17
Kevin Durant,10500,GSW,SF,82.5394,24.73528,53.08
Kawhi Leonard,9800,TOR,SF,77.94765,21.96315,47.85
John Collins,5100,ATL,PF,52.39223,22.76791,28.93
Marcus Morris,4700,BOS,PF,47.922,19.551,24.5
Jonas Valanciunas,5300,TOR,C,57.53122,26.4776,28.78
