Player Name,Salary,Position,Projection
Kyle Lowry,8500,PG,75.44628
Kemba Walker,8500,PG,76.79634
Jimmy Butler,9400,SG,80.39577
Damyean Dotson,5200,SG,46.118120000000005
Gerald Green,3700,SF,43.809470000000005
Nikola Mirotic,7500,SF,64.6653
Marvin Williams,4600,PF,45.2884
Noah Vonleh,4100,PF,39.200390000000006
Karl-Anthony Towns,8500,C,74.6824
