"Julius Randle",7800,NOP,C,MEM,53.25426,28.87002,38.34
"Anthony Davis",12900,NOP,PF,MEM,85.956,30.94416,59.28
"E'Twaun Moore",4800,NOP,SF,MEM,31.8201,16.3777,19.9
"Darius Miller",3600,NOP,SF,MEM,22.70004,12.76,12.76
"Lonzo Ball",6700,LAL,PG,SAS,42.44265,16.3947,31.65
"Nikola Mirotic",7600,NOP,SF,MEM,46.48399,19.25721,31.01
"Solomon Hill",3500,NOP,SF,MEM,22.63504,12.0945,14.66
"Omri Casspi",3500,MEM,SF,NOP,8.78741,4.2252,5.03
"Joakim Noah",3500,MEM,C,NOP,15.20046,8.07246,8.91
"Tim Frazier",5600,NOP,PG,MEM,38.74318,16.80014,24.49
"Jrue Holiday",9400,NOP,SG,MEM,55.53681,19.25441,41.23
"Josh Hart",3600,LAL,SG,SAS,30.47681,15.22745,21.91
"LeBron James",11000,LAL,SF,SAS,65.43348,20.34228,51.24
"Sviatoslav Mykhailiuk",3500,LAL,SG,SAS,4.89258,1.12728,4.62
"Bryn Forbes",3500,SAS,PG,LAL,21.953,9.18998,15.14
"DeMar DeRozan",8600,SAS,SG,LAL,59.83065,20.856,43.45
"Rudy Gay",5800,SAS,SF,LAL,39.97584,16.1092,31.28
"Michael Beasley",3500,LAL,SF,SAS,9.84004,5.2559,6.22
"Lance Stephenson",3500,LAL,SF,SAS,18.82774,8.73012,10.94
"Kyle Kuzma",7100,LAL,PF,SAS,39.14768,16.76896,30.16
"JaVale McGee",5900,LAL,C,SAS,39.05446,16.88108,27.14
"Kentavious Caldwell-Pope",3700,LAL,SG,SAS,39.9924,18.45152,21.16
"Tyson Chandler",3700,LAL,C,SAS,34.33164,17.77,17.77
"MarShon Brooks",3600,MEM,SG,NOP,17.92077,8.24145,11.69
"Shelvin Mack",3700,MEM,PG,NOP,28.60704,14.34048,18.48
"Hamidou Diallo",3500,OKC,SG,CHI,6.12666,1.1211,6.06
