"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"30870-15755","PF","Anthony","Anthony Davis","Davis","61.47272838245738","22","12900","MEM@NO","NO","MEM","","","","",""
"30870-40199","SF","Giannis","Giannis Antetokounmpo","Antetokounmpo","55.58182040127841","22","12200","GS@MIL","MIL","GS","","","","",""
"30870-9642","PG","Russell","Russell Westbrook","Westbrook","52.026668294270834","15","11300","OKC@CHI","OKC","CHI","","","","",""
"30870-9488","SF","LeBron","LeBron James","James","50.4624989827474","24","11000","LAL@SA","LAL","SA","","","","",""
"30870-49111","C","Joel","Joel Embiid","Embiid","51.88077016977164","26","10700","PHI@DET","PHI","DET","O","Rest","","",""
"30870-9646","SF","Kevin","Kevin Durant","Durant","51.42692213792067","26","10600","GS@MIL","GS","MIL","","","","",""
"30870-14513","SF","Kawhi","Kawhi Leonard","Leonard","45.76000061035156","20","10200","TOR@BKN","TOR","BKN","","","","",""
"30870-9524","PG","Stephen","Stephen Curry","Curry","45.86000162760417","15","9900","GS@MIL","GS","MIL","","","","",""
"30870-55062","C","Nikola","Nikola Jokic","Jokic","42.958333333333336","24","9500","DEN@CHA","DEN","CHA","","","","",""
"30870-9663","SG","Jrue","Jrue Holiday","Holiday","43.06923264723558","26","9400","MEM@NO","NO","MEM","","","","",""
"30870-12341","SF","Paul","Paul George","George","46.32174019191576","23","9300","OKC@CHI","OKC","CHI","","","","",""
"30870-15684","SG","Victor","Victor Oladipo","Oladipo","40.35625076293945","16","9300","IND@ORL","IND","ORL","O","Knee","","",""
"30870-14514","C","Nikola","Nikola Vucevic","Vucevic","44.34","25","9200","IND@ORL","ORL","IND","","","","",""
"30870-9575","PG","Mike","Mike Conley","Conley","37.79130487856658","23","9200","MEM@NO","MEM","NO","","","","",""
"30870-66115","PG","Ben","Ben Simmons","Simmons","40.48800048828125","25","9100","PHI@DET","PHI","DET","","","","",""
