Player Name,Salary,Position,Ceiling,Floor,Projection
Damian Lillard,10100,PG,72.37917,23.84421,47.03
Kemba Walker,9200,PG,74.10669,23.762220000000003,46.23
Jeremy Lamb,5700,SG,50.1786,16.3602,27.45
Bradley Beal,8800,SG,68.44108,20.914720000000003,39.02
Michael Kidd-Gilchrist,4100,SF,43.412040000000005,18.78492,22.47
DeAndre Bembry,4900,SF,47.49888,15.33472,27.68
Rondae Hollis-Jefferson,5300,PF,55.47225,23.0325,27.75
Al-Farouq Aminu,5100,PF,46.91446,20.74486,27.26
Jarrett Allen,6700,C,56.97034,18.38235,29.89
