Date,Name,Salaries,Team,Position,Opponent,Unnamed: 6,Projected Minutes,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FD_PTS
2019-01-03,James Harden,13000,HOU,SG,@ GSW,,40.0,49.27,13,225.5,275,108.75,0.25,75.19,24.56,65.5,5.04,W,44,13,32,0.406,10,23,0.435,8,9,0.889,2,8,10,15,1,2,7,4,44,5,80.5
2019-01-03,Clint Capela,8600,HOU,C,@ GSW,,36.0,54.26,21,225.5,275,108.75,0.25,61.15,26.19,41.77,4.86,W,46,12,19,0.632,0,0,,5,5,1.0,9,12,21,1,2,1,1,1,29,2,63.7
2019-01-03,DeMar DeRozan,8800,SAS,SG,TOR,,36.0,47.35,22,217.5,-160,110.5,1.5,58.26,20.37,42.34,4.81,W,33,7,15,0.467,0,0,,7,7,1.0,1,13,14,11,2,0,3,2,21,16,57.3
2019-01-03,Jamal Murray,8000,DEN,PG,@ SAC,,34.0,52.83,24,227.0,-160,115.25, ,57.71,24.08,37.33,4.67,W,37,12,24,0.5,6,12,0.5,6,10,0.6,3,4,7,6,1,0,4,3,36,10,52.4
2019-01-03,Klay Thompson,7400,GSW,SG,HOU,,35.0,36.48,13,225.5,-333,116.75,-0.25,40.48,17.99,31.28,4.23,L,43,11,20,0.55,4,8,0.5,0,0,,0,5,5,4,3,2,1,3,26,-3,52.0
2019-01-03,Nikola Jokic,10300,DEN,C,@ SAC,,34.0,56.99,22,227.0,-160,115.25, ,65.35,19.75,49.51,4.81,W,32,10,18,0.556,3,8,0.375,3,4,0.75,3,10,13,6,1,1,5,1,26,12,51.6
2019-01-03,Stephen Curry,10400,GSW,PG,HOU,,35.0,46.99,6,225.5,-333,116.75,-0.25,63.26,23.58,45.25,4.35,L,40,14,27,0.519,5,15,0.333,2,3,0.667,0,3,3,6,0,0,5,4,35,3,42.6
2019-01-03,Draymond Green,6900,GSW,PF,HOU,,34.0,53.67,11,225.5,-333,116.75,-0.25,42.3,15.35,34.73,5.03,L,37,4,7,0.5710000000000001,0,2,0.0,1,1,1.0,1,10,11,8,2,2,4,5,9,-6,42.2
2019-01-03,Kevin Durant,10100,GSW,SF,HOU,,35.0,44.73,4,225.5,-333,116.75,-0.25,61.96,21.84,46.87,4.64,L,42,10,23,0.435,1,5,0.2,5,5,1.0,0,7,7,3,0,1,2,0,26,4,39.9
2019-01-03,Buddy Hield,7000,SAC,SG,DEN,,35.0,31.42,3,227.0,138,111.75,-0.5,47.5,21.01,31.73,4.53,L,35,12,19,0.632,5,9,0.556,0,0,,1,1,2,2,1,0,1,3,29,-5,36.4
2019-01-03,Mason Plumlee,5000,DEN,C,@ SAC,,22.0,57.32,24,227.0,-160,115.25, ,32.43,15.86,22.76,4.55,W,30,5,7,0.7140000000000001,0,0,,2,4,0.5,5,5,10,4,1,1,1,5,12,12,35.0
