Player Name,Salary,Team,Position,Ceiling,Floor,Projection
Mike Conley,8100,MEM,PG,60.349169999999994,22.85892,40.53
George Hill,3500,MIL,PG,38.52212,19.09396,22.28
Tim Hardaway Jr.,6900,NYK,SG,53.01569,23.166520000000002,34.27
Bradley Beal,8500,WAS,SG,60.405840000000005,25.99212,38.28
Kevin Durant,10000,GSW,SF,59.8196,24.1223,46.3
Otto Porter,6800,WAS,SF,47.360640000000004,22.06464,32.64
Marvin Williams,4900,CHA,PF,43.5916,22.373520000000003,26.26
Rondae Hollis-Jefferson,5700,BKN,PF,45.8694,19.39706,29.98
Mason Plumlee,5600,DEN,C,40.91194,20.3699,28.69
