"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"31067-40199","SF","Giannis","Giannis Antetokounmpo","Antetokounmpo","54.4639990234375","25","12000","MIL@CLE","MIL","CLE","","","","",""
"31067-9642","PG","Russell","Russell Westbrook","Westbrook","51.900000678168404","18","11000","OKC@DEN","OKC","DEN","","","","",""
"31067-49111","C","Joel","Joel Embiid","Embiid","52.08571515764509","28","11000","IND@PHI","PHI","IND","","","","",""
"31067-14513","SF","Kawhi","Kawhi Leonard","Leonard","46.15454656427557","22","10100","TOR@POR","TOR","POR","GTD","Hip","","",""
"31067-55062","C","Nikola","Nikola Jokic","Jokic","43.714816623263886","27","10100","OKC@DEN","DEN","OKC","","","","",""
"31067-9646","SF","Kevin","Kevin Durant","Durant","49.762068123653016","29","10000","GS@SAC","GS","SAC","","","","",""
"31067-12341","SF","Paul","Paul George","George","46.52692119891827","26","9600","OKC@DEN","OKC","DEN","","","","",""
"31067-66115","PG","Ben","Ben Simmons","Simmons","41.692858014787944","28","9500","IND@PHI","PHI","IND","","","","",""
"31067-14507","PG","Kemba","Kemba Walker","Walker","43.68148238570602","27","9500","NY@CHA","CHA","NY","","","","",""
"31067-12332","PG","John","John Wall","Wall","42.3499990609976","26","9400","WAS@BKN","WAS","BKN","","","","",""
"31067-9524","PG","Stephen","Stephen Curry","Curry","44.67777845594618","18","9400","GS@SAC","GS","SAC","","","","",""
"31067-20848","PG","Damian","Damian Lillard","Lillard","43.54643031529018","28","8900","TOR@POR","POR","TOR","","","","",""
"31067-14498","PG","Kyrie","Kyrie Irving","Irving","41.167998046875","25","8700","ATL@BOS","BOS","ATL","","","","",""
"31067-15684","SG","Victor","Victor Oladipo","Oladipo","39.80588307100184","17","8600","IND@PHI","IND","PHI","","","","",""
"31067-15595","SG","Bradley","Bradley Beal","Beal","38.403573172433035","28","8500","WAS@BKN","WAS","BKN","","","","",""
"31067-66236","PF","John","John Collins","Collins","32.46666717529297","12","8100","ATL@BOS","ATL","BOS","","","","",""
"31067-55057","C","Jusuf","Jusuf Nurkic","Nurkic","35.44642857142857","28","8100","TOR@POR","POR","TOR","","","","",""
"31067-9575","PG","Mike","Mike Conley","Conley","37.14444534866898","27","8100","MIA@MEM","MEM","MIA","GTD","Hamstring","","",""
"31067-9581","C","Marc","Marc Gasol","Gasol","39.840738932291664","27","8100","MIA@MEM","MEM","MIA","","","","",""
"31067-14528","SG","Jimmy","Jimmy Butler","Butler","39.01304294752038","23","8000","IND@PHI","PHI","IND","GTD","Groin","","",""
"31067-9535","PG","Kyle","Kyle Lowry","Lowry","37.210343985721984","29","8000","TOR@POR","TOR","POR","GTD","Back","","",""
"31067-66108","PG","Jamal","Jamal Murray","Murray","31.65925880714699","27","7800","OKC@DEN","DEN","OKC","GTD","Lower leg","","",""
"31067-12363","C","Hassan","Hassan Whiteside","Whiteside","40.100000554865055","22","7800","MIA@MEM","MIA","MEM","","","","",""
"31067-14501","C","Tristan","Tristan Thompson","Thompson","31.2703699182581","27","7800","MIL@CLE","CLE","MIL","O","Foot","","",""
"31067-12355","PG","Eric","Eric Bledsoe","Bledsoe","33.762962058738424","27","7700","MIL@CLE","MIL","CLE","","","","",""
"31067-80810","PG","De'Aaron","De'Aaron Fox","Fox","36.37777822989005","27","7600","GS@SAC","SAC","GS","","","","",""
"31067-58253","C","Myles","Myles Turner","Turner","30.9333337854456","27","7500","IND@PHI","IND","PHI","","","","",""
"31067-19067","SG","CJ","CJ McCollum","McCollum","32.05555555555556","27","7100","TOR@POR","POR","TOR","","","","",""
"31067-20992","PF","Larry","Larry Nance Jr.","Nance Jr.","24.688462477463943","26","7000","MIL@CLE","CLE","MIL","","","","",""
"31067-14516","C","Enes","Enes Kanter","Kanter","32.53793019261853","29","7000","NY@CHA","NY","CHA","","","","",""
"31067-23823","C","Willie","Willie Cauley-Stein","Cauley-Stein","31.61481391059028","27","7000","GS@SAC","SAC","GS","","","","",""
"31067-58312","SG","D'Angelo","D'Angelo Russell","Russell","33.03793019261853","29","7000","WAS@BKN","BKN","WAS","","","","",""
"31067-15846","SG","Tim","Tim Hardaway Jr.","Hardaway Jr.","31.017857142857142","28","6900","NY@CHA","NY","CHA","","","","",""
"31067-23169","C","Steven","Steven Adams","Adams","35.58","25","6800","OKC@DEN","OKC","DEN","","","","",""
"31067-14509","SG","Klay","Klay Thompson","Thompson","33.12758662782866","29","6800","GS@SAC","GS","SAC","","","","",""
"31067-9957","PF","Serge","Serge Ibaka","Ibaka","31.882757778825432","29","6800","TOR@POR","TOR","POR","","","","",""
"31067-15628","SF","Otto","Otto Porter Jr.","Porter Jr.","26.80800048828125","25","6800","WAS@BKN","WAS","BKN","GTD","Knee","","",""
"31067-15860","PF","Draymond","Draymond Green","Green","31.173333740234376","15","6800","GS@SAC","GS","SAC","","","","",""
"31067-84683","PF","Jaren","Jaren Jackson Jr.","Jackson Jr.","27.22592502170139","27","6700","MIA@MEM","MEM","MIA","","","","",""
"31067-16261","SG","Khris","Khris Middleton","Middleton","31.74230722280649","26","6700","MIL@CLE","MIL","CLE","","","","",""
"31067-80808","PF","Jayson","Jayson Tatum","Tatum","29.996297200520832","27","6700","ATL@BOS","BOS","ATL","","","","",""
"31067-15542","PG","Spencer","Spencer Dinwiddie","Dinwiddie","27.996552566002155","29","6600","WAS@BKN","BKN","WAS","","","","",""
"31067-84671","PG","Trae","Trae Young","Young","29.18888798466435","27","6600","ATL@BOS","ATL","BOS","","","","",""
"31067-9453","C","Al","Al Horford","Horford","31.09090909090909","22","6600","ATL@BOS","BOS","ATL","O","Kneecap","","",""
"31067-19781","SG","Kent","Kent Bazemore","Bazemore","27.170369466145832","27","6600","ATL@BOS","ATL","BOS","","","","",""
"31067-17333","SF","Will","Will Barton","Barton","30","2","6600","OKC@DEN","DEN","OKC","O","Groin","","",""
"31067-60021","PF","Pascal","Pascal Siakam","Siakam","29.99666748046875","30","6500","TOR@POR","TOR","POR","","","","",""
"31067-14512","PF","Marcus","Marcus Morris","Morris","25.28846153846154","26","6500","ATL@BOS","BOS","ATL","","","","",""
"31067-15559","SG","Jeremy","Jeremy Lamb","Lamb","28.02962917751736","27","6500","NY@CHA","CHA","NY","","","","",""
"31067-16233","SF","Josh","Josh Richardson","Richardson","31.403846153846153","26","6400","MIA@MEM","MIA","MEM","","","","",""
"31067-9729","PF","Paul","Paul Millsap","Millsap","30.69199951171875","25","6300","OKC@DEN","DEN","OKC","O","Toe","","",""
