Player Name,Salary,Team,Position,Ceiling,Floor,Projection
Stephen Curry,9400,GSW,PG,60.90984,24.02946,44.01
Mike Conley,8100,MEM,PG,60.349169999999994,22.85892,40.53
Tim Hardaway Jr.,6900,NYK,SG,53.01569,23.166520000000002,34.27
Bradley Beal,8500,WAS,SG,60.405840000000005,25.99212,38.28
Justise Winslow,5600,MIA,SF,41.43575,20.57075,26.75
Otto Porter,6800,WAS,SF,47.360640000000004,22.06464,32.64
Marvin Williams,4900,CHA,PF,43.5916,22.373520000000003,26.26
Rondae Hollis-Jefferson,5700,BKN,PF,45.8694,19.39706,29.98
Mike Muscala,4100,PHI,C,39.67954,21.46,21.46
