"Davis Bertans",3900,SAS,SF,HOU,44.89754,17.968,22.46
"LaMarcus Aldridge",8100,SAS,PF,HOU,73.08388,27.30984,42.94
"Patty Mills",4800,SAS,PG,HOU,32.7627,14.2527,18.51
"Marco Belinelli",4200,SAS,SG,HOU,30.73832,13.7368,17.84
"Quincy Pondexter",3500,SAS,SG,HOU,14.09295,7.05,7.05
"Dante Cunningham",3700,SAS,SF,HOU,33.14059,11.79225,17.47
"DeMar DeRozan",9600,SAS,SG,HOU,71.10648,21.12552,43.92
"Gary Clark",4400,HOU,PF,SAS,22.31586,4.37004,17.91
"Isaiah Hartenstein",3500,HOU,PF,SAS,3.6134,0.7076,2.9
"Derrick White",3500,SAS,PG,HOU,34.97958,15.34386,18.42
"Bryn Forbes",4000,SAS,PG,HOU,33.77612,12.08704,19.88
"Chimezie Metu",3500,SAS,PF,HOU,9.756,6.504,8.13
"D'Angelo Russell",6500,BKN,PG,GSW,48.0036,14.62128,29.36
"Ed Davis",4000,BKN,PF,GSW,27.24306,10.1972,13.78
"Allen Crabbe",3800,BKN,SG,GSW,36.84157,16.32898,18.43
"DeMarre Carroll",4400,BKN,SF,GSW,25.10928,10.13784,12.72
"Shabazz Napier",3600,BKN,PG,GSW,21.40929,8.73936,10.71
"Quinn Cook",4400,GSW,PG,BKN,44.414,16.483,26.5
"Rondae Hollis-Jefferson",4800,BKN,PF,GSW,43.87805,17.0771,21.95
"Spencer Dinwiddie",5400,BKN,PG,GSW,43.25397,16.81699,23.99
"Caris LeVert",7800,BKN,SG,GSW,51.6688,16.6152,34.4
"Joe Harris",4300,BKN,SF,GSW,38.25476,14.88304,22.28
"Jared Dudley",3500,BKN,SF,GSW,23.2716,9.40335,13.53
"Jarrett Allen",6500,BKN,C,GSW,44.67125,16.494,27.49
"Michael Carter-Williams",4100,HOU,PG,SAS,6.55928,2.91606,3.71
"Gerald Green",3600,HOU,SF,SAS,35.88205,14.55745,17.95
"Jason Smith",3500,WAS,PF,MIA,12.86568,6.68,6.68
"Tomas Satoransky ",3500,WAS,PG,MIA,17.96784,7.59948,9.96
"Goran Dragic",6400,MIA,PG,WAS,48.88143,18.21972,30.57
"Rodney McGruder",4900,MIA,SG,WAS,42.72996,14.71652,23.66
"Josh Richardson",7700,MIA,SF,WAS,65.82303,22.30902,38.07
"Austin Rivers",3600,WAS,SG,MIA,29.39327,13.48903,16.43
"Jeff Green",3700,WAS,SF,MIA,25.76711,10.13154,12.89
"Otto Porter",6600,WAS,SF,MIA,50.59978,20.19212,29.87
"Markieff Morris",4800,WAS,PF,MIA,41.60288,13.50228,23.32
"Dwight Howard",6900,WAS,C,MIA,57.66386,17.11565,35.29
"Kelly Oubre",4500,WAS,SF,MIA,39.80009,16.28638,19.91
"Justise Winslow",5900,MIA,SF,WAS,52.524,16.95358,29.18
"Hassan Whiteside",9300,MIA,C,WAS,61.68386,19.59272,41.51
"James Ennis",3800,HOU,SF,SAS,26.598,11.1111,14.3
"James Harden",11400,HOU,SG,SAS,67.05013,18.61125,49.63
"P.J. Tucker",4700,HOU,PF,SAS,45.07745,18.96455,22.55
"Clint Capela",8000,HOU,C,SAS,67.60572,24.61602,39.26
"Eric Gordon",5000,HOU,SG,SAS,39.80424,16.35368,22.04
"Chris Paul",8200,HOU,PG,SAS,67.216,20.75294,42.01
"Derrick Jones",3500,MIA,SF,WAS,16.93153,8.47,8.47
"Tyler Johnson",4800,MIA,PG,WAS,36.26216,13.78432,19.58
"Kelly Olynyk",4500,MIA,PF,WAS,25.9305,12.29135,14.65
"Bam Adebayo",4100,MIA,C,WAS,32.71904,16.68992,18.88
"Wayne Ellington",3900,MIA,SG,WAS,34.21425,13.84005,17.15
"Klay Thompson",6700,GSW,SG,BKN,53.17868,20.0905,34.94
"Kevin Durant",11200,GSW,SF,BKN,82.83485,24.82382,53.27
"JaVale McGee",7100,LAL,C,SAC,50.18052,18.43608,29.64
"Kyle Kuzma",6200,LAL,PF,SAC,44.54259,16.21852,29.17
"Rajon Rondo",5600,LAL,PG,SAC,46.35681,23.19,23.19
"Josh Hart",4600,LAL,SG,SAC,37.73649,15.12885,19.03
"Lance Stephenson",3500,LAL,SF,SAC,14.7926,5.9052,7.4
"LeBron James",11800,LAL,SF,SAC,79.36568,20.97748,52.84
"Brandon Ingram",6300,LAL,PF,SAC,54.95203,19.0953,30.31
"Maxi Kleber",3500,DAL,PF,OKC,25.34616,10.89648,13.16
"Dwight Powell",3600,DAL,PF,OKC,24.3922,10.6267,13.3
"Devin Harris",3500,DAL,PG,OKC,21.70914,10.86,10.86
"Lonzo Ball",5600,LAL,PG,SAC,38.72412,12.71172,24.54
"Kentavious Caldwell-Pope",3500,LAL,SG,SAC,25.24737,11.01336,12.63
"Tyson Chandler",3500,LAL,C,SAC,31.50424,15.76,15.76
"Troy Williams",3600,SAC,SF,LAL,15.93416,6.73816,8.36
"Marvin Bagley III",4900,SAC,PF,LAL,24.29639,3.92588,20.03
"Frank Mason",3800,SAC,SG,LAL,18.6973,9.12139,10.33
"Justin Jackson",3500,SAC,SF,LAL,19.0456,8.57584,10.64
"Kosta Koufos",3500,SAC,C,LAL,26.96651,13.49,13.49
"Bogdan Bogdanovic",3800,SAC,SG,LAL,33.58752,14.9436,17.79
"Willie Cauley-Stein",7200,SAC,C,LAL,56.98714,19.98568,34.94
"De'Aaron Fox",7400,SAC,PG,LAL,53.91729,19.05152,37.21
"Buddy Hield",7300,SAC,SG,LAL,62.835,24.3906,35.4
"Iman Shumpert",3800,SAC,SG,LAL,33.88236,14.0688,19.54
"Nemanja Bjelica",6400,SAC,SF,LAL,58.794,20.44875,30.75
"Dorian Finney-Smith",3700,DAL,SF,OKC,24.98379,11.1766,13.63
"J.J. Barea",3900,DAL,PG,OKC,32.2825,13.468,18.5
"Damion Lee",3500,GSW,SG,BKN,9.639,4.2687,5.1
"Jacob Evans",3500,GSW,SG,BKN,3.77304,0.57196,3.16
"Dennis Schroder",7200,OKC,SG,DAL,57.99108,17.75312,36.68
"Terrance Ferguson",3500,OKC,SG,DAL,30.40996,10.09883,16.21
"Paul George",10400,OKC,SF,DAL,78.24586,29.40784,47.74
"Jonas Jerebko",4000,GSW,PF,BKN,29.32533,10.92915,14.67
"Kevon Looney",4500,GSW,PF,BKN,45.13817,19.11987,23.87
"Jordan Bell",4200,GSW,C,BKN,47.352,17.352,24
"Damian Jones",3600,GSW,C,BKN,34.7004,12.54855,17.85
"Andre Iguodala",3800,GSW,SG,BKN,31.6476,10.4076,17.7
"Alfonzo McKinnie",3800,GSW,SF,BKN,39.06046,19.54,19.54
"Jerami Grant",5500,OKC,PF,DAL,45.94448,17.93568,25.12
"Steven Adams",7800,OKC,C,DAL,57.313,24.346,37
"Wesley Matthews",5300,DAL,SG,OKC,46.70238,15.94518,26.98
"Harrison Barnes",5300,DAL,SF,OKC,44.1934,17.2028,29.66
"Luka Doncic",7600,DAL,SG,OKC,45.87072,10.5803,34.13
"DeAndre Jordan",7900,DAL,C,OKC,56.04765,22.6778,38.05
"Dennis Smith Jr.",5800,DAL,PG,OKC,46.86845,16.14522,29.57
"Raymond Felton",3800,OKC,PG,DAL,28.60569,12.7359,14.31
"Nerlens Noel",3600,OKC,C,DAL,33.0513,14.31382,16.82
"Alex Abrines",3800,OKC,SG,DAL,31.62418,15.82,15.82
"Patrick Patterson",3500,OKC,PF,DAL,26.80659,11.35827,13.41
"Hamidou Diallo",3500,OKC,SG,DAL,15.17628,2.97192,12.18
"Bradley Beal",8600,WAS,SG,MIA,70.24885,25.71373,37.87
"John Wall",10000,WAS,PG,MIA,60.70038,18.08586,46.02
"Boban Marjanovic",5300,LAC,C,MIL,25.22772,6.78405,14.91
"Tobias Harris",7800,LAC,PF,MIL,58.49093,19.88024,37.09
"Lou Williams",6400,LAC,SG,MIL,60.57756,21.3156,34.38
"Montrezl Harrell",5900,LAC,PF,MIL,52.33566,23.33968,29.77
"Shai Gilgeous-Alexander",4100,LAC,PG,MIL,30.252,5.042,25.21
"Danilo Gallinari",6700,LAC,SF,MIL,57.08796,18.91692,33.72
"Patrick Beverley",4600,LAC,PG,MIL,44.23034,17.51981,26.11
"Donte DiVincenzo",3700,MIL,SG,LAC,15.90882,2.4753,13.38
"John Henson",3700,MIL,PF,LAC,36.78528,15.11776,19.04
"Tony Snell",3600,MIL,SG,LAC,20.24958,8.65956,10.14
"Pat Connaughton",3600,MIL,SG,LAC,17.95102,7.34564,8.98
"Mike Scott",3500,LAC,PF,MIL,28.44577,16.86255,14.23
"Milos Teodosic",3500,LAC,PG,MIL,14.57271,7.29,7.29
"Mikal Bridges",4100,PHO,SF,NOP,25.96776,4.0404,21.84
"Deandre Ayton",7500,PHO,C,NOP,38.66409,6.57639,31.77
"Ryan Anderson",3500,PHO,PF,NOP,16.7616,9.7,9.7
"Elie Okobo",3500,PHO,PG,NOP,11.7711,1.8315,9.9
"Josh Jackson",3500,PHO,PF,NOP,17.43682,6.66302,10.46
"TJ Warren",4600,PHO,SF,NOP,41.36034,15.62142,26.98
"Trevor Ariza",5400,PHO,SF,NOP,33.5699,10.6764,21.7
"Jerome Robinson",3500,LAC,PG,MIL,2.976,0.496,2.48
"Marcin Gortat",3600,LAC,C,MIL,25.91847,10.7502,13.11
"Isaiah Canaan",4800,PHO,PG,NOP,35.71484,13.50168,22.28
"Devin Booker",8400,PHO,SG,NOP,67.76946,22.66588,38.03
"Ersan Ilyasova",5200,MIL,PF,LAC,37.6568,16.7066,20.6
"Brook Lopez",4900,MIL,C,LAC,42.55915,15.9028,23.95
"Kevin Knox",3500,NYK,PF,TOR,16.97892,2.6418,14.28
"Mario Hezonja",3900,NYK,SF,TOR,23.44827,10.39278,11.73
"Emmanuel Mudiay",4000,NYK,PG,TOR,26.30625,10.736,15.25
"Kyle Lowry",8700,TOR,PG,NYK,65.5534,21.68001,39.49
"Danny Green",4800,TOR,SG,NYK,41.66216,17.12008,24.74
"Allonzo Trier",4400,NYK,SG,TOR,20.0954,3.15055,17.03
"Enes Kanter",7300,NYK,C,TOR,50.56512,22.54848,30.72
"Tim Hardaway Jr.",7700,NYK,SG,TOR,59.9874,22.25762,32.78
"Damyean Dotson",4800,NYK,SG,TOR,36.3586,12.0696,21.4
"Noah Vonleh",5700,NYK,PF,TOR,39.15408,15.74832,24.08
"Mitchell Robinson",4500,NYK,C,TOR,20.09267,3.41757,16.51
"Kawhi Leonard",9900,TOR,SF,NYK,79.29932,23.67728,48.92
"Pascal Siakam",6100,TOR,PF,NYK,47.51292,15.71856,27.48
"Eric Bledsoe",6800,MIL,PG,LAC,51.56544,18.9756,30.12
"Malcolm Brogdon",4700,MIL,SG,LAC,34.68241,14.50057,20.51
"Khris Middleton",7500,MIL,SG,LAC,65.01142,24.38803,34.99
"Giannis Antetokounmpo",12200,MIL,SF,LAC,74.84178,20.58966,54.47
"Fred VanVleet",4600,TOR,PG,NYK,40.9152,16.89883,21.31
"Delon Wright",3500,TOR,PG,NYK,26.66666,11.39236,13.34
"Serge Ibaka",6900,TOR,PF,NYK,47.51556,16.60008,28.92
"Jonas Valanciunas",6000,TOR,C,NYK,52.81358,24.3064,26.42
"OG Anunoby",3800,TOR,SF,NYK,28.48575,14.25,14.25
"C.J. Miles",3500,TOR,SF,NYK,16.9362,7.03638,8.73
"Richaun Holmes",3800,PHO,PF,NOP,35.96201,12.593,17.99
"Jamal Crawford",3500,PHO,SG,NOP,6.97651,3.49,3.49
"Joel Embiid",10800,PHI,C,MEM,72.25872,21.39504,50.46
"Markelle Fultz",4900,PHI,SG,MEM,45.0992,15.7904,28.4
"J.J. Redick",5100,PHI,SG,MEM,55.51223,24.4376,27.77
"Landry Shamet",3600,PHI,PG,MEM,21.60413,3.36145,18.17
"Amir Johnson",3500,PHI,PF,MEM,28.42502,11.78112,15.34
"Ben Simmons",9700,PHI,PG,MEM,77.24564,21.02192,49.58
"Robin Lopez",3500,CHI,C,CLE,11.5942,5.8,5.8
"Chandler Hutchison",3700,CHI,SF,CLE,27.03216,4.09784,22.64
"Ryan Arcidiacono",3500,CHI,PG,CLE,37.92103,16.54184,18.97
"Cristiano Felicio",3500,CHI,C,CLE,26.00699,11.20161,13.01
"Antonio Blakeney",3800,CHI,SG,CLE,41.86452,17.2914,21.48
"Mike Conley",6900,MEM,PG,PHI,65.046,21.386,37
"Garrett Temple",3900,MEM,SG,PHI,40.90504,15.60964,21.62
"Ivan Rabb",3500,MEM,PF,PHI,9.05772,4.21152,4.92
"MarShon Brooks",3500,MEM,SG,PHI,23.86224,9.23742,13.14
"T.J. McConnell",3500,PHI,PG,MEM,33.55194,14.99697,17.79
"Jonah Bolden",3500,PHI,PF,MEM,26.55,15.93,17.7
"Furkan Korkmaz",3500,PHI,SG,MEM,16.15192,8.08,8.08
"Wayne Selden",3500,MEM,SG,PHI,21.54922,10.78,10.78
"Dillon Brooks",4000,MEM,SG,PHI,33.50324,15.98904,16.76
"Kyle Anderson",4900,MEM,SF,PHI,41.40387,14.38407,26.49
"Jaren Jackson",6300,MEM,PF,PHI,45.00916,10.32444,33.74
"Marc Gasol",8300,MEM,C,PHI,63.07686,23.66397,40.59
"Shelvin Mack",4900,MEM,PG,PHI,34.37661,15.51443,19.13
"Wendell Carter",7600,CHI,PF,CLE,48.7577,11.1843,36.55
"Jabari Parker",7000,CHI,SF,CLE,59.001,18.8505,35.5
