Player Name,Salary,Team,Position,Ceiling,Floor,Projection
Chris Paul,8200,HOU,PG,67.21600000000001,20.75294,42.01
Ben Simmons,9700,PHI,PG,77.24564000000001,21.02192,49.58
J.J. Redick,5100,PHI,SG,55.51223,24.4376,27.77
Jordan Clarkson,5100,CLE,SG,64.60866,31.77745,32.93
Josh Richardson,7700,MIA,SF,65.82303,22.30902,38.07
Jabari Parker,7000,CHI,SF,59.001000000000005,18.8505,35.5
LaMarcus Aldridge,8100,SAS,PF,73.08388000000001,27.30984,42.94
Larry Nance,4900,CLE,PF,49.60583,17.25297,28.33
Jordan Bell,4200,GSW,C,47.352,17.352,24.0
