entry_id,contest_id,contest_name,PG,PG,SG,SG,SF,SF,PF,PF,C,,Instructions
29850-40199,SF,Giannis,29850-40206,29850-12341,,,,
29850-9642,PG,Russell,29850-40206,29850-12341,Ankle,,,
29850-9644,SG,James,29850-40206,29850-12341,,,,
29850-9646,SF,Kevin,,,,
29850-9524,PG,Stephen,29850-40206,29850-12341,,,,
29850-12341,SF,Paul,29850-40206,29850-12341,,,,
