Player Name,Salary,Position,Projection
Jamal Murray,6000,PG,55.7624
Kyle Lowry,8200,PG,66.2904
DeMar DeRozan,8100,SG,73.09345
C.J. McCollum,7100,SG,60.72608
Tyreke Evans,6700,SF,56.91945
Robert Covington,6700,SF,56.21188000000001
Thaddeus Young,5200,PF,51.0139
Markieff Morris,5000,PF,47.93602
Clint Capela,7000,C,67.5662
