Player Name,Salary,Position,Projection
George Hill,5600,PG,48.891999999999996
Trae Young,6100,PG,55.9548
Klay Thompson,6300,SG,56.9449
Dennis Schroder,7000,SG,64.4096
Taurean Prince,7200,SF,59.75728
Paul George,9200,SF,74.43216
Kevin Love,8100,PF,69.2261
Jerami Grant,4800,PF,55.1174
Alex Len,5400,C,54.28703
