"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"29652-9642","PG","Russell","Russell Westbrook","Westbrook","51.820001220703126","5","11700","OKC@WAS","OKC","WAS","","","","",""
"29652-9644","SG","James","James Harden","Harden","52","4","11600","HOU@BKN","HOU","BKN","GTD","Hamstring","","",""
"29652-9524","PG","Stephen","Stephen Curry","Curry","49.05555555555556","9","10700","MIN@GS","GS","MIN","","","","",""
"29652-9646","SF","Kevin","Kevin Durant","Durant","48.088887532552086","9","10700","MIN@GS","GS","MIN","","","","",""
"29652-14513","SF","Kawhi","Kawhi Leonard","Leonard","47.48333231608073","6","10300","TOR@PHO","TOR","PHO","","","","",""
"29652-40203","C","Rudy","Rudy Gobert","Gobert","46.399998256138396","7","10100","MEM@UTA","UTA","MEM","","","","",""
"29652-12341","SF","Paul","Paul George","George","44.142857142857146","7","9800","OKC@WAS","OKC","WAS","","","","",""
"29652-14528","SG","Jimmy","Jimmy Butler","Butler","45.3999989827474","6","9600","MIN@GS","MIN","GS","","","","",""
"29652-58462","C","Karl-Anthony","Karl-Anthony Towns","Towns","41.3125","8","9500","MIN@GS","MIN","GS","","","","",""
"29652-12332","PG","John","John Wall","Wall","42.371429443359375","7","9400","OKC@WAS","WAS","OKC","","","","",""
"29652-9623","PG","Chris","Chris Paul","Paul","40.775001525878906","4","9100","HOU@BKN","HOU","BKN","","","","",""
"29652-15684","SG","Victor","Victor Oladipo","Oladipo","38.86249923706055","8","9000","IND@CHI","IND","CHI","","","","",""
"29652-14514","C","Nikola","Nikola Vucevic","Vucevic","42.885716029575896","7","8900","LAC@ORL","ORL","LAC","","","","",""
"29652-9535","PG","Kyle","Kyle Lowry","Lowry","42.962501525878906","8","8900","TOR@PHO","TOR","PHO","","","","",""
"29652-9561","C","DeAndre","DeAndre Jordan","Jordan","39.662498474121094","8","8600","NY@DAL","DAL","NY","","","","",""
"29652-66113","SG","Donovan","Donovan Mitchell","Mitchell","34.699999128069194","7","8400","MEM@UTA","UTA","MEM","O","Hamstring","","",""
"29652-55059","C","Clint","Clint Capela","Capela","35.23333231608073","6","8400","HOU@BKN","HOU","BKN","","","","",""
"29652-40783","SG","Zach","Zach LaVine","LaVine","39.837501525878906","8","8300","IND@CHI","CHI","IND","","","","",""
"29652-15595","SG","Bradley","Bradley Beal","Beal","36.857142857142854","7","8200","OKC@WAS","WAS","OKC","","","","",""
"29652-84669","SG","Luka","Luka Doncic","Doncic","33.4375","8","8100","NY@DAL","DAL","NY","","","","",""
"29652-9581","C","Marc","Marc Gasol","Gasol","36.71666717529297","6","8100","MEM@UTA","MEM","UTA","","","","",""
"29652-15860","PF","Draymond","Draymond Green","Green","34.68889024522569","9","8000","MIN@GS","GS","MIN","","","","",""
"29652-58460","SG","Devin","Devin Booker","Booker","40.025001525878906","4","7900","TOR@PHO","PHO","TOR","GTD","Hamstring","","",""
