Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Shai Gilgeous-Alexander,3600,LAC,PG,@ SAS,,36.00,41.35,17,219.5,360,105,105,44.32,25.61,31.66,8.79
Josh Jackson,4700,PHO,PF,@ MIN,,29.00,47.86,22,229.5,550,108.75,0.25,57.27,8.82,28.65,6.1
Avery Bradley,3600,LAC,SG,@ SAS,,34.00,31.33,2,219.5,360,105,105,40.39,6.63,21.26,5.91
Rudy Gay,5300,SAS,SF,LAC,,27.00,51.67,28,219.5,-450,114.5,114.5,44.95,11.66,29.75,5.61
Dario Saric,3800,MIN,PF,PHO,,21.00,47.73,13,229.5,-700,120.75,1.75,36.30,6.16,20.96,5.52
Victor Oladipo,7800,IND,SG,CHA,,33.00,49.98,17,218.5,-333,113.25, ,62.60,10.63,41.68,5.34
Karl-Anthony Towns,10300,MIN,C,PHO,,35.00,56.27,20,229.5,-700,120.75,1.75,86.30,29.02,54.97,5.34
Michael Kidd-Gilchrist,3800,CHA,SF,@ IND,,23.00,36.11,12,218.5,275,105.25,-1,39.22,7.99,19.62,5.16
Josh Okogie,4300,MIN,SG,PHO,,29.00,49.25,29,229.5,-700,120.75,1.75,31.02,12.87,22.16,5.15
Jeff Teague,6300,MIN,PG,PHO,,31.00,51.98,24,229.5,-700,120.75,1.75,54.50,16.81,32.46,5.15
Patrick Beverley,4400,LAC,PG,@ SAS,,28.00,41.35,17,219.5,360,105,105,40.24,8.50,22.67,5.15
Devin Booker,8100,PHO,SG,@ MIN,,36.00,49.82,15,229.5,550,108.75,0.25,73.88,17.33,41.07,5.07
Tobias Harris,8000,LAC,PF,@ SAS,,36.00,48.35,17,219.5,360,105,105,64.06,18.24,40.09,5.01
LaMarcus Aldridge,8600,SAS,PF,LAC,,35.00,59.38,27,219.5,-450,114.5,114.5,62.25,22.69,42.81,4.98
Mikal Bridges,3900,PHO,SF,@ MIN,,29.00,38.52,23,229.5,550,108.75,0.25,26.92,13.36,19.23,4.93
