Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Fred VanVleet,4300,TOR,PG,@ LAC,,30.00,41.01,15,219,-150,111,111,44.54,22.90,27.89,6.49
Patrick Beverley,4200,LAC,PG,TOR,,28.00,41.46,17,219,130,108,108,45.03,24.95,24.95,5.94
Josh Jackson,5500,PHO,PF,@ SAS,,31.00,48.66,25,217.5,600,102.25,-0.5,44.65,20.02,31.33,5.7
Danny Green,4500,TOR,SG,@ LAC,,32.00,35.26,11,219,-150,111,111,36.27,17.78,25.58,5.68
Patty Mills,3700,SAS,PG,PHO,,23.00,45.23,26,217.5,-800,115.25, ,31.72,16.27,20.94,5.66
Marco Belinelli,3700,SAS,SG,PHO,,24.00,34.22,10,217.5,-800,115.25, ,30.20,15.56,20.34,5.5
De'Anthony Melton,5300,PHO,PG,@ SAS,,30.00,50.67,20,217.5,600,102.25,-0.5,33.61,10.56,28.7,5.42
Derrick White,4200,SAS,PG,PHO,,28.00,45.23,26,217.5,-800,115.25, ,41.13,17.51,22.65,5.39
Avery Bradley,3900,LAC,SG,TOR,,32.00,35.14,13,219,130,108,108,29.86,12.57,20.51,5.26
Eric Gordon,5100,HOU,SG,POR,,32.00,44.56,12,219.5,-250,112.75,-0.5,38.81,17.75,26.82,5.26
Shai Gilgeous-Alexander,5100,LAC,PG,TOR,,32.00,44.53,3,219,130,108,108,30.36,8.19,26.77,5.25
LaMarcus Aldridge,8400,SAS,PF,PHO,,34.00,55.84,17,217.5,-800,115.25, ,62.94,27.48,43.35,5.16
Bryn Forbes,3500,SAS,PG,PHO,,25.00,52.66,26,217.5,-800,115.25, ,26.19,10.96,18.06,5.16
Jakob Poeltl,4200,SAS,C,PHO,,21.00,61.96,29,217.5,-800,115.25, ,42.60,19.17,21.59,5.14
Dante Cunningham,3600,SAS,SF,PHO,,22.00,51.43,25,217.5,-800,115.25, ,28.19,11.82,17.51,4.86
Danilo Gallinari,6700,LAC,SF,TOR,,33.00,45.82,9,219,130,108,108,44.96,17.99,32.3,4.82
Deandre Ayton,6600,PHO,C,@ SAS,,30.00,50.39,4,217.5,600,102.25,-0.5,37.17,11.68,31.74,4.81
Kyle Lowry,7800,TOR,PG,@ LAC,,36.00,52.04,25,219,-150,111,111,53.18,20.26,37.45,4.8
Evan Turner,4700,POR,SF,@ HOU,,29.00,44.93,13,219.5,210,106.75,0.5,33.62,18.54,22.31,4.75
Tobias Harris,7700,LAC,PF,TOR,,35.00,45.82,9,219,130,108,108,48.17,19.42,36.3,4.71
DeMar DeRozan,9600,SAS,SG,PHO,,36.00,48.25,24,217.5,-800,115.25, ,61.97,21.60,45,4.69
Montrezl Harrell,6700,LAC,PF,TOR,,29.00,54.13,13,219,130,108,108,47.05,24.34,31.12,4.64
Chris Paul,8200,HOU,PG,POR,,33.00,45.81,6,219.5,-250,112.75,-0.5,50.04,18.61,37.82,4.61
Jonas Valanciunas,5300,TOR,C,@ LAC,,19.00,60.60,28,219,-150,111,111,42.61,20.93,24.14,4.55
Serge Ibaka,6500,TOR,PF,@ LAC,,27.00,52.30,27,219,-150,111,111,41.42,17.39,29.13,4.48
Clint Capela,9100,HOU,C,POR,,35.00,54.28,19,219.5,-250,112.75,-0.5,61.11,23.99,40.66,4.47
P.J. Tucker,4400,HOU,PF,POR,,33.00,39.97,27,219.5,-250,112.75,-0.5,38.44,16.58,19.67,4.47
Marcin Gortat,3500,LAC,C,TOR,,16.00,49.54,4,219,130,108,108,26.41,12.78,15.61,4.46
James Harden,11500,HOU,SG,POR,,37.00,45.81,6,219.5,-250,112.75,-0.5,59.08,18.72,51.15,4.45
Rudy Gay,6500,SAS,SF,PHO,,27.00,51.43,25,217.5,-800,115.25, ,36.45,14.69,28.52,4.39
Damian Lillard,10200,POR,PG,@ HOU,,36.00,46.63,7,219.5,210,106.75,0.5,57.04,21.71,44.77,4.39
Richaun Holmes,4500,PHO,PF,@ SAS,,19.00,54.63,20,217.5,600,102.25,-0.5,34.02,14.91,19.7,4.38
C.J. Miles,3500,TOR,SF,@ LAC,,18.00,35.26,11,219,-150,111,111,25.53,12.39,15.28,4.37
Pascal Siakam,6800,TOR,PF,@ LAC,,32.00,60.60,28,219,-150,111,111,44.03,16.92,29.73,4.37
James Ennis,4000,HOU,SF,POR,,26.00,39.97,27,219.5,-250,112.75,-0.5,28.25,13.54,17.07,4.27
Delon Wright,3500,TOR,SG,@ LAC,,18.00,41.01,15,219,-150,111,111,24.44,11.85,14.85,4.24
TJ Warren,6400,PHO,SF,@ SAS,,28.00,48.66,25,217.5,600,102.25,-0.5,35.16,15.70,27.07,4.23
C.J. McCollum,7300,POR,SG,@ HOU,,35.00,44.93,13,219.5,210,106.75,0.5,41.60,17.50,30.91,4.23
Mikal Bridges,5000,PHO,SF,@ SAS,,30.00,36.86,17,217.5,600,102.25,-0.5,24.32,7.64,20.77,4.15
Jusuf Nurkic,9000,POR,C,@ HOU,,28.00,54.73,21,219.5,210,106.75,0.5,48.45,20.62,36.76,4.08
Nene Hilario,3500,HOU,C,POR,,14.00,54.28,19,219.5,-250,112.75,-0.5,23.84,12.69,14.29,4.08
Maurice Harkless,4400,POR,SF,@ HOU,,22.00,34.54,8,219.5,210,106.75,0.5,28.27,11.83,17.66,4.01
Jamal Crawford,3700,PHO,SG,@ SAS,,18.00,48.66,25,217.5,600,102.25,-0.5,24.38,14.03,14.03,3.79
Al-Farouq Aminu,6300,POR,PF,@ HOU,,29.00,34.54,8,219.5,210,106.75,0.5,36.53,17.80,23.77,3.77
OG Anunoby,3500,TOR,SF,@ LAC,,20.00,35.26,11,219,-150,111,111,24.31,12.91,12.91,3.69
Meyers Leonard,3500,POR,PF,@ HOU,,13.00,55.94,18,219.5,210,106.75,0.5,21.48,10.18,12.52,3.58
Danuel House,3500,HOU,SF,POR,,15.00,45.81,6,219.5,-250,112.75,-0.5,20.73,9.46,12.51,3.57
Troy Daniels,3700,PHO,SG,@ SAS,,16.00,32.87,6,217.5,600,102.25,-0.5,23.19,13.19,13.19,3.56
Zach Collins,3500,POR,PF,@ HOU,,16.00,55.94,18,219.5,210,106.75,0.5,19.30,9.70,12.45,3.56
Gerald Green,3500,HOU,SF,POR,,15.00,44.56,12,219.5,-250,112.75,-0.5,21.37,10.05,12.38,3.54
Trevor Ariza,5400,PHO,SF,@ SAS,,26.00,36.86,17,217.5,600,102.25,-0.5,24.65,9.19,18.72,3.47
Milos Teodosic,3500,LAC,PG,TOR,,15.00,41.46,17,219,130,108,108,24.31,12.16,12.16,3.47
Mike Scott,3500,LAC,PF,TOR,,15.00,45.82,9,219,130,108,108,22.81,13.50,11.41,3.26
Nik Stauskas,3500,POR,SG,@ HOU,,16.00,37.48,22,219.5,210,106.75,0.5,18.34,8.82,10.85,3.1
Seth Curry,3500,POR,PG,@ HOU,,16.00,37.48,22,219.5,210,106.75,0.5,19.19,10.41,10.41,2.97
Jawun Evans,3500,PHO,PG,@ SAS,,12.00,50.67,20,217.5,600,102.25,-0.5,18.36,9.68,9.68,2.77
Lorenzo Brown,3500,TOR,PG,@ LAC,,8.00,52.04,25,219,-150,111,111,9.66,5.26,5.26,1.5
Tyrone Wallace,3500,LAC,SG,TOR,,5.00,46.29,19,219,130,108,108,5.84,3.55,3.55,1.01
