Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Alex Len,3500,ATL,C,@ DET,,24.00, , ,222,320,106.25,-0.75,37.84,19.53,26.72,7.63
Tyus Jones,3600,MIN,PG,@ OKC,,29.00, , ,222,240,107.5,107.5,44.09,24.19,25.12,6.98
Ivica Zubac,3500,LAL,C,MEM,,28.00, , ,210.5,-188,107.5,0.75,33.11,16.30,23.63,6.75
Alec Burks,4700,CLE,SG,CHI,,31.00, , ,201.5,-111,101.25,0.25,50.98,30.38,30.38,6.46
Jordan Clarkson,5400,CLE,SG,CHI,,33.00, , ,201.5,-111,101.25,0.25,54.98,29.67,33.3,6.17
Rodions Kurucs,4000,BKN,PF,PHO,,25.00, , ,218.5,-450,114,-0.25,26.96,9.94,24.42,6.11
DeMarre Carroll,3900,BKN,SF,PHO,,24.00,34.02,3,218.5,-450,114,-0.25,40.15,18.16,23.56,6.04
Maurice Harkless,4100,POR,SF,DAL,,27.00, , ,215,-300,111.25,-0.25,38.73,16.46,24.53,5.98
Darren Collison,4500,IND,PG,WAS,,30.00, , ,219,-550,114.75,114.75,35.66,16.25,26.47,5.88
Cedi Osman,4700,CLE,SF,CHI,,33.00, , ,201.5,-111,101.25,0.25,35.02,12.18,27.06,5.76
Dwyane Wade,4900,MIA,SG,@ ORL,,24.00,46.24,5,201,110,99.25,0.75,40.13,18.65,28.08,5.73
Wendell Carter,5600,CHI,PF,@ CLE,,25.00, , ,201.5,-105,100.25,0.25,32.97,6.60,31.89,5.69
James Johnson,3800,MIA,PF,@ ORL,,20.00, , ,201,110,99.25,0.75,28.18,11.37,21.53,5.67
Lou Williams,5200,LAC,SG,@ GSW,,25.00, , ,234,450,111.75,0.5,44.45,17.84,29.15,5.61
Robin Lopez,3500,CHI,C,@ CLE,,18.00, , ,201.5,-105,100.25,0.25,39.28,19.65,19.65,5.61
Matthew Dellavedova,4500,CLE,PG,CHI,,23.00, , ,201.5,-111,101.25,0.25,44.28,25.16,25.16,5.59
Josh Jackson,5300,PHO,PF,@ BKN,,27.00, , ,218.5,360,104.5,-1.25,41.39,18.61,29.21,5.51
Al-Farouq Aminu,4700,POR,PF,DAL,,29.00, , ,215,-300,111.25,-0.25,39.22,18.96,25.45,5.41
Langston Galloway,3600,DET,SG,ATL,,24.00, , ,222,-400,115.75,-0.75,33.85,16.86,19.4,5.39
Josh Okogie,3600,MIN,SG,@ OKC,,28.00, , ,222,240,107.5,107.5,20.51,5.04,19.31,5.36
Iman Shumpert,3900,SAC,SG,NOP,,28.00, , ,236.5,110,117.5,-1.5,30.91,15.03,20.9,5.36
Blake Griffin,9100,DET,PF,ATL,,36.00, , ,222,-400,115.75,-0.75,62.61,23.67,48.8,5.36
Larry Nance,7300,CLE,PF,CHI,,34.00, , ,201.5,-111,101.25,0.25,57.93,22.63,38.88,5.33
Kelly Oubre,4800,PHO,SF,@ BKN,,28.00, , ,218.5,360,104.5,-1.25,43.81,20.65,25.25,5.26
Kris Dunn,7500,CHI,PG,@ CLE,,35.00, , ,201.5,-105,100.25,0.25,54.93,20.07,39.35,5.25
Marvin Williams,5600,CHA,PF,@ BOS,,33.00, , ,216.5,240,104.75,-2.25,49.18,24.96,29.36,5.24
Jeremy Lin,4200,ATL,PG,@ DET,,22.00, , ,222,320,106.25,-0.75,34.32,16.37,21.97,5.23
Nicolas Batum,4700,CHA,SF,@ BOS,,32.00, , ,216.5,240,104.75,-2.25,34.28,17.57,24.57,5.23
Jarrett Allen,6300,BKN,C,PHO,,28.00, , ,218.5,-450,114,-0.25,45.40,19.98,32.92,5.23
Victor Oladipo,8400,IND,SG,WAS,,33.00, , ,219,-550,114.75,114.75,61.07,28.23,43.84,5.22
Shelvin Mack,3900,MEM,PG,@ LAL,,22.00, , ,210.5,163,103,2.25,31.25,15.11,20.2,5.18
Buddy Hield,6900,SAC,SG,NOP,,32.00, , ,236.5,110,117.5,-1.5,53.51,23.56,35.7,5.17
Kevin Huerter,4800,ATL,SG,@ DET,,34.00,37.34,6,222,320,106.25,-0.75,29.04,9.13,24.8,5.17
Justin Jackson,3600,SAC,SF,NOP,,25.00, , ,236.5,110,117.5,-1.5,28.41,14.96,18.59,5.16
Cody Zeller,5300,CHA,C,@ BOS,,28.00, , ,216.5,240,104.75,-2.25,39.03,15.98,27.31,5.15
Stephen Curry,9700,GSW,PG,LAC,,35.00,52.64,8,234,-550,122.25,0.5,69.75,25.99,49.89,5.14
Andre Drummond,9600,DET,C,ATL,,33.00, , ,222,-400,115.75,-0.75,60.38,22.66,49.37,5.14
C.J. McCollum,6400,POR,SG,DAL,,35.00,47.16,8,215,-300,111.25,-0.25,43.40,19.11,32.9,5.14
Harrison Barnes,5900,DAL,SF,@ POR,,34.00,51.40,9,215,260,103.75,-0.25,38.55,17.49,30.26,5.13
Jaron Blossomgame,3700,CLE,SF,CHI,,29.00, , ,201.5,-111,101.25,0.25,19.26,3.44,18.98,5.13
Joe Harris,4500,BKN,SF,PHO,,30.00, , ,218.5,-450,114,-0.25,33.70,15.37,23.05,5.12
Andrew Wiggins,6200,MIN,SG,@ OKC,,35.00, , ,222,240,107.5,107.5,41.48,18.06,31.69,5.11
Gordon Hayward,6000,BOS,SF,CHA,,30.00, , ,216.5,-275,111.75,-2.25,43.93,17.94,30.57,5.1
Rondae Hollis-Jefferson,5400,BKN,PF,PHO,,25.00, , ,218.5,-450,114,-0.25,42.01,17.77,27.46,5.09
Collin Sexton,4700,CLE,PG,CHI,,33.00, , ,201.5,-111,101.25,0.25,27.14,7.32,23.93,5.09
Luke Kennard,3600,DET,SG,ATL,,21.00, , ,222,-400,115.75,-0.75,27.72,13.52,18.24,5.07
Kyle Anderson,5700,MEM,SF,@ LAL,,30.00, , ,210.5,163,103,2.25,39.49,14.58,28.87,5.06
Draymond Green,7300,GSW,PF,LAC,,35.00, , ,234,-550,122.25,0.5,44.97,16.32,36.92,5.06
Mikal Bridges,4300,PHO,SF,@ BKN,,29.00, , ,218.5,360,104.5,-1.25,22.45,4.49,21.71,5.05
Michael Kidd-Gilchrist,4100,CHA,SF,@ BOS,,24.00, , ,216.5,240,104.75,-2.25,34.42,17.49,20.65,5.04
Damian Lillard,9300,POR,PG,DAL,,35.00, , ,215,-300,111.25,-0.25,59.57,22.56,46.61,5.01
Jaylen Brown,4400,BOS,SG,CHA,,24.00,38.40,7,216.5,-275,111.75,-2.25,41.72,18.33,22.06,5.01
Dewayne Dedmon,6600,ATL,C,@ DET,,31.00, , ,222,320,106.25,-0.75,46.59,19.65,33.02,5
Jayson Tatum,6800,BOS,PF,CHA,,33.00, , ,216.5,-275,111.75,-2.25,43.16,17.72,34.01,5
D.J. Augustin,4800,ORL,PG,MIA,,31.00, , ,201,-125,101.75,0.25,38.06,13.86,23.85,4.97
D'Angelo Russell,6900,BKN,SG,PHO,,30.00, , ,218.5,-450,114,-0.25,45.99,16.96,34.27,4.97
DeAndre Bembry,4100,ATL,SF,@ DET,,25.00, , ,222,320,106.25,-0.75,30.31,17.05,20.3,4.95
Aaron Gordon,7100,ORL,PF,MIA,,34.00, , ,201,-125,101.75,0.25,45.20,19.21,35.12,4.95
Thaddeus Young,5800,IND,PF,WAS,,32.00, , ,219,-550,114.75,114.75,40.54,15.26,28.57,4.93
De'Anthony Melton,4100,PHO,PG,@ BKN,,22.00, , ,218.5,360,104.5,-1.25,20.87,4.18,20.18,4.92
Jeff Green,5200,WAS,SF,@ IND,,32.00, , ,219,450,104.25,104.25,37.96,19.02,25.53,4.91
