Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Tomas Satoransky ,4500,WAS,PG,PHO,,28.00,53.30,24,226.5,-200,115.75,115.75,42.97,21.14,27.67,6.15
Gerald Green,3500,HOU,SF,SAS,,26.00,45.93,16,217.5,-200,111.25,0.75,32.36,13.34,20.88,5.97
Delon Wright,3900,TOR,SG,@ PHI,,25.00,38.16,11,221,240,107,-0.25,36.80,17.84,22.36,5.73
James Johnson,3800,MIA,PF,MIL,,20.00,44.11,5,215.5,115,106.75,0.25,27.49,11.16,21.26,5.59
Sterling Brown,3800,MIL,SG,@ MIA,,24.00,35.49,16,215.5,-133,108.75,-0.25,38.58,20.71,20.71,5.45
Dwyane Wade,4900,MIA,SG,MIL,,23.00,47.76,24,215.5,115,106.75,0.25,37.69,17.61,26.6,5.43
Danuel House,3500,HOU,SF,SAS,,26.00,51.46,19,217.5,-200,111.25,0.75,30.98,14.22,18.71,5.35
Mike Muscala,4200,PHI,C,TOR,,27.00,54.56,17,221,-275,114,1.25,35.08,17.91,22.36,5.32
Mikal Bridges,4300,PHO,SF,@ WAS,,30.00,35.96,13,226.5,175,110.75,110.75,26.59,8.36,22.71,5.28
Mason Plumlee,6300,DEN,C,@ LAC,,30.00,60.84,28,220.5,110,109.25,0.25,47.31,23.24,33.29,5.28
Lou Williams,5200,LAC,SG,DEN,,24.00,43.48,8,220.5,-125,111.25,1.25,40.75,16.85,27.22,5.23
Jeff Green,5200,WAS,SF,PHO,,32.00,50.00,20,226.5,-200,115.75,115.75,38.44,20.51,27.09,5.21
Markieff Morris,5000,WAS,PF,PHO,,26.00,55.86,21,226.5,-200,115.75,115.75,37.94,18.50,26.06,5.21
Derrick Favors,5200,UTA,PF,OKC,,25.00,50.79,5,218,-125,110,0.5,34.86,16.85,27,5.19
Josh Jackson,5300,PHO,PF,@ WAS,,27.00,43.14,7,226.5,175,110.75,110.75,39.03,17.50,27.39,5.17
Stephen Curry,9400,GSW,PG,DAL,,35.00,54.32,28,227,-667,119,0.75,67.30,25.35,48.38,5.15
Trey Lyles,4900,DEN,PF,@ LAC,,22.00,54.04,30,220.5,110,109.25,0.25,39.71,21.63,25.21,5.14
Jakob Poeltl,3800,SAS,C,@ HOU,,20.00,54.61,21,217.5,175,106.25,1.25,38.98,17.29,19.52,5.14
Draymond Green,6600,GSW,PF,DAL,,35.00,53.11,9,227,-667,119,0.75,41.06,15.03,33.85,5.13
Kelly Oubre,4800,PHO,SF,@ WAS,,28.00,35.96,13,226.5,175,110.75,110.75,42.54,20.11,24.59,5.12
Eric Bledsoe,7100,MIL,PG,@ MIA,,34.00,50.84,18,215.5,-133,108.75,-0.25,52.85,22.77,36.2,5.1
Ricky Rubio,5900,UTA,PG,OKC,,32.00,34.17,1,218,-125,110,0.5,39.27,15.83,29.86,5.06
Brook Lopez,4900,MIL,C,@ MIA,,27.00,54.37,15,215.5,-133,108.75,-0.25,36.15,16.43,24.74,5.05
Trevor Ariza,6000,WAS,SF,PHO,,35.00,33.81,5,226.5,-200,115.75,115.75,39.69,15.23,30.16,5.03
Eric Gordon,5900,HOU,SG,SAS,,37.00,45.93,16,217.5,-200,111.25,0.75,42.91,20.13,29.51,5
T.J. McConnell,3800,PHI,PG,TOR,,24.00,38.61,12,221,-275,114,1.25,30.99,16.04,18.98,4.99
Kevin Durant,9500,GSW,SF,DAL,,35.00,44.12,6,227,-667,119,0.75,62.32,21.99,47.18,4.97
Dennis Schroder,5700,OKC,SG,@ UTA,,29.00,48.12,9,218,110,108,-0.5,43.14,22.22,28.27,4.96
Harrison Barnes,5900,DAL,SF,@ GSW,,33.00,48.33,17,227,500,108,1.25,37.39,16.81,29.19,4.95
Joel Embiid,10500,PHI,C,TOR,,34.00,54.56,17,221,-275,114,1.25,63.08,22.03,51.96,4.95
Bradley Beal,8600,WAS,SG,PHO,,36.00,46.23,17,226.5,-200,115.75,115.75,65.01,29.04,42.52,4.94
J.J. Redick,5600,PHI,SG,TOR,,32.00,34.53,14,221,-275,114,1.25,36.68,17.78,27.56,4.92
Kevon Looney,3900,GSW,C,DAL,,20.00,50.05,6,227,-667,119,0.75,27.42,12.18,19.15,4.91
Tyler Johnson,4200,MIA,PG,MIL,,25.00,45.88,4,215.5,115,106.75,0.25,26.75,11.64,20.56,4.9
Devin Booker,8900,PHO,SG,@ WAS,,36.00,53.52,26,226.5,175,110.75,110.75,66.12,25.20,43.44,4.88
DeMar DeRozan,8200,SAS,SG,@ HOU,,34.00,45.30,15,217.5,175,106.25,1.25,54.15,18.77,40.02,4.88
Jonas Jerebko,3900,GSW,PF,DAL,,22.00,44.12,6,227,-667,119,0.75,34.60,14.64,18.99,4.87
Patty Mills,3700,SAS,PG,@ HOU,,21.00,38.10,10,217.5,175,106.25,1.25,27.54,14.04,17.93,4.85
Danilo Gallinari,7000,LAC,SF,DEN,,35.00,47.87,14,220.5,-125,111.25,1.25,47.22,18.88,33.9,4.84
Danny Green,4500,TOR,SG,@ PHI,,27.00,34.71,8,221,240,107,-0.25,30.88,15.14,21.78,4.84
Nikola Jokic,10600,DEN,C,@ LAC,,34.00,55.02,18,220.5,110,109.25,0.25,67.48,20.45,51.12,4.82
Deandre Ayton,7400,PHO,C,@ WAS,,30.00,60.63,28,226.5,175,110.75,110.75,41.66,13.09,35.58,4.81
Donovan Mitchell,7500,UTA,SG,OKC,,34.00,45.78,3,218,-125,110,0.5,46.94,19.41,35.94,4.79
Jerami Grant,5200,OKC,PF,@ UTA,,29.00,47.49,12,218,110,108,-0.5,37.97,17.13,24.9,4.79
Giannis Antetokounmpo,11800,MIL,SF,@ MIA,,37.00,50.96,23,215.5,-133,108.75,-0.25,66.03,21.86,56.48,4.79
Khris Middleton,7000,MIL,SG,@ MIA,,34.00,44.14,10,215.5,-133,108.75,-0.25,52.90,22.81,33.5,4.79
Jimmy Butler,7600,PHI,SG,TOR,,34.00,46.92,21,221,-275,114,1.25,49.39,19.23,36.29,4.78
Josh Richardson,7300,MIA,SF,MIL,,35.00,47.76,24,215.5,115,106.75,0.25,50.68,20.26,34.57,4.74
Juan Hernangomez,5400,DEN,SF,@ LAC,,33.00,54.04,30,220.5,110,109.25,0.25,43.51,16.93,25.58,4.74
James Harden,12200,HOU,SG,SAS,,38.00,51.46,19,217.5,-200,111.25,0.75,66.67,21.07,57.72,4.73
LaMarcus Aldridge,7900,SAS,PF,@ HOU,,31.00,53.47,11,217.5,175,106.25,1.25,53.71,24.32,37.25,4.72
J.J. Barea,5000,DAL,PG,@ GSW,,20.00,49.46,12,227,500,108,1.25,35.42,17.01,23.49,4.7
OG Anunoby,3700,TOR,SF,@ PHI,,25.00,34.71,8,221,240,107,-0.25,32.67,17.35,17.35,4.69
George Hill,3800,MIL,PG,@ MIA,,20.00,41.04,18,215.5,-133,108.75,-0.25,30.62,15.22,17.74,4.67
Pascal Siakam,7200,TOR,PF,@ PHI,,35.00,54.42,16,221,240,107,-0.25,49.70,19.10,33.56,4.66
Klay Thompson,7000,GSW,SG,DAL,,35.00,37.31,21,227,-667,119,0.75,41.78,18.75,32.49,4.64
Andre Iguodala,3700,GSW,SG,DAL,,19.00,37.31,21,227,-667,119,0.75,25.56,9.93,17.04,4.61
Jalen Brunson,4000,DAL,PG,@ GSW,,26.00,36.91,5,227,500,108,1.25,21.57,6.78,18.42,4.61
TJ Warren,7100,PHO,SF,@ WAS,,34.00,43.14,7,226.5,175,110.75,110.75,42.40,18.93,32.64,4.6
Torrey Craig,4200,DEN,SG,@ LAC,,27.00,34.82,9,220.5,110,109.25,0.25,27.02,11.77,19.23,4.58
Jamal Murray,7800,DEN,PG,@ LAC,,35.00,52.80,23,220.5,110,109.25,0.25,55.17,22.73,35.41,4.54
Fred VanVleet,5800,TOR,PG,@ PHI,,27.00,38.16,11,221,240,107,-0.25,35.88,15.71,26.27,4.53
Wesley Matthews,5100,DAL,SG,@ GSW,,31.00,39.62,26,227,500,108,1.25,34.50,14.62,23.09,4.53
