Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Pascal Siakam,4400,TOR,PF,@ MIL,,29.00,53.97,13,222.5,-140,112.5,112.5,41.04,24.62,27.36,6.22
Ersan Ilyasova,4100,MIL,PF,TOR,,26.00,43.91,9,222.5,120,110,110,43.57,18.38,24.6,6
Norman Powell,3500,TOR,SF,@ MIL,,28.00,34.70,10,222.5,-140,112.5,112.5,39.48,15.62,19.75,5.64
Jahlil Okafor,3500,NOP,C,@ DEN,,20.00,51.04,11,229.5,350,110.25,110.25,39.02,16.30,19.52,5.58
Delon Wright,4000,TOR,PG,@ MIL,,24.00,42.06,8,222.5,-140,112.5,112.5,37.71,15.21,22.21,5.55
Chandler Hutchison,4000,CHI,SF,GSW,,30.00,34.73,14,227,575,108,108,28.51,8.93,21.95,5.49
Mitchell Robinson,3500,NYK,C,BKN,,22.00,57.60,24,214.5,-115,107.75,107.75,21.92,2.70,19.13,5.47
Allen Crabbe,3600,BKN,SG,@ NYK,,23.00,35.71,15,214.5,-105,106.75,106.75,39.10,15.65,19.56,5.43
Jrue Holiday,8000,NOP,SG,@ DEN,,38.00,40.38,4,229.5,350,110.25,110.25,63.64,23.77,42.91,5.36
Al-Farouq Aminu,5100,POR,PF,@ IND,,32.00,30.69,2,215.5,150,105.75,105.75,45.39,18.56,27.13,5.32
Karl-Anthony Towns,8800,MIN,C,LAL,,36.00,61.50,23,240,105,119.25,119.25,73.41,24.86,46.64,5.3
Patty Mills,4000,SAS,PG,DAL,,26.00,49.63,23,214.5,-300,110.75,110.75,41.82,16.65,20.92,5.23
E'Twaun Moore,4500,NOP,SF,@ DEN,,33.00,35.94,16,229.5,350,110.25,110.25,40.08,14.46,23.52,5.23
Frank Ntilikina,4800,NYK,PG,BKN,,29.00,40.64,6,214.5,-115,107.75,107.75,41.97,15.52,24.91,5.19
Serge Ibaka,5200,TOR,PF,@ MIL,,28.00,36.71,1,222.5,-140,112.5,112.5,53.41,22.27,26.96,5.18
Brook Lopez,5500,MIL,C,TOR,,28.00,46.43,4,222.5,120,110,110,52.15,20.09,28.45,5.17
Eric Bledsoe,7700,MIL,PG,TOR,,34.00,29.00,2,222.5,120,110,110,66.12,23.46,39.43,5.12
Trey Lyles,4300,DEN,PF,NOP,,20.00,44.27,10,229.5,-440,119.25,119.25,41.07,16.86,21.93,5.1
Myles Turner,5600,IND,C,POR,,27.63,59.84,21,215.5,-170,109.75,109.75,47.99,20.04,28.43,5.08
Bojan Bogdanovic,4600,IND,SF,POR,,30.16,42.12,26,215.5,-170,109.75,109.75,44.48,17.83,23.31,5.07
DeAndre Bembry,4400,ATL,SF,@ PHI,,27.00,32.14,4,230.5,600,109.75,109.75,39.97,18.85,22.18,5.04
Malcolm Brogdon,5400,MIL,SG,TOR,,34.00,47.89,19,222.5,120,110,110,45.36,18.33,27.16,5.03
Darren Collison,4600,IND,PG,POR,,25.96,40.91,7,215.5,-170,109.75,109.75,38.14,15.68,23.06,5.01
Nikola Mirotic,7300,NOP,SF,@ DEN,,34.00,47.75,11,229.5,350,110.25,110.25,65.76,27.83,36.47,5
Wendell Carter,6300,CHI,PF,GSW,,29.00,56.64,16,227,575,108,108,40.94,12.83,31.52,5
