Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Bobby Portis,5300,CHI,PF,CLE,,31.00,52.78,10,212.5,-214,108.75,1.5,62.71,11.73,36.67,6.92
Jerryd Bayless,4200,MIN,PG,UTA,,34.00,39.83,1,217,180,105.75,-2.75,55.93,7.36,27.98,6.66
Derrick Jones,3800,MIA,SF,@ NYK,,28.00,34.33,9,210,-200,107.25,-1.25,49.52,7.63,24.77,6.52
Shai Gilgeous-Alexander,4200,LAC,PG,SAC,,30.00,45.62,28,229.5,-188,117,117,36.82,20.83,26.3,6.26
JaVale McGee,4400,LAL,C,PHO,,22.00,60.69,28,226,-333,117,117,54.41,7.02,27.22,6.19
Elie Okobo,3700,PHO,PG,@ LAL,,30.00,34.59,1,226,275,109,109,30.69,17.73,21.92,5.92
Michael Beasley,3900,LAL,SF,PHO,,20.00,47.38,13,226,-333,117,117,44.77,6.22,23.03,5.91
Trey Burke,3900,NYK,PG,MIA,,24.00,47.49,7,210,175,102.75,-0.75,39.09,6.59,23.05,5.91
Matthew Dellavedova,3500,CLE,PG,@ CHI,,21.00,39.17,8,212.5,180,103.75,1,40.98,4.26,20.5,5.86
Larry Nance,5000,CLE,PF,@ CHI,,24.00,61.93,30,212.5,180,103.75,1,57.71,3.81,28.87,5.77
Patrick Beverley,4900,LAC,PG,SAC,,35.00,45.62,28,229.5,-188,117,117,48.25,10.25,27.7,5.65
Jeff Green,4600,WAS,SF,@ SAS,,32.00,48.77,22,221,150,108.75,108.75,48.64,9.47,25.6,5.57
Dion Waiters,4500,MIA,SG,@ NYK,,28.00,46.93,20,210,-200,107.25,-1.25,48.77,7.98,24.87,5.53
Rajon Rondo,6700,LAL,PG,PHO,,36.00,46.33,29,226,-333,117,117,54.87,11.45,36.95,5.51
Ante Zizic,5500,CLE,C,@ CHI,,30.00,58.26,26,212.5,180,103.75,1,51.86,13.56,30.33,5.51
Josh Okogie,4400,MIN,SG,UTA,,32.00,39.83,1,217,180,105.75,-2.75,32.87,13.64,23.48,5.34
Mikal Bridges,4200,PHO,SF,@ LAL,,32.00,39.75,27,226,275,109,109,31.35,18.11,22.39,5.33
Lance Stephenson,4100,LAL,SF,PHO,,22.00,48.15,26,226,-333,117,117,42.93,4.37,21.87,5.33
James Johnson,3700,MIA,PF,@ NYK,,22.00,54.34,30,210,-200,107.25,-1.25,28.56,9.03,19.68,5.32
Josh Jackson,5400,PHO,PF,@ LAL,,32.00,48.09,25,226,275,109,109,53.41,11.81,28.67,5.31
Kenneth Faried,6400,HOU,PF,ORL,,32.00,52.84,14,221.5,-400,115,-1.25,52.32,17.23,33.91,5.3
Danny Green,4400,TOR,SG,@ DAL,,29.00,36.45,14,220,-188,112.25,0.25,36.52,8.04,23.23,5.28
Nemanja Bjelica,4000,SAC,SF,@ LAC,,21.00,49.91,27,229.5,163,112.5,112.5,35.60,8.83,21.08,5.27
Damyean Dotson,3800,NYK,SG,MIA,,24.00,37.69,19,210,175,102.75,-0.75,35.14,6.06,20.01,5.27
Wayne Selden,3500,CHI,SG,CLE,,28.00,55.33,29,212.5,-214,108.75,1.5,34.88,3.80,18.36,5.25
Dario Saric,3700,MIN,PF,UTA,,21.00,47.39,14,217,180,105.75,-2.75,33.39,5.67,19.28,5.21
Willie Cauley-Stein,6300,SAC,C,@ LAC,,28.00,61.41,29,229.5,163,112.5,112.5,46.06,17.08,32.78,5.2
Jabari Parker,4300,CHI,SF,CLE,,22.00,48.08,17,212.5,-214,108.75,1.5,43.65,3.58,22.26,5.18
Alec Burks,4700,CLE,SG,@ CHI,,28.00,44.68,11,212.5,180,103.75,1,39.62,9.92,24.32,5.17
Frank Ntilikina,3800,NYK,PG,MIA,,28.00,39.24,10,210,175,102.75,-0.75,39.28,7.23,19.65,5.17
Kelly Oubre,6000,PHO,SF,@ LAL,,32.00,39.75,27,226,275,109,109,57.11,9.11,30.87,5.15
Lou Williams,6600,LAC,SG,SAC,,29.00,43.35,6,229.5,-188,117,117,67.61,7.51,33.82,5.12
Jonathon Simmons,3800,ORL,SF,@ HOU,,26.00,46.15,16,221.5,320,106.5,-0.25,37.62,2.88,19.44,5.12
Kris Dunn,7400,CHI,PG,CLE,,32.00,55.33,29,212.5,-214,108.75,1.5,64.63,21.34,37.51,5.07
D.J. Wilson,3700,MIL,PF,@ OKC,,20.00,47.36,12,235.5,-118,118.5,2.75,37.40,4.68,18.71,5.06
Ivica Zubac,4800,LAL,C,PHO,,22.00,60.69,28,226,-333,117,117,44.09,11.20,24.24,5.05
Marcin Gortat,3600,LAC,C,SAC,,16.00,55.27,21,229.5,-188,117,117,31.29,8.09,18.19,5.05
Pascal Siakam,6300,TOR,PF,@ DAL,,32.00,55.10,16,220,-188,112.25,0.25,49.51,15.44,31.84,5.05
Avery Bradley,3900,LAC,SG,SAC,,33.00,40.70,29,229.5,-188,117,117,38.46,6.12,19.63,5.03
Cedi Osman,4900,CLE,SF,@ CHI,,33.00,38.76,24,212.5,180,103.75,1,37.41,11.91,24.61,5.02
Collin Sexton,4700,CLE,PG,@ CHI,,30.00,51.21,21,212.5,180,103.75,1,33.01,19.08,23.58,5.02
Jamal Crawford,3600,PHO,SG,@ LAL,,20.00,48.09,25,226,275,109,109,33.66,4.34,18.08,5.02
Jordan Clarkson,4600,CLE,SG,@ CHI,,24.00,44.68,11,212.5,180,103.75,1,45.54,7.82,22.99,5
Kentavious Caldwell-Pope,4200,LAL,SG,PHO,,30.00,34.91,12,226,-333,117,117,33.36,9.63,20.98,5
Rudy Gay,5800,SAS,SF,WAS,,29.00,46.79,9,221,-175,112.25,112.25,43.53,10.83,28.96,4.99
Otto Porter,7000,WAS,SF,@ SAS,,35.00,37.29,18,221,150,108.75,108.75,69.67,10.11,34.85,4.98
Maxi Kleber,3900,DAL,PF,TOR,,22.00,46.96,11,220,163,107.75,0.25,38.66,4.47,19.34,4.96
Dragan Bender,4600,PHO,PF,@ LAL,,30.00,58.25,23,226,275,109,109,45.58,6.70,22.8,4.96
Derrick White,5600,SAS,PG,WAS,,30.00,45.11,27,221,-175,112.25,112.25,49.42,9.40,27.58,4.93
Wesley Matthews,4600,DAL,SG,TOR,,31.00,34.46,10,220,163,107.75,0.25,41.63,10.28,22.6,4.91
Justise Winslow,6400,MIA,SF,@ NYK,,33.00,51.76,24,210,-200,107.25,-1.25,55.16,15.32,31.45,4.91
Brandon Ingram,6700,LAL,SF,PHO,,34.00,48.15,26,226,-333,117,117,48.53,15.12,32.86,4.9
Aaron Gordon,6700,ORL,PF,@ HOU,,34.00,45.91,8,221.5,320,106.5,-0.25,56.05,13.51,32.78,4.89
Andrew Wiggins,6400,MIN,SG,UTA,,36.00,39.83,1,217,180,105.75,-2.75,49.31,12.89,31.29,4.89
Josh Hart,4400,LAL,SG,PHO,,26.00,34.91,12,226,-333,117,117,41.37,5.04,21.46,4.88
Kevin Knox,5500,NYK,SF,MIA,,33.00,43.87,10,210,175,102.75,-0.75,37.49,21.21,26.78,4.87
Kyle Korver,3700,UTA,SG,@ MIN,,26.00,37.68,24,217,-214,111.25,-0.75,36.02,5.01,18.02,4.87
Donovan Mitchell,8700,UTA,SG,@ MIN,,36.00,49.83,15,217,-214,111.25,-0.75,68.59,18.00,42.26,4.86
George Hill,3700,MIL,PG,@ OKC,,21.00,39.20,9,235.5,-118,118.5,2.75,33.07,4.81,18,4.86
Shaquille Harrison,3600,CHI,PG,CLE,,20.00,44.45,26,212.5,-214,108.75,1.5,35.00,5.01,17.51,4.86
Fred VanVleet,4400,TOR,PG,@ DAL,,21.00,41.66,18,220,-188,112.25,0.25,40.41,5.68,21.27,4.83
Kyle Lowry,7500,TOR,PG,@ DAL,,33.00,54.62,28,220,-188,112.25,0.25,62.55,17.56,36.05,4.81
Nikola Vucevic,10100,ORL,C,@ HOU,,33.00,53.80,12,221.5,320,106.5,-0.25,72.62,17.50,48.61,4.81
Patty Mills,4000,SAS,PG,WAS,,22.00,45.11,27,221,-175,112.25,112.25,38.38,4.80,19.2,4.8
Lauri Markkanen,7100,CHI,PF,CLE,,32.00,48.08,17,212.5,-214,108.75,1.5,62.66,17.05,34.09,4.8
Richaun Holmes,4600,PHO,PF,@ LAL,,18.00,58.36,27,226,275,109,109,44.12,3.95,22.07,4.8
James Harden,13800,HOU,SG,ORL,,39.00,50.48,19,221.5,-400,115,-1.25,92.51,47.97,66.08,4.79
Josh Richardson,6500,MIA,SF,@ NYK,,35.00,46.93,20,210,-200,107.25,-1.25,49.76,12.59,31.16,4.79
Tim Hardaway Jr.,6000,NYK,SG,MIA,,32.00,43.87,10,210,175,102.75,-0.75,51.37,13.11,28.68,4.78
Khris Middleton,6400,MIL,SG,@ OKC,,30.00,45.19,12,235.5,-118,118.5,2.75,44.97,12.05,30.59,4.78
Eric Gordon,5500,HOU,SG,ORL,,34.00,45.42,14,221.5,-400,115,-1.25,43.70,8.93,26.2,4.76
Marvin Bagley III,5900,SAC,PF,@ LAC,,29.00,49.91,27,229.5,163,112.5,112.5,39.24,22.20,28.03,4.75
Jerami Grant,6100,OKC,PF,MIL,,35.00,42.70,2,235.5,105,117,-0.25,57.89,3.71,28.96,4.75
Dwyane Wade,5000,MIA,SG,@ NYK,,24.00,46.93,20,210,-200,107.25,-1.25,36.92,7.15,23.68,4.74
Karl-Anthony Towns,11100,MIN,C,UTA,,36.00,56.13,19,217,180,105.75,-2.75,82.63,27.79,52.63,4.74
Montrezl Harrell,7200,LAC,PF,SAC,,30.00,56.78,22,229.5,-188,117,117,58.06,4.02,34.07,4.73
Hassan Whiteside,7100,MIA,C,@ NYK,,26.00,57.29,25,210,-200,107.25,-1.25,46.96,15.39,33.54,4.72
Derrick Favors,5400,UTA,PF,@ MIN,,24.00,52.63,9,217,-214,111.25,-0.75,40.23,10.60,25.48,4.72
Evan Fournier,5600,ORL,SG,@ HOU,,33.00,36.17,18,221.5,320,106.5,-0.25,41.26,9.47,26.38,4.71
LaMarcus Aldridge,8400,SAS,PF,WAS,,34.00,58.78,26,221,-175,112.25,112.25,57.56,20.19,39.59,4.71
Antonio Blakeney,3500,CHI,SG,CLE,,17.00,36.89,21,212.5,-214,108.75,1.5,32.78,3.21,16.4,4.69
DeAndre Jordan,7700,DAL,C,TOR,,31.00,52.23,9,220,163,107.75,0.25,50.27,21.73,35.91,4.66
Tobias Harris,8000,LAC,SF,SAC,,35.00,49.66,26,229.5,-188,117,117,59.00,16.77,37.11,4.64
Noah Vonleh,6100,NYK,PF,MIA,,31.00,55.85,18,210,175,102.75,-0.75,48.47,12.95,28.33,4.64
Devin Booker,8300,PHO,SG,@ LAL,,34.00,51.32,22,226,275,109,109,69.47,16.26,38.53,4.64
Zach LaVine,7300,CHI,SG,CLE,,31.00,55.33,29,212.5,-214,108.75,1.5,51.70,16.46,33.66,4.61
Harrison Barnes,5400,DAL,SF,TOR,,33.00,46.96,11,220,163,107.75,0.25,38.83,10.54,24.92,4.61
Luka Doncic,9100,DAL,SG,TOR,,33.00,48.36,27,220,163,107.75,0.25,58.46,33.07,41.76,4.59
Rodney Hood,4000,CLE,SF,@ CHI,,27.00,44.68,11,212.5,180,103.75,1,28.84,7.75,18.32,4.58
Iman Shumpert,3700,SAC,SG,@ LAC,,24.00,32.66,5,229.5,163,112.5,112.5,29.56,5.80,16.87,4.56
Joe Ingles,5800,UTA,SF,@ MIN,,30.00,37.68,24,217,-214,111.25,-0.75,41.59,9.68,26.44,4.56
Taj Gibson,4500,MIN,PF,UTA,,26.00,54.00,18,217,180,105.75,-2.75,34.45,7.68,20.48,4.55
Dennis Smith Jr.,5900,DAL,PG,TOR,,32.00,46.16,3,220,163,107.75,0.25,45.67,11.13,26.82,4.55
Bryn Forbes,4300,SAS,PG,WAS,,29.00,52.73,27,221,-175,112.25,112.25,30.82,5.10,19.48,4.53
Sterling Brown,3900,MIL,SG,@ OKC,,22.00,41.02,30,235.5,-118,118.5,2.75,34.49,4.91,17.66,4.53
Marco Belinelli,4500,SAS,SG,WAS,,24.00,38.20,25,221,-175,112.25,112.25,33.71,5.92,20.28,4.51
Rudy Gobert,9500,UTA,C,@ MIN,,35.00,50.69,5,217,-214,111.25,-0.75,71.69,21.68,42.85,4.51
Allonzo Trier,5100,NYK,SG,MIA,,28.00,43.87,10,210,175,102.75,-0.75,31.96,17.26,22.83,4.48
Bogdan Bogdanovic,6600,SAC,SG,@ LAC,,31.00,47.55,24,229.5,163,112.5,112.5,57.82,9.44,29.41,4.46
