Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Luke Kornet,3800,NYK,PF,@ DEN,,30.00,54.61,15,219,700,103,1.25,36.59,15.04,23.64,6.22
Fred VanVleet,5500,TOR,PG,UTA,,35.00,44.77,26,208.5,-125,105.25,-1.5,46.27,19.98,33.92,6.17
Al-Farouq Aminu,5200,POR,PF,@ SAC,,32.00,36.53,15,230,-111,115.5,-0.25,48.09,23.45,31.31,6.02
Emmanuel Mudiay,5700,NYK,PG,@ DEN,,32.00,38.45,9,219,700,103,1.25,45.78,21.13,33.91,5.95
C.J. McCollum,6100,POR,SG,@ SAC,,35.00,46.50,18,230,-111,115.5,-0.25,48.25,20.45,36.01,5.9
George Hill,3700,MIL,PG,DET,,23.00,43.91,24,218.5,-450,114.25,-0.25,37.02,19.33,21.55,5.82
Patrick Beverley,4000,LAC,PG,PHI,,24.00,38.42,8,235.5,-111,118.25,3.5,41.35,22.91,22.91,5.73
Avery Bradley,4200,LAC,SG,PHI,,30.00,31.89,4,235.5,-111,118.25,3.5,34.97,14.72,24.02,5.72
Danny Green,4600,TOR,SG,UTA,,32.00,30.10,1,208.5,-125,105.25,-1.5,36.06,17.44,25.2,5.48
Noah Vonleh,6200,NYK,PF,@ DEN,,34.00,48.30,16,219,700,103,1.25,47.01,20.66,33.82,5.45
Tim Hardaway Jr.,6300,NYK,SG,@ DEN,,34.00,44.40,10,219,700,103,1.25,53.21,23.24,34.22,5.43
Evan Turner,3600,POR,SF,@ SAC,,23.00,46.50,18,230,-111,115.5,-0.25,29.04,15.97,19.22,5.34
Brook Lopez,5400,MIL,C,DET,,27.00,53.53,11,218.5,-450,114.25,-0.25,43.49,19.67,28.8,5.33
Buddy Hield,6900,SAC,SG,POR,,34.00,37.84,24,230,-105,114.5,0.25,55.06,24.24,36.73,5.32
Damian Lillard,9200,POR,PG,@ SAC,,35.00,53.09,24,230,-111,115.5,-0.25,61.43,23.58,48.41,5.26
Mike Muscala,3600,PHI,C,@ LAC,,22.00,54.83,17,235.5,-105,117.25,5.5,35.12,18.83,18.83,5.23
Bruce Brown,3500,DET,SG,@ MIL,,25.00,35.07,14,218.5,360,104.25,0.75,18.26,3.84,18.3,5.23
Iman Shumpert,3700,SAC,SG,POR,,27.00,37.84,24,230,-105,114.5,0.25,28.60,13.91,19.34,5.23
Kawhi Leonard,10000,TOR,SF,UTA,,35.00,38.00,1,208.5,-125,105.25,-1.5,71.98,25.21,52.2,5.22
J.J. Redick,5300,PHI,SG,@ LAC,,30.00,33.56,8,235.5,-105,117.25,5.5,36.34,16.86,27.06,5.11
Tobias Harris,7400,LAC,PF,PHI,,34.00,50.35,24,235.5,-111,118.25,3.5,50.03,20.17,37.7,5.09
Jimmy Butler,8500,PHI,SG,@ LAC,,35.00,48.35,25,235.5,-105,117.25,5.5,57.59,23.84,43.04,5.06
Reggie Jackson,5500,DET,PG,@ MIL,,28.00,45.59,2,218.5,360,104.25,0.75,38.49,14.46,27.55,5.01
Maurice Harkless,4200,POR,SF,@ SAC,,23.00,36.53,15,230,-111,115.5,-0.25,33.70,14.10,21.05,5.01
Damyean Dotson,3700,NYK,SG,@ DEN,,23.00,34.37,6,219,700,103,1.25,31.95,15.55,18.49,5
Justin Jackson,3500,SAC,SF,POR,,25.00,37.84,24,230,-105,114.5,0.25,26.74,14.09,17.5,5
Lou Williams,6400,LAC,SG,PHI,,27.00,47.07,20,235.5,-111,118.25,3.5,47.77,19.75,31.91,4.99
Andre Drummond,9700,DET,C,@ MIL,,32.00,47.72,1,218.5,360,104.25,0.75,58.88,21.91,47.95,4.94
Willie Cauley-Stein,7700,SAC,C,POR,,34.00,52.26,14,230,-105,114.5,0.25,52.32,21.59,37.75,4.9
Pascal Siakam,6600,TOR,PF,UTA,,34.00,53.56,12,208.5,-125,105.25,-1.5,47.20,18.63,32.35,4.9
Khris Middleton,7600,MIL,SG,DET,,34.00,41.99,3,218.5,-450,114.25,-0.25,58.48,25.80,36.85,4.85
Serge Ibaka,6800,TOR,PF,UTA,,30.00,49.09,19,208.5,-125,105.25,-1.5,46.21,18.84,32.94,4.84
Donovan Mitchell,7500,UTA,SG,@ TOR,,35.00,45.37,1,208.5,110,103.25,-0.5,47.20,19.93,36.11,4.81
D.J. Wilson,3700,MIL,PF,DET,,21.00,45.06,7,218.5,-450,114.25,-0.25,33.91,17.58,17.58,4.75
Wilson Chandler,4300,PHI,SF,@ LAC,,25.00,34.63,8,235.5,-105,117.25,5.5,30.38,14.44,20.31,4.72
Zach Collins,3500,POR,PF,@ SAC,,18.00,58.08,26,230,-111,115.5,-0.25,25.11,12.67,16.24,4.64
Eric Bledsoe,7200,MIL,PG,DET,,30.00,52.60,23,218.5,-450,114.25,-0.25,48.78,20.39,33.32,4.63
Nikola Jokic,9900,DEN,C,NYK,,34.00,59.65,27,219,-1000,116,0.25,58.33,19.24,45.82,4.63
Nemanja Bjelica,5900,SAC,SF,POR,,28.00,50.92,25,230,-105,114.5,0.25,44.36,17.99,27.13,4.6
Marcin Gortat,3500,LAC,C,PHI,,16.00,51.92,12,235.5,-111,118.25,3.5,27.06,13.10,15.99,4.57
Blake Griffin,9400,DET,PF,@ MIL,,35.00,57.22,22,218.5,360,104.25,0.75,54.28,19.65,42.91,4.56
Meyers Leonard,3600,POR,PF,@ SAC,,15.00,58.08,26,230,-111,115.5,-0.25,28.05,13.26,16.31,4.53
Danilo Gallinari,7100,LAC,SF,PHI,,32.00,50.35,24,235.5,-111,118.25,3.5,44.81,17.93,32.19,4.53
T.J. McConnell,4300,PHI,PG,@ LAC,,23.00,42.56,23,235.5,-105,117.25,5.5,31.05,16.33,19.37,4.5
Juan Hernangomez,5600,DEN,SF,NYK,,32.00,55.23,30,219,-1000,116,0.25,42.32,16.82,25.22,4.5
Greg Monroe,3800,TOR,C,UTA,,15.00,52.60,16,208.5,-125,105.25,-1.5,23.31,9.97,17.05,4.49
Bogdan Bogdanovic,6100,SAC,SG,POR,,32.00,45.04,12,230,-105,114.5,0.25,43.49,22.98,27.32,4.48
Ricky Rubio,7000,UTA,PG,@ TOR,,31.00,39.65,12,208.5,110,103.25,-0.5,41.64,16.66,31.26,4.47
Joel Embiid,11000,PHI,C,@ LAC,,32.00,54.83,17,235.5,-105,117.25,5.5,59.49,20.71,48.84,4.44
Shai Gilgeous-Alexander,4700,LAC,PG,PHI,,24.00,38.42,8,235.5,-111,118.25,3.5,23.67,6.39,20.87,4.44
Malcolm Brogdon,5800,MIL,SG,DET,,28.00,52.60,23,218.5,-450,114.25,-0.25,38.61,18.16,25.62,4.42
Derrick Favors,6000,UTA,PF,@ TOR,,25.00,55.24,19,208.5,110,103.25,-0.5,35.02,16.30,26.51,4.42
Luke Kennard,3600,DET,SG,@ MIL,,19.00,35.07,14,218.5,360,104.25,0.75,24.68,11.05,15.9,4.42
Jusuf Nurkic,8700,POR,C,@ SAC,,28.00,55.25,22,230,-111,115.5,-0.25,49.52,21.21,37.95,4.36
Joe Ingles,5900,UTA,SF,@ TOR,,32.00,34.93,12,208.5,110,103.25,-0.5,38.51,17.00,25.45,4.31
Jae Crowder,4800,UTA,SF,@ TOR,,26.00,36.30,13,208.5,110,103.25,-0.5,35.08,15.85,20.66,4.3
Reggie Bullock,4900,DET,SG,@ MIL,,28.00,39.21,26,218.5,360,104.25,0.75,34.51,15.01,20.99,4.28
Ben Simmons,9800,PHI,PG,@ LAC,,35.00,42.56,23,235.5,-105,117.25,5.5,55.58,17.80,41.98,4.28
Langston Galloway,3900,DET,SG,@ MIL,,22.00,35.07,14,218.5,360,104.25,0.75,28.37,13.81,16.64,4.27
Enes Kanter,5600,NYK,C,@ DEN,,19.00,52.24,13,219,700,103,1.25,33.27,17.49,23.83,4.26
