Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Tomas Satoransky ,3800,WAS,PG,CHA,,36.00,50.33,17,217.5,130,107.25,-5.5,45.84,22.55,29.52,7.77
Luke Kornet,3500,NYK,PF,@ UTA,,27.00,53.64,13,215.5,500,101.75,1.25,35.98,14.72,23.18,6.62
Cedi Osman,4600,CLE,SF,@ ATL,,32.00,44.34,30,219,150,107.5,0.25,36.95,13.71,29.54,6.42
DeMarre Carroll,3900,BKN,SF,@ MIL,,26.00,39.48,28,222,450,105.5,-0.25,41.16,19.50,24.47,6.27
Austin Rivers,3600,HOU,SG,@ NOP,,31.00,50.29,30,229,-150,115.75,0.5,32.98,17.87,21.74,6.04
Jeff Green,4400,WAS,SF,CHA,,32.00,49.62,22,217.5,130,107.25,-5.5,37.21,19.85,26.22,5.96
Channing Frye,3500,CLE,PF,@ ATL,,21.00,59.65,28,219,150,107.5,0.25,40.85,17.57,20.65,5.9
Gerald Green,3600,HOU,SF,@ NOP,,24.00,50.40,29,229,-150,115.75,0.5,36.07,16.90,20.84,5.79
Maurice Harkless,4000,POR,SF,GSW,,25.00,36.30,15,226,175,110.5, ,36.00,15.30,22.8,5.7
Rondae Hollis-Jefferson,5700,BKN,PF,@ MIL,,32.00,45.00,6,222,450,105.5,-0.25,50.62,20.29,32.2,5.65
Dante Exum,3600,UTA,PG,NYK,,24.00,41.16,19,215.5,-667,113.75,-0.25,35.20,16.44,20.07,5.58
George Hill,3700,MIL,PG,BKN,,23.00,37.92,7,222,-550,116.5,0.25,35.06,18.27,20.37,5.51
Davis Bertans,4000,SAS,SF,@ LAC,,24.00,55.02,18,226,125,111.5,-0.5,35.74,17.64,22.02,5.51
Danuel House,4100,HOU,SF,@ NOP,,27.00,49.34,13,229,-150,115.75,0.5,35.18,14.48,22.55,5.5
Josh Jackson,4700,PHO,PF,DEN,,26.00,44.00,9,215.5,163,105.5,-0.5,35.79,16.49,25.64,5.46
Jeremy Lin,4200,ATL,PG,CLE,,22.00,54.52,30,219,-175,111.5,0.25,35.17,17.11,22.85,5.44
Kevin Huerter,4500,ATL,SG,CLE,,30.00,36.13,19,219,-175,111.5,0.25,27.61,7.45,24.35,5.41
Al-Farouq Aminu,5200,POR,PF,GSW,,32.00,36.30,15,226,175,110.5, ,43.13,20.85,27.99,5.38
Alec Burks,4400,CLE,SG,@ ATL,,28.00,50.27,28,219,150,107.5,0.25,33.91,17.37,23.63,5.37
Mikal Bridges,4600,PHO,SF,DEN,,31.00,33.78,5,215.5,163,105.5,-0.5,28.09,7.63,24.6,5.35
Kevon Looney,4000,GSW,C,@ POR,,24.00,52.86,16,226,-200,115.5,1.5,30.66,13.52,21.16,5.29
Jared Dudley,3600,BKN,SF,@ MIL,,26.00,39.48,28,222,450,105.5,-0.25,34.21,16.56,18.93,5.26
Nikola Jokic,9700,DEN,C,@ PHO,,34.00,55.16,19,215.5,-188,110,-0.5,66.92,20.23,50.7,5.23
Draymond Green,7200,GSW,PF,@ POR,,33.00,53.00,11,226,-200,115.5,1.5,46.64,16.65,37.67,5.23
E'Twaun Moore,4400,NOP,SF,HOU,,32.00,36.16,20,229,130,113.25,-0.5,36.81,18.95,23.02,5.23
