Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Jakob Poeltl,3500,SAS,C,@ GSW,,24.00, , ,232,900,108.75,1.25,51.31,5.34,25.67,7.33
Mason Plumlee,5000,DEN,C,@ BKN,,30.00, , ,226,-160,114.75,114.75,67.49,9.10,34.61,6.92
Pau Gasol,3500,SAS,C,@ GSW,,18.00, , ,232,900,108.75,1.25,41.43,9.38,23.21,6.63
Bogdan Bogdanovic,5400,SAC,SG,HOU,,34.00, , ,235.5,150,115.75,0.5,67.63,11.87,34.4,6.37
Marco Belinelli,4300,SAS,SG,@ GSW,,32.00, , ,232,900,108.75,1.25,45.19,7.94,27.19,6.32
Patty Mills,4300,SAS,PG,@ GSW,,30.00, , ,232,900,108.75,1.25,51.03,7.10,25.53,5.94
Davis Bertans,4300,SAS,SF,@ GSW,,32.00, , ,232,900,108.75,1.25,50.91,8.30,25.47,5.92
Jamal Crawford,3800,PHO,SG,@ UTA,,30.00, , ,216.5,900,100.75,100.75,41.09,5.30,22.07,5.81
Frank Jackson,3700,NOP,PG,@ CHI,,26.00, , ,227,-111,114,3,28.73,16.60,20.52,5.55
Rudy Gay,6000,SAS,SF,@ GSW,,30.00, , ,232,900,108.75,1.25,48.53,13.16,32.66,5.44
Bryn Forbes,4400,SAS,PG,@ GSW,,30.00, , ,232,900,108.75,1.25,38.84,6.52,23.7,5.39
Willie Cauley-Stein,5900,SAC,C,HOU,,29.00, , ,235.5,150,115.75,0.5,46.12,16.60,31.5,5.34
Kris Dunn,6600,CHI,PG,NOP,,34.00, , ,227,-105,113,0.5,60.72,20.05,35.24,5.34
Buddy Hield,6700,SAC,SG,HOU,,34.00, , ,235.5,150,115.75,0.5,61.00,15.34,35.34,5.27
D.J. Wilson,3500,MIL,PF,WAS,,20.00, , ,229.5,-700,120.5,-0.25,36.20,4.35,18.11,5.17
Wayne Selden,4100,CHI,SG,NOP,,32.00, , ,227,-105,113,0.5,36.92,8.33,21.1,5.15
Eric Gordon,4900,HOU,SG,@ SAC,,34.00, , ,235.5,-175,119.75,1.5,41.92,8.57,25.13,5.13
Sam Dekker,3500,WAS,SF,@ MIL,,23.00, , ,229.5,550,109,-0.25,33.12,3.16,17.96,5.13
Nikola Jokic,10800,DEN,C,@ BKN,,34.00, , ,226,-160,114.75,114.75,80.76,32.97,55.05,5.1
De'Aaron Fox,8000,SAC,PG,HOU,,34.00, , ,235.5,150,115.75,0.5,62.16,21.29,40.71,5.09
Nemanja Bjelica,3700,SAC,SF,HOU,,20.00, , ,235.5,150,115.75,0.5,31.07,8.04,18.74,5.06
Zach LaVine,7300,CHI,SG,NOP,,35.00, , ,227,-105,113,0.5,56.46,17.98,36.76,5.04
Elie Okobo,3800,PHO,PG,@ UTA,,28.00, , ,216.5,900,100.75,100.75,26.63,15.39,19.02,5.01
Marvin Bagley III,6800,SAC,PF,HOU,,32.00, , ,235.5,150,115.75,0.5,47.54,25.67,33.96,4.99
Khris Middleton,6700,MIL,SG,WAS,,33.00, , ,229.5,-700,120.5,-0.25,48.41,9.64,33.36,4.98
Jamal Murray,6500,DEN,PG,@ BKN,,32.00, , ,226,-160,114.75,114.75,48.53,11.53,32.2,4.95
Joe Ingles,5600,UTA,SF,PHO,,32.00, , ,216.5,-1400,115.75,115.75,44.61,10.82,27.47,4.91
Marvin Williams,5500,CHA,PF,@ DAL,,32.00, , ,215.5,200,105,-1,53.99,6.43,27.01,4.91
D'Angelo Russell,8300,BKN,SG,DEN,,32.00, , ,226,138,111.25,111.25,63.74,19.65,40.6,4.89
Darius Miller,4800,NOP,SF,@ CHI,,36.00, , ,227,-111,114,3,43.41,6.88,23.4,4.88
Ricky Rubio,6300,UTA,PG,PHO,,30.00, , ,216.5,-1400,115.75,115.75,48.35,12.97,30.74,4.88
Jrue Holiday,9400,NOP,SG,@ CHI,,37.00, , ,227,-111,114,3,73.65,21.97,45.86,4.88
Will Barton,5500,DEN,SF,@ BKN,,29.00, , ,226,-160,114.75,114.75,47.25,9.50,26.83,4.88
Robin Lopez,3800,CHI,C,NOP,,23.00, , ,227,-105,113,0.5,33.45,6.60,18.48,4.86
Thomas Bryant ,4000,WAS,C,@ MIL,,20.00, , ,229.5,550,109,-0.25,38.44,2.25,19.23,4.81
Derrick Favors,5600,UTA,PF,PHO,,25.00, , ,216.5,-1400,115.75,115.75,45.59,12.33,26.93,4.81
Bradley Beal,9000,WAS,SG,@ MIL,,37.00, , ,229.5,550,109,-0.25,67.18,21.99,43.2,4.8
Deandre Ayton,7400,PHO,C,@ UTA,,32.00, , ,216.5,900,100.75,100.75,49.64,28.69,35.46,4.79
Rudy Gobert,8900,UTA,C,PHO,,33.00, , ,216.5,-1400,115.75,115.75,69.09,22.88,42.52,4.78
Josh Jackson,6400,PHO,PF,@ UTA,,36.00, , ,216.5,900,100.75,100.75,56.86,12.57,30.52,4.77
Jeremy Lamb,5500,CHA,SG,@ DAL,,28.00, , ,215.5,200,105,-1,43.97,9.50,26.11,4.75
Chris Paul,7600,HOU,PG,@ SAC,,30.00, , ,235.5,-175,119.75,1.5,52.67,16.38,35.93,4.73
Luka Doncic,9700,DAL,SG,CHA,,33.00, , ,215.5,-225,110.5, ,64.05,36.23,45.75,4.72
Jahlil Okafor,7800,NOP,C,@ CHI,,33.00, , ,227,-111,114,3,64.81,15.33,36.76,4.71
Stephen Curry,9200,GSW,PG,SAS,,32.00, , ,232,-1400,123.25,1.25,73.64,15.94,43.32,4.71
Dorian Finney-Smith,4200,DAL,SF,CHA,,30.00, , ,215.5,-225,110.5, ,36.99,10.18,19.77,4.71
Cristiano Felicio,3500,CHI,C,NOP,,20.00, , ,227,-105,113,0.5,32.46,2.90,16.4,4.69
Joe Harris,5100,BKN,SF,DEN,,32.00, , ,226,138,111.25,111.25,42.74,9.09,23.8,4.67
Lauri Markkanen,7800,CHI,PF,NOP,,34.00, , ,227,-105,113,0.5,64.19,18.08,36.45,4.67
Shabazz Napier,5900,BKN,PG,DEN,,27.00, , ,226,138,111.25,111.25,54.08,7.73,27.52,4.66
Maxi Kleber,5200,DAL,PF,CHA,,28.00, , ,215.5,-225,110.5, ,48.46,6.50,24.24,4.66
Harrison Barnes,5900,CHA,SF,@ DAL,,34.00, , ,235.5,150,115.75,0.5,42.77,11.61,27.45,4.65
Malcolm Brogdon,6200,MIL,SG,WAS,,31.00, , ,229.5,-700,120.5,-0.25,53.93,10.11,28.81,4.65
P.J. Tucker,4500,HOU,PF,@ SAC,,34.00, , ,235.5,-175,119.75,1.5,33.10,6.37,20.82,4.63
Giannis Antetokounmpo,11900,MIL,SF,WAS,,33.00, , ,229.5,-700,120.5,-0.25,77.18,31.48,55.13,4.63
Malik Beasley,5100,DEN,SG,@ BKN,,30.00, , ,226,-160,114.75,114.75,46.15,7.05,23.51,4.61
Cheick Diallo,4100,NOP,PF,@ CHI,,20.00, , ,227,-111,114,3,37.70,5.71,18.86,4.6
Ed Davis,4400,BKN,PF,DEN,,20.00, , ,226,138,111.25,111.25,40.34,5.85,20.18,4.59
Rondae Hollis-Jefferson,4400,BKN,PF,DEN,,20.00, , ,226,138,111.25,111.25,40.16,5.02,20.09,4.57
Donovan Mitchell,8800,UTA,SG,PHO,,35.00, , ,216.5,-1400,115.75,115.75,66.52,16.39,40.17,4.56
Kenneth Faried,8000,HOU,PF,@ SAC,,33.00, , ,235.5,-175,119.75,1.5,56.64,19.10,36.38,4.55
Justin Jackson,3500,HOU,SF,@ SAC,,26.00, , ,215.5,-225,110.5, ,30.93,4.35,15.92,4.55
Kemba Walker,9300,CHA,PG,@ DAL,,35.00, , ,215.5,200,105,-1,76.92,19.01,42.15,4.53
James Harden,14000,HOU,SG,@ SAC,,38.00, , ,235.5,-175,119.75,1.5,88.63,43.30,63.31,4.52
Jae Crowder,4800,UTA,SF,PHO,,28.00, , ,216.5,-1400,115.75,115.75,43.34,4.70,21.68,4.52
Jarrett Allen,6100,BKN,C,DEN,,27.00, , ,226,138,111.25,111.25,55.09,11.91,27.56,4.52
Richaun Holmes,3800,PHO,PF,@ UTA,,16.00, , ,216.5,900,100.75,100.75,34.22,3.06,17.12,4.51
DeMarcus Cousins,7500,GSW,C,SAS,,25.00, , ,232,-1400,123.25,1.25,48.68,18.23,33.64,4.49
Kelly Oubre,6800,PHO,SF,@ UTA,,32.00, , ,216.5,900,100.75,100.75,56.39,8.99,30.48,4.48
Rodions Kurucs,4100,BKN,PF,DEN,,24.00, , ,226,138,111.25,111.25,25.73,14.56,18.38,4.48
Michael Kidd-Gilchrist,3800,CHA,SF,@ DAL,,20.00, , ,215.5,200,105,-1,34.00,6.92,17.01,4.48
Jordan McRae,4100,WAS,SG,@ MIL,,23.00, , ,229.5,550,109,-0.25,36.74,5.26,18.38,4.48
Eric Bledsoe,7500,MIL,PG,WAS,,31.00, , ,229.5,-700,120.5,-0.25,66.95,14.40,33.49,4.47
Kenrich Williams,5400,NOP,PF,@ CHI,,30.00, , ,227,-111,114,3,33.60,19.42,24,4.44
Trevor Ariza,6400,WAS,SF,@ MIL,,36.00, , ,229.5,550,109,-0.25,41.99,8.84,28.41,4.44
Kevin Durant,9600,GSW,SF,SAS,,32.00, , ,232,-1400,123.25,1.25,62.42,21.71,42.49,4.43
Draymond Green,7500,GSW,PF,SAS,,32.00, , ,232,-1400,123.25,1.25,48.40,15.58,33.08,4.41
Jeff Green,5800,WAS,PF,@ MIL,,32.00, , ,229.5,550,109,-0.25,51.11,6.39,25.57,4.41
DeMarre Carroll,4900,BKN,SF,DEN,,25.00, , ,226,138,111.25,111.25,43.06,5.56,21.54,4.4
Nicolas Batum,5200,CHA,SF,@ DAL,,32.00, , ,215.5,200,105,-1,41.41,8.72,22.83,4.39
Trey Lyles,4500,DEN,PF,@ BKN,,20.00, , ,226,-160,114.75,114.75,38.30,5.64,19.71,4.38
Sterling Brown,3500,MIL,SG,WAS,,20.00, , ,229.5,-700,120.5,-0.25,28.49,4.05,15.21,4.35
Tim Frazier,4100,NOP,PG,@ CHI,,18.00, , ,227,-111,114,3,35.62,4.65,17.82,4.35
Dwight Powell,5500,DAL,PF,CHA,,22.00, , ,215.5,-225,110.5, ,47.14,7.36,23.58,4.29
Mikal Bridges,5400,PHO,SF,@ UTA,,36.00, , ,216.5,900,100.75,100.75,32.41,18.73,23.15,4.29
Klay Thompson,7100,GSW,SG,SAS,,32.00, , ,232,-1400,123.25,1.25,51.09,14.28,30.25,4.26
Tim Hardaway Jr.,6100,DAL,SG,CHA,,30.00, , ,215.5,-225,110.5, ,46.32,11.82,25.86,4.24
Miles Bridges,3700,CHA,SF,@ DAL,,20.00, , ,215.5,200,105,-1,21.92,12.20,15.66,4.23
Kyle Korver,3600,UTA,SG,PHO,,20.00, , ,216.5,-1400,115.75,115.75,30.20,3.97,15.11,4.2
Austin Rivers,3700,HOU,SG,@ SAC,,23.00, , ,235.5,-175,119.75,1.5,30.94,3.58,15.48,4.18
Tomas Satoransky ,6700,WAS,PG,@ MIL,,30.00, , ,229.5,550,109,-0.25,54.66,9.29,27.9,4.16
Lonnie Walker,3500,SAS,SG,@ GSW,,18.00, , ,232,900,108.75,1.25,20.20,11.43,14.43,4.12
Malik Monk,4600,CHA,SG,@ DAL,,22.00, , ,215.5,200,105,-1,37.16,5.50,18.95,4.12
Ian Mahinmi,3500,WAS,C,@ MIL,,15.00, , ,229.5,550,109,-0.25,28.61,2.39,14.31,4.09
Brook Lopez,6200,MIL,C,WAS,,27.00, , ,229.5,-700,120.5,-0.25,46.72,10.05,25.12,4.05
Jalen Brunson,4100,DAL,PG,CHA,,22.00, , ,215.5,-225,110.5, ,23.14,12.50,16.53,4.03
George Hill,3700,MIL,PG,WAS,,20.00, , ,229.5,-700,120.5,-0.25,28.26,4.04,14.62,3.95
Harry Giles,3900,SAC,PF,HOU,,15.00, , ,235.5,150,115.75,0.5,21.22,11.46,15.16,3.89
Kevon Looney,4800,GSW,C,SAS,,20.00, , ,232,-1400,123.25,1.25,35.92,6.21,18.66,3.89
Cody Zeller,5200,CHA,C,@ DAL,,22.00, , ,215.5,200,105,-1,32.57,7.37,19.91,3.83
Torrey Craig,3500,DEN,SG,@ BKN,,20.00, , ,226,-160,114.75,114.75,25.91,3.08,12.96,3.7
Andre Iguodala,5300,GSW,SG,SAS,,24.00, , ,232,-1400,123.25,1.25,31.87,9.06,19.04,3.59
Devonte' Graham,3700,CHA,PG,@ DAL,,16.00, , ,215.5,200,105,-1,18.59,10.35,13.28,3.59
Nene Hilario,3500,HOU,C,@ SAC,,12.00, , ,235.5,-175,119.75,1.5,23.44,3.55,12.43,3.55
Devin Harris,3500,DAL,PG,CHA,,16.00, , ,215.5,-225,110.5, ,24.20,2.89,12.16,3.47
Juancho Hernangomez,3500,DEN,SF,@ BKN,,16.00, , ,226,-160,114.75,114.75,23.77,2.46,11.89,3.4
Julius Randle,8500,NOP,PF,@ CHI,,23.00, , ,227,-111,114,3,51.73,11.27,28.9,3.4
James Ennis,4100,HOU,SF,@ SAC,,23.00, , ,235.5,-175,119.75,1.5,26.97,3.97,13.49,3.29
Monte Morris,6400,DEN,SG,@ BKN,,24.00, , ,226,-160,114.75,114.75,28.81,16.30,20.58,3.22
Ian Clark,3600,NOP,SG,@ CHI,,17.00, , ,227,-111,114,3,22.87,2.99,11.44,3.18
Timothe Luwawu-Cabarrot,3500,CHI,SG,NOP,,13.00, , ,227,-105,113,0.5,14.48,10.03,11.14,3.18
Shaun Livingston,3500,GSW,PG,SAS,,15.00, , ,232,-1400,123.25,1.25,21.75,3.00,10.88,3.11
Shaquille Harrison,4000,CHI,PG,NOP,,17.00, , ,227,-105,113,0.5,24.55,3.51,12.28,3.07
Yogi Ferrell,3900,SAC,PG,HOU,,16.00, , ,235.5,150,115.75,0.5,23.42,3.19,11.87,3.04
Chimezie Metu,3500,SAS,PF,@ GSW,,14.00, , ,232,900,108.75,1.25,14.57,8.24,10.41,2.97
Troy Daniels,3500,PHO,SG,@ UTA,,12.00, , ,216.5,900,100.75,100.75,20.69,3.04,10.35,2.96
Gerald Green,3600,HOU,SF,@ SAC,,13.00, , ,235.5,-175,119.75,1.5,18.80,3.05,10.66,2.96
Courtney Lee,3500,DAL,SG,CHA,,15.00, , ,215.5,-225,110.5, ,20.31,1.79,10.16,2.9
Allen Crabbe,4200,BKN,SG,DEN,,16.00, , ,226,138,111.25,111.25,23.95,3.43,11.98,2.85
Dragan Bender,4300,PHO,PF,@ UTA,,18.00, , ,216.5,900,100.75,100.75,24.43,3.59,12.22,2.84
Royce O'Neale,3700,UTA,SF,PHO,,15.00, , ,216.5,-1400,115.75,115.75,20.90,3.61,10.46,2.83
Raul Neto,3600,UTA,PG,PHO,,12.00, , ,216.5,-1400,115.75,115.75,17.25,3.15,10.16,2.82
Georges Niang,3500,UTA,PF,PHO,,10.00, , ,216.5,-1400,115.75,115.75,19.51,1.85,9.76,2.79
John Jenkins,3500,WAS,SF,@ MIL,,12.00, , ,229.5,550,109,-0.25,13.52,7.53,9.66,2.76
Alfonzo McKinnie,3500,GSW,SF,SAS,,15.00, , ,232,-1400,123.25,1.25,19.17,3.39,9.59,2.74
Brandon Sampson,3500,CHI,SG,NOP,,14.00, , ,227,-105,113,0.5,13.17,7.89,9.41,2.69
Ryan Arcidiacono,4400,CHI,PG,NOP,,18.00, , ,227,-105,113,0.5,23.45,3.52,11.73,2.67
Chasson Randle,3500,WAS,SG,@ MIL,,12.00, , ,229.5,550,109,-0.25,18.23,2.19,9.12,2.61
Bismack Biyombo,3700,CHA,C,@ DAL,,10.00, , ,215.5,200,105,-1,19.11,2.21,9.56,2.58
Treveon Graham,3600,BKN,SG,DEN,,17.00, , ,226,138,111.25,111.25,14.52,2.90,8.96,2.49
Ersan Ilyasova,3500,MIL,PF,WAS,,10.00, , ,229.5,-700,120.5,-0.25,15.92,1.45,8.5,2.43
Dirk Nowitzki,3500,DAL,PF,CHA,,10.00, , ,215.5,-225,110.5, ,14.24,2.22,8.46,2.42
