Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Maxi Kleber,4000,DAL,PF,GSW,,30.00,48.42,20,227,200,110.5,-0.5,49.14,21.65,26.28,6.57
Malik Beasley,3900,DEN,SG,POR,,32.00,37.17,17,216.5,-175,110.5, ,48.18,23.02,24.1,6.18
Monte Morris,4000,DEN,SG,POR,,28.00,47.41,6,216.5,-175,110.5, ,34.38,3.88,24.56,6.14
Torrey Craig,4200,DEN,SG,POR,,30.00,37.17,17,216.5,-175,110.5, ,47.23,19.74,24.37,5.8
Mario Hezonja,4400,NYK,SF,PHI,,25.00,32.57,5,227.5,240,110.25,110.25,49.34,21.18,25.24,5.74
Gerald Green,4300,HOU,SF,@ ORL,,31.00,45.46,14,214.5,-225,110,0.5,44.07,24.20,24.2,5.63
Delon Wright,4000,TOR,SG,@ WAS,,26.00,45.54,29,224,-214,114.5,-2.25,33.69,13.11,22.52,5.63
Evan Fournier,5100,ORL,SG,HOU,,32.00,36.59,19,214.5,200,104.5,0.5,43.33,15.67,27.88,5.47
Lance Stephenson,3700,LAL,SF,CLE,,19.00,50.43,28,221,-500,115.75,1.75,35.94,17.15,20.2,5.46
George Hill,3800,MIL,PG,@ ATL,,23.00,44.13,25,231,-450,120.25,-1.25,36.91,16.36,20.37,5.36
Otto Porter,6200,WAS,SF,TOR,,33.00,35.96,12,224,175,109.5,-0.75,62.83,25.31,32.91,5.31
DeAndre Jordan,7200,DAL,C,GSW,,32.00,54.80,20,227,200,110.5,-0.5,53.45,15.08,38.18,5.3
Emmanuel Mudiay,6000,NYK,PG,PHI,,30.00,38.96,9,227.5,240,110.25,110.25,52.74,19.01,31.58,5.26
Brandon Ingram,6900,LAL,SF,CLE,,35.00,50.43,28,221,-500,115.75,1.75,53.05,20.97,36.16,5.24
JaVale McGee,5900,LAL,C,CLE,,25.00,50.63,5,221,-500,115.75,1.75,46.97,16.28,30.48,5.17
Danuel House,4600,HOU,SF,@ ORL,,30.00,49.67,14,214.5,-225,110,0.5,43.88,15.33,23.73,5.16
Cedi Osman,4500,CLE,SF,@ LAL,,30.00,38.75,25,221,400,105.25,0.75,33.47,12.60,23.24,5.16
Jonathan Isaac,4400,ORL,SF,HOU,,26.00,53.67,13,214.5,200,104.5,0.5,37.09,16.45,22.66,5.15
Wesley Matthews,4600,DAL,SG,GSW,,28.00,40.39,28,227,200,110.5,-0.5,39.43,14.34,23.54,5.12
Paul Millsap,6700,DEN,PF,POR,,30.00,50.59,27,216.5,-175,110.5, ,53.93,21.68,33.98,5.07
