Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Josh Jackson,3700,PHO,PF,SAS,,29.00,53.02,25,214.5,250,103.75,103.75,48.11,15.78,28.07,7.59
Tyus Jones,3500,MIN,PG,UTA,,28.00,45.22,17,222,225,107.75,107.75,50.97,22.29,25.5,7.29
Elie Okobo,3500,PHO,PG,SAS,,29.00,38.79,4,214.5,250,103.75,103.75,28.47,4.60,23.47,6.71
Tim Frazier,3600,NOP,PG,@ GSW,,24.00,42.64,12,238.5,400,114.5,114.5,44.54,17.51,22.28,6.19
Mikal Bridges,3500,PHO,SF,SAS,,22.00,37.46,21,214.5,250,103.75,103.75,23.28,3.76,19.19,5.48
Andre Iguodala,3800,GSW,SG,NOP,,23.00,32.39,6,238.5,-525,124,124,41.02,20.52,20.52,5.4
Reggie Bullock,4300,DET,SG,@ BKN,,31.71,33.50,14,216.5,125,107,107,38.31,14.38,23.08,5.37
Wesley Matthews,4900,DAL,SG,@ LAL,,32.00,36.90,21,235.5,260,114,114,40.99,14.58,25.94,5.29
Karl-Anthony Towns,9000,MIN,C,UTA,,36.00,51.27,10,222,225,107.75,107.75,80.79,27.73,47.16,5.24
LaMarcus Aldridge,8500,SAS,PF,@ PHO,,35.75,70.84,28,214.5,-300,110.75,110.75,65.80,22.54,44.46,5.23
Andre Drummond,9500,DET,C,@ BKN,,33.00,59.20,24,216.5,125,107,107,71.62,21.34,49.63,5.22
Trey Lyles,4400,DEN,PF,@ CHI,,20.00,51.58,22,221.5,-420,115,115,38.80,17.00,22.88,5.2
Trevor Ariza,4800,PHO,SF,SAS,,34.00,37.46,21,214.5,250,103.75,103.75,39.04,16.76,24.98,5.2
Noah Vonleh,5300,NYK,PF,IND,,27.00,48.34,12,207.5,225,100.75,100.75,44.22,14.65,27.48,5.18
Lonzo Ball,6100,LAL,PG,DAL,,28.39,45.28,18,235.5,-320,121.5,121.5,56.74,22.41,31.52,5.17
E'Twaun Moore,4400,NOP,SF,@ GSW,,33.00,35.48,15,238.5,400,114.5,114.5,38.87,13.97,22.68,5.15
Pau Gasol,4200,SAS,C,@ PHO,,17.00,70.84,28,214.5,-300,110.75,110.75,38.95,13.76,21.64,5.15
Damyean Dotson,5000,NYK,SG,IND,,30.00,31.25,2,207.5,225,100.75,100.75,44.02,13.94,25.67,5.13
Dennis Smith Jr.,6500,DAL,PG,@ LAL,,33.00,52.00,25,235.5,260,114,114,49.07,14.89,33.09,5.09
Ish Smith,4600,DET,PG,@ BKN,,22.00,40.20,7,216.5,125,107,107,46.24,20.75,23.13,5.03
Cristiano Felicio,3700,CHI,C,DEN,,20.73,50.96,8,221.5,330,106.5,106.5,35.99,15.40,18.62,5.03
Blake Griffin,8800,DET,PF,@ BKN,,33.27,65.84,26,216.5,125,107,107,67.99,21.68,44.15,5.02
D'Angelo Russell,7000,BKN,PG,DET,,30.00,47.28,17,216.5,-145,109.5,109.5,52.05,17.70,34.84,4.98
Stephen Curry,9900,GSW,PG,NOP,,34.00,53.41,26,238.5,-525,124,124,79.41,31.20,49.29,4.98
Andrew Wiggins,6400,MIN,SF,UTA,,36.00,27.36,1,222,225,107.75,107.75,51.23,19.19,31.66,4.95
Dante Cunningham,3500,SAS,SF,@ PHO,,24.00,48.77,14,214.5,-300,110.75,110.75,29.43,10.69,17.33,4.95
DeAndre Jordan,8300,DAL,C,@ LAL,,31.95,61.43,26,235.5,260,114,114,61.67,18.79,41.03,4.94
Jae Crowder,4900,UTA,SF,@ MIN,,30.00,37.16,19,222,-270,114.25,114.25,45.17,19.82,24.17,4.93
Nikola Jokic,10200,DEN,C,@ CHI,,34.00,80.35,30,221.5,-420,115,115,79.39,23.11,50.12,4.91
Josh Okogie,4600,MIN,SG,UTA,,30.00,27.36,1,222,225,107.75,107.75,27.30,4.41,22.51,4.89
Draymond Green,7600,GSW,PF,NOP,,32.00,65.98,27,238.5,-525,124,124,55.97,16.62,37.09,4.88
Brandon Ingram,7100,LAL,PF,DAL,,34.00,57.00,30,235.5,-320,121.5,121.5,56.52,22.20,34.63,4.88
Paul Millsap,6700,DEN,PF,@ CHI,,30.23,51.58,22,221.5,-420,115,115,56.40,21.56,32.62,4.87
Harrison Barnes,5900,DAL,SF,@ LAL,,33.64,41.66,6,235.5,260,114,114,45.11,14.34,28.68,4.86
Deandre Ayton,8100,PHO,C,SAS,,33.00,42.28,1,214.5,250,103.75,103.75,51.06,16.00,39.31,4.85
Chandler Hutchison,3800,CHI,SF,DEN,,24.00,32.96,11,221.5,330,106.5,106.5,23.90,7.49,18.4,4.84
Langston Galloway,3600,DET,SG,@ BKN,,26.00,30.70,4,216.5,125,107,107,34.72,17.37,17.37,4.83
Cameron Payne,5100,CHI,PG,DEN,,26.00,41.79,6,221.5,330,106.5,106.5,37.28,10.43,24.61,4.83
Tim Hardaway Jr.,7000,NYK,SG,IND,,33.00,44.19,12,207.5,225,100.75,100.75,57.42,19.33,33.68,4.81
Ricky Rubio,6300,UTA,PG,@ MIN,,30.00,39.15,5,222,-270,114.25,114.25,47.51,14.34,30.32,4.81
Tyreke Evans,5300,IND,SF,@ NYK,,23.00,42.51,7,207.5,-270,106.75,106.75,40.15,14.16,25.51,4.81
Kevon Looney,3600,GSW,PF,NOP,,18.00,50.94,7,238.5,-525,124,124,30.31,14.47,17.27,4.8
Klay Thompson,6600,GSW,SG,NOP,,33.00,32.39,6,238.5,-525,124,124,53.14,19.99,31.63,4.79
Bojan Bogdanovic,4500,IND,SF,@ NYK,,30.00,34.07,11,207.5,-270,106.75,106.75,38.25,16.13,21.5,4.78
Luka Doncic,8000,DAL,SG,@ LAL,,32.64,50.15,24,235.5,260,114,114,46.51,7.91,38.22,4.78
Justin Holiday,5500,CHI,SG,DEN,,34.00,33.43,9,221.5,330,106.5,106.5,42.78,15.23,26.26,4.77
Patty Mills,3800,SAS,PG,@ PHO,,26.00,54.19,27,214.5,-300,110.75,110.75,35.47,15.01,18.08,4.76
Bryn Forbes,4000,SAS,PG,@ PHO,,29.13,35.18,13,214.5,-300,110.75,110.75,32.96,10.95,18.92,4.73
Mason Plumlee,3600,DEN,C,@ CHI,,14.25,52.38,11,221.5,-420,115,115,34.04,11.75,17.03,4.73
Jabari Parker,7500,CHI,SF,DEN,,33.00,48.48,13,221.5,330,106.5,106.5,61.54,26.69,35.35,4.71
Donovan Mitchell,8200,UTA,SG,@ MIN,,36.00,39.43,2,222,-270,114.25,114.25,56.78,22.49,38.57,4.7
Jarrett Allen,6600,BKN,C,DET,,28.00,52.26,10,216.5,-145,109.5,109.5,47.06,18.43,31.02,4.7
Joe Harris,4500,BKN,SG,DET,,28.67,43.78,29,216.5,-145,109.5,109.5,37.51,15.28,21.13,4.7
Malik Beasley,3600,DEN,SG,@ CHI,,20.00,48.43,29,221.5,-420,115,115,30.98,13.70,16.93,4.7
Wendell Carter,6800,CHI,PF,DEN,,30.00,44.91,3,221.5,330,106.5,106.5,41.44,12.98,31.9,4.69
Joe Ingles,6100,UTA,SF,@ MIN,,32.00,34.94,12,222,-270,114.25,114.25,48.95,20.20,28.61,4.69
Jrue Holiday,8300,NOP,SG,@ GSW,,36.00,42.56,8,238.5,400,114.5,114.5,62.60,20.10,38.88,4.68
Rudy Gay,7000,SAS,SF,@ PHO,,31.00,48.77,14,214.5,-300,110.75,110.75,51.14,16.34,32.68,4.67
Allen Crabbe,3900,BKN,SG,DET,,22.00,43.78,29,216.5,-145,109.5,109.5,36.44,15.02,18.23,4.67
JaVale McGee,7000,LAL,C,DAL,,27.00,50.40,6,235.5,-320,121.5,121.5,57.30,21.74,32.65,4.66
Rondae Hollis-Jefferson,6000,BKN,PF,DET,,27.00,40.42,4,216.5,-145,109.5,109.5,52.38,20.81,27.89,4.65
Reggie Jackson,6300,DET,PG,@ BKN,,29.00,45.45,12,216.5,125,107,107,48.89,14.19,29.19,4.63
Trey Burke,4200,NYK,PG,IND,,19.00,49.25,25,207.5,225,100.75,100.75,38.22,16.05,19.39,4.62
Spencer Dinwiddie,5500,BKN,PG,DET,,27.00,47.28,17,216.5,-145,109.5,109.5,45.16,19.70,25.23,4.59
Thaddeus Young,5600,IND,PF,@ NYK,,31.00,57.54,28,207.5,-270,106.75,106.75,40.39,13.30,25.68,4.59
Josh Hart,4500,LAL,SG,DAL,,25.00,31.14,5,235.5,-320,121.5,121.5,36.86,17.25,20.66,4.59
Julius Randle,7000,NOP,C,@ GSW,,26.00,57.07,17,238.5,400,114.5,114.5,54.58,22.51,32.07,4.58
Kyle Kuzma,6500,LAL,PF,DAL,,32.15,39.42,2,235.5,-320,121.5,121.5,47.42,18.72,29.71,4.57
Anthony Tolliver,3800,MIN,PF,UTA,,23.00,51.05,20,222,225,107.75,107.75,34.46,17.24,17.24,4.54
Cory Joseph,3900,IND,PG,@ NYK,,23.00,53.08,27,207.5,-270,106.75,106.75,34.18,14.07,17.7,4.54
Zach LaVine,8500,CHI,SG,DEN,,35.00,49.90,26,221.5,330,106.5,106.5,60.65,23.69,38.46,4.52
Domantas Sabonis,5300,IND,PF,@ NYK,,22.00,54.71,17,207.5,-270,106.75,106.75,42.94,16.00,23.95,4.52
Mario Hezonja,3800,NYK,SF,IND,,17.00,33.52,10,207.5,225,100.75,100.75,34.30,14.50,17.16,4.52
Nikola Mirotic,7700,NOP,SF,@ GSW,,32.00,46.26,10,238.5,400,114.5,114.5,58.75,22.22,34.72,4.51
Frank Ntilikina,5100,NYK,PG,IND,,29.52,49.25,25,207.5,225,100.75,100.75,38.38,13.40,22.98,4.51
Kevin Durant,10800,GSW,SF,NOP,,33.00,46.50,11,238.5,-525,124,124,78.25,23.71,48.48,4.49
Enes Kanter,7100,NYK,C,IND,,27.00,51.47,11,207.5,225,100.75,100.75,58.10,23.40,31.8,4.48
Victor Oladipo,9400,IND,SG,@ NYK,,34.00,53.08,27,207.5,-270,106.75,106.75,66.09,23.22,41.83,4.45
Darren Collison,5300,IND,PG,@ NYK,,26.00,53.08,27,207.5,-270,106.75,106.75,35.12,11.81,23.52,4.44
Anthony Davis,12800,NOP,PF,@ GSW,,36.00,57.07,17,238.5,400,114.5,114.5,84.29,26.22,56.76,4.43
Marco Belinelli,3800,SAS,SG,@ PHO,,20.00,35.18,13,214.5,-300,110.75,110.75,30.02,13.35,16.83,4.43
Monte Morris,4900,DEN,SG,@ CHI,,24.00,46.88,15,221.5,-420,115,115,25.72,4.00,21.63,4.41
DeMar DeRozan,9700,SAS,SG,@ PHO,,34.00,55.08,27,214.5,-300,110.75,110.75,66.66,19.36,42.73,4.41
Myles Turner,5800,IND,C,@ NYK,,26.00,51.01,8,207.5,-270,106.75,106.75,44.05,15.67,25.52,4.4
Jamal Murray,7800,DEN,PG,@ CHI,,33.00,46.88,15,221.5,-420,115,115,54.40,19.45,34.13,4.38
Dante Exum,3600,UTA,PG,@ MIN,,20.00,39.15,5,222,-270,114.25,114.25,30.29,13.15,15.67,4.35
Ed Davis,3800,BKN,C,DET,,16.00,52.26,10,216.5,-145,109.5,109.5,32.86,15.08,16.44,4.33
Derrick Favors,5200,UTA,PF,@ MIN,,23.00,58.99,20,222,-270,114.25,114.25,36.58,12.56,22.47,4.32
TJ Warren,5100,PHO,SF,SAS,,27.00,53.02,25,214.5,250,103.75,103.75,43.94,18.16,21.98,4.31
