Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Tomas Satoransky ,3800,WAS,PG,CHI,,36.00,51.21,15,212.5,-175,108.5,-2.5,54.65,26.90,35.21,9.27
Josh Hart,3700,LAL,SG,LAC,,32.00, , ,229,180,111.75, ,36.29,18.31,26.39,7.13
Dennis Schroder,5600,OKC,SG,@ PHO,,36.00,52.45,17,226,-175,115,0.25,54.21,27.94,35.55,6.35
Channing Frye,3500,CLE,PF,@ MIA,,23.00,51.92,2,202,400,96,-0.5,42.33,18.44,21.62,6.18
Jeff Green,4400,WAS,SF,CHI,,32.00,48.04,11,212.5,-175,108.5,-2.5,38.46,20.46,27.03,6.14
Danny Green,4500,TOR,SG,@ ORL,,33.00,35.03,6,208,-200,106.5,-1.25,38.53,18.88,27.17,6.04
DeMarre Carroll,3900,BKN,SF,@ CHA,,24.00,37.49,16,220.5,150,108,-0.25,39.42,18.72,23.49,6.02
Ian Mahinmi,3700,WAS,C,CHI,,20.00,57.49,17,212.5,-175,108.5,-2.5,40.04,19.97,22.11,5.98
Dorian Finney-Smith,3600,DAL,SF,@ NOP,,29.00,42.35,23,228.5,150,112.25,-0.5,33.33,16.87,21.38,5.94
Kentavious Caldwell-Pope,3800,LAL,SG,LAC,,28.00, , ,229,180,111.75, ,43.02,22.57,22.57,5.94
Robin Lopez,3600,CHI,C,@ WAS,,20.00,56.29,16,212.5,150,104,-1.5,41.90,20.96,20.96,5.82
Fred VanVleet,5500,TOR,PG,@ ORL,,34.00,36.61,3,208,-200,106.5,-1.25,43.11,18.87,31.56,5.74
Evan Fournier,5700,ORL,SG,TOR,,33.00,35.16,6,208,175,101.5,-0.25,40.46,16.48,31.93,5.6
Hamidou Diallo,3500,OKC,SG,@ PHO,,24.00, , ,226,-175,115,0.25,20.74,4.78,19.58,5.59
Davis Bertans,4000,SAS,SF,@ DEN,,25.00,54.89,11,216,175,105.75,0.75,35.08,17.66,22.05,5.51
Aaron Gordon,7000,ORL,PF,TOR,,35.00,45.37,7,208,175,101.5,-0.25,49.23,20.90,38.28,5.47
Rudy Gay,6000,SAS,SF,@ DEN,,28.00, , ,216,175,105.75,0.75,42.22,16.31,32.68,5.45
Patrick Beverley,4100,LAC,PG,@ LAL,,23.00,34.50,1,229,-214,117.25, ,42.60,22.28,22.28,5.43
Kevin Huerter,4500,ATL,SG,@ MIN,,32.00, , ,229.5,360,110,-0.5,23.01,2.73,24.37,5.42
Josh Jackson,4700,PHO,PF,OKC,,24.00, , ,226,150,111,2.25,35.35,16.28,25.32,5.39
Lonzo Ball,6500,LAL,PG,LAC,,36.00,42.38,13,229,180,111.75, ,46.60,17.70,35.04,5.39
Alec Burks,4400,CLE,SG,@ MIA,,29.00, , ,202,400,96,-0.5,33.15,17.28,23.58,5.36
Delon Wright,3800,TOR,SG,@ ORL,,24.00,36.61,3,208,-200,106.5,-1.25,33.53,16.26,20.37,5.36
Trevor Ariza,6100,WAS,SF,CHI,,38.00,38.83,20,212.5,-175,108.5,-2.5,42.48,16.30,32.28,5.29
Robert Covington,6500,MIN,SF,ATL,,34.00, , ,229.5,-450,119.5, ,47.74,22.40,34.1,5.25
Andrew Wiggins,6100,MIN,SG,ATL,,34.00,50.85,19,229.5,-450,119.5, ,41.80,18.20,31.93,5.23
DeAndre Bembry,3800,ATL,SF,@ MIN,,23.00, , ,229.5,360,110,-0.5,29.40,16.66,19.81,5.21
James Johnson,5100,MIA,PF,CLE,,27.00, , ,202,-500,106, ,34.94,13.73,26.55,5.21
Kelly Oubre,5000,PHO,SF,OKC,,28.00,37.68,17,226,150,111,2.25,45.58,21.19,25.9,5.18
E'Twaun Moore,4400,NOP,SF,DAL,,30.00, , ,228.5,-175,116.25,-1,36.20,18.76,22.77,5.18
Tim Frazier,4000,NOP,PG,DAL,,23.00,41.16,8,228.5,-175,116.25,-1,32.87,14.18,20.7,5.18
Harrison Barnes,5700,DAL,SF,@ NOP,,34.00, , ,228.5,150,112.25,-0.5,37.56,17.04,29.48,5.17
Nikola Jokic,9800,DEN,C,SAS,,35.00, , ,216,-200,110.25,1.25,64.24,20.87,50.54,5.16
Dewayne Dedmon,6400,ATL,C,@ MIN,,32.00,51.22,8,229.5,360,110,-0.5,46.62,19.72,32.97,5.15
Terrance Ferguson,3500,OKC,SG,@ PHO,,30.00, , ,226,-175,115,0.25,28.69,11.21,18,5.14
Shaquille Harrison,3600,CHI,PG,@ WAS,,22.00,46.04,18,212.5,150,104,-1.5,29.50,14.48,18.47,5.13
Mason Plumlee,6200,DEN,C,SAS,,30.00, , ,216,-200,110.25,1.25,45.40,22.57,31.79,5.13
Pascal Siakam,6600,TOR,PF,@ ORL,,34.00, , ,208,-200,106.5,-1.25,50.19,19.28,33.89,5.13
Kyle Kuzma,7200,LAL,PF,LAC,,38.00,54.42,21,229,180,111.75, ,47.68,20.71,36.85,5.12
Julius Randle,8400,NOP,C,DAL,,34.00,53.49,6,228.5,-175,116.25,-1,59.05,24.67,42.98,5.12
Cedi Osman,4600,CLE,SF,@ MIA,,33.00,37.06,14,202,400,96,-0.5,29.45,10.89,23.52,5.11
Jaron Blossomgame,3600,CLE,SF,@ MIA,,28.00,37.06,14,202,400,96,-0.5,19.46,4.48,18.38,5.11
