Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Emmanuel Mudiay,5200,NYK,PG,LAC,,34.00,17.70,1,224,290,107.75,1.75,57.55,13.68,32.35,6.22
Rajon Rondo,6500,LAL,PG,SAC,,34.00,24.01,27,230.5,-100,114.5,114.5,58.77,11.14,37.89,5.83
JaVale McGee,6300,LAL,C,SAC,,29.00,31.46,15,230.5,-100,114.5,114.5,61.70,18.64,35.85,5.69
Jaylen Brown,4700,BOS,SG,SAS,,30.00,27.25,26,221,105,109.75,-1.25,52.59,5.97,26.31,5.6
Mitchell Robinson,5700,NYK,C,LAC,,25.00,36.40,29,224,290,107.75,1.75,44.55,24.06,31.82,5.58
Marcus Morris,5100,BOS,PF,SAS,,32.00,27.25,26,221,105,109.75,-1.25,48.25,9.87,28.43,5.57
Kentavious Caldwell-Pope,4800,LAL,SG,SAC,,34.00,21.27,12,230.5,-100,114.5,114.5,51.91,7.00,26.02,5.42
Daniel Theis,3500,BOS,PF,SAS,,20.00,33.27,22,221,105,109.75,-1.25,35.93,4.88,18.91,5.4
Kevon Looney,3600,GSW,C,DET,,20.00,32.22,19,218.5,-550,114.25,114.25,36.71,6.35,19.07,5.3
Ersan Ilyasova,4000,MIL,PF,CLE,,24.00,29.08,11,224,-1000,119,119,38.72,4.03,21.1,5.28
Luke Kennard,4000,DET,SG,@ GSW,,27.00,21.43,14,218.5,450,104.25,104.25,39.29,6.79,21.02,5.26
Alex Caruso,5000,LAL,PG,SAC,,30.00,39.55,20,230.5,-100,114.5,114.5,40.35,10.79,26,5.2
Cory Joseph,4400,IND,PG,DEN,,29.00,20.33,15,210.5,105,104.25,-1,39.91,6.71,22.82,5.19
Nemanja Bjelica,5200,SAC,SF,@ LAL,,28.00,26.79,1,230.5,-114,116,116,45.51,11.72,26.88,5.17
Miles Bridges,4900,CHA,SF,@ TOR,,34.00,29.00,10,223,550,105.75,105.75,35.20,17.47,25.14,5.13
Marc Gasol,6300,TOR,C,CHA,,27.00,34.08,27,223,-700,117.25,117.25,51.00,16.76,32.3,5.13
Damyean Dotson,5800,NYK,SG,LAC,,35.00,26.56,23,224,290,107.75,1.75,50.73,13.34,29.7,5.12
Eric Gordon,4700,HOU,SG,@ NOP,,32.00,30.14,29,229.5,-500,119.75,119.75,40.03,8.62,24,5.11
Kyle Kuzma,6000,LAL,PF,SAC,,34.00,32.19,23,230.5,-100,114.5,114.5,45.43,15.93,30.57,5.1
Kevin Knox,5100,NYK,SF,LAC,,34.00,24.52,13,224,290,107.75,1.75,36.40,20.59,26,5.1
Mason Plumlee,4500,DEN,C,@ IND,,23.00,28.32,4,210.5,-118,106.25, ,44.38,5.99,22.76,5.06
Davis Bertans,3600,SAS,SF,@ BOS,,22.00,30.17,13,221,-118,111.25,2.25,35.80,4.71,17.91,4.98
Clint Capela,8100,HOU,C,@ NOP,,34.00,32.85,20,229.5,-500,119.75,119.75,80.04,16.18,40.04,4.94
Thaddeus Young,6100,IND,PF,DEN,,33.00,32.20,24,210.5,105,104.25,-1,44.49,14.34,30,4.92
Willy Hernangomez,3700,CHA,C,@ TOR,,18.00,30.45,8,223,550,105.75,105.75,36.40,4.70,18.21,4.92
Bojan Bogdanovic,6100,IND,SF,DEN,,34.00,20.07,5,210.5,105,104.25,-1,51.28,9.96,29.9,4.9
Frank Ntilikina,3500,NYK,PG,LAC,,24.00,17.70,1,224,290,107.75,1.75,32.57,3.81,17.14,4.9
Shai Gilgeous-Alexander,5300,LAC,PG,@ NYK,,31.00,19.74,11,224,-400,116.25,0.25,36.27,18.01,25.91,4.89
DeAndre Jordan,6400,NYK,C,LAC,,22.00,36.40,29,224,290,107.75,1.75,43.60,18.84,31.14,4.87
