Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Boban Marjanovic,3600,LAC,C,@ ORL,,18.00,56.25,21,219.5,-165,111.5,111.5,45.20,20.67,22.61,6.28
Isaiah Canaan,3800,PHO,PG,TOR,,27.00,46.43,13,226,500,107.75,-0.25,36.01,13.84,21.69,5.71
James Ennis,3600,HOU,SF,@ BKN,,28.00,33.36,10,220.5,-180,112.25,2.5,40.88,16.44,20.45,5.68
Tyus Jones,4200,MIN,PG,@ GSW,,28.00,41.30,11,243,635,115.75,2,43.05,19.76,22.9,5.45
Chris Paul,9000,HOU,PG,@ BKN,,35.00,42.37,5,220.5,-180,112.25,2.5,78.42,27.07,48.08,5.34
Ricky Rubio,6200,UTA,PG,MEM,,34.00,41.74,13,201.5,-330,104.75,-1.5,54.04,19.25,33.13,5.34
Avery Bradley,3600,LAC,SG,@ ORL,,30.00,40.49,25,219.5,-165,111.5,111.5,32.67,14.20,19.22,5.34
TJ Warren,5400,PHO,SF,TOR,,32.00,47.45,18,226,500,107.75,-0.25,49.69,20.09,28.74,5.32
Garrett Temple,4300,MEM,SG,@ UTA,,33.00,31.80,6,201.5,265,96.75,-2.5,45.62,20.72,22.82,5.31
Royce O'Neale,3500,UTA,SF,MEM,,24.00,41.27,23,201.5,-330,104.75,-1.5,36.62,15.76,18.32,5.23
Andre Iguodala,3800,GSW,SG,MIN,,24.00,39.06,21,243,-950,127.25,2.5,33.44,11.76,19.86,5.23
Bojan Bogdanovic,4500,IND,SF,@ CHI,,31.00,42.82,29,212.5,-320,110,-1.5,46.64,20.37,23.33,5.18
D.J. Augustin,4400,ORL,PG,LAC,,28.00,53.47,27,219.5,145,108,108,39.98,14.22,22.68,5.15
Joe Ingles,6400,UTA,SF,MEM,,34.00,35.24,14,201.5,-330,104.75,-1.5,56.66,19.23,32.92,5.14
John Wall,9400,WAS,PG,OKC,,35.00,43.82,9,234,-165,118.75,118.75,65.69,18.45,48.16,5.12
Eric Gordon,5500,HOU,SG,@ BKN,,32.00,46.49,15,220.5,-180,112.25,2.5,48.07,16.50,28.16,5.12
Dante Exum,3800,UTA,PG,MEM,,25.00,41.74,13,201.5,-330,104.75,-1.5,37.54,16.78,19.24,5.06
