Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Ante Zizic,4300,CLE,C,DET,,32.00,31.70,16,211.5,230,102.5,102.5,48.23,12.27,29,6.74
Derrick Jones Jr.,3500,MIA,SF,@ OKC,,27.00,24.19,27,210,190,102.25,102.25,45.38,6.99,22.7,6.49
Shaquille Harrison,3500,CHI,PG,@ PHO,,26.00,22.86,24,226,115,112,-1,44.60,6.38,22.31,6.37
Fred VanVleet,4600,TOR,PG,NYK,,29.00,19.37,7,214,-900,113.25,113.25,51.96,10.86,28.5,6.2
Emmanuel Mudiay,4900,NYK,PG,@ TOR,,34.00,22.20,20,214,650,100.75,100.75,60.07,8.59,30.05,6.13
Mario Hezonja,3800,NYK,SF,@ TOR,,28.00,22.04,22,214,650,100.75,100.75,46.12,5.77,23.07,6.07
Goran Dragic,4100,MIA,PG,@ OKC,,27.00,19.05,6,210,190,102.25,102.25,41.68,4.97,24.87,6.07
Marquese Chriss,3500,CLE,PF,DET,,23.00,28.59,9,211.5,230,102.5,102.5,40.80,5.97,20.88,5.97
Josh Jackson,5300,PHO,PF,CHI,,30.00,22.44,2,226,-133,114,-2,62.93,9.26,31.48,5.94
De'Anthony Melton,3800,PHO,PG,CHI,,26.00,41.12,24,226,-133,114,-2,30.91,18.53,22.08,5.81
Dennis Schroder,6000,OKC,SG,MIA,,36.00,36.98,9,210,-225,107.75,107.75,49.04,19.13,34.22,5.7
Marc Gasol,7000,TOR,C,NYK,,31.00,33.57,25,214,-900,113.25,113.25,62.04,20.39,39.29,5.61
Kevon Looney,3500,GSW,C,@ SAS,,20.00,32.63,21,226.5,-138,114.5,1.5,36.90,7.44,19.63,5.61
Deandre Ayton,7500,PHO,C,CHI,,35.00,37.28,30,226,-133,114,-2,57.88,24.02,41.34,5.51
Marcus Morris,5600,BOS,PF,DEN,,32.00,25.59,16,221,-175,112.5,-0.25,51.85,11.22,30.5,5.45
Steven Adams,6400,OKC,C,MIA,,32.00,27.38,2,210,-225,107.75,107.75,59.91,15.91,34.89,5.45
Dwight Powell,6600,DAL,PF,NOP,,34.00,32.76,20,232,-188,118.25,118.25,55.85,14.56,35.87,5.43
David Nwaba,3500,CLE,SG,DET,,24.00,23.54,6,211.5,230,102.5,102.5,37.40,4.00,18.71,5.35
Kadeem Allen,3900,NYK,PG,@ TOR,,24.00,22.20,20,214,650,100.75,100.75,41.46,3.19,20.74,5.32
Josh Richardson,6100,MIA,SF,@ OKC,,37.00,27.60,24,210,190,102.25,102.25,51.65,13.07,32.34,5.3
Kevin Knox,4200,NYK,SF,@ TOR,,30.00,27.05,21,214,650,100.75,100.75,30.93,15.24,22.09,5.26
Dragan Bender,4000,PHO,PF,CHI,,25.00,27.88,7,226,-133,114,-2,34.63,9.59,20.99,5.25
Dion Waiters,4100,MIA,SG,@ OKC,,26.00,27.60,24,210,190,102.25,102.25,33.40,9.00,21.44,5.23
Luka Doncic,9800,DAL,SG,NOP,,34.00,30.83,29,232,-188,118.25,118.25,71.61,29.72,51.15,5.22
Jerami Grant,5300,OKC,PF,MIA,,32.00,29.14,11,210,-225,107.75,107.75,55.31,3.60,27.67,5.22
Pascal Siakam,8300,TOR,PF,NYK,,36.00,33.57,25,214,-900,113.25,113.25,65.74,19.44,43.11,5.19
Jeff Green,4500,WAS,SF,UTA,,29.00,30.85,17,227,180,111,-1,45.18,8.64,23.35,5.19
Tim Hardaway Jr.,5200,DAL,SG,NOP,,29.00,30.83,29,232,-188,118.25,118.25,48.12,12.28,26.87,5.17
Luke Kennard,4600,DET,SG,@ CLE,,29.00,23.14,24,211.5,-275,109,109,44.13,7.63,23.61,5.13
Lauri Markkanen,7500,CHI,PF,@ PHO,,35.00,36.14,30,226,115,112,-1,65.85,17.89,38.15,5.09
Jaylen Brown,5200,BOS,SG,DEN,,30.00,25.59,16,221,-175,112.5,-0.25,52.91,6.01,26.47,5.09
Jalen Brunson,6100,DAL,PG,NOP,,35.00,23.02,25,232,-188,118.25,118.25,43.26,17.95,30.9,5.07
Myles Turner,7200,IND,C,@ POR,,32.00,30.47,13,212.5,150,104.25,-0.75,71.23,11.16,36.47,5.07
Monte Morris,4300,DEN,SG,@ BOS,,28.00,36.82,8,221,150,108.5,-1.25,30.41,17.20,21.72,5.05
Cedi Osman,6400,CLE,SF,DET,,37.00,23.54,6,211.5,230,102.5,102.5,53.60,15.81,32.27,5.04
Davis Bertans,3700,SAS,SF,GSW,,21.00,25.51,2,226.5,120,112,1.5,36.94,4.86,18.48,4.99
Troy Daniels,3500,PHO,SG,CHI,,18.00,24.25,28,226,-133,114,-2,34.84,5.23,17.43,4.98
Al-Farouq Aminu,4200,POR,PF,IND,,26.00,24.25,7,212.5,-175,108.25,-0.25,30.77,5.92,20.93,4.98
Al Horford,6500,BOS,C,DEN,,30.00,28.32,8,221,-175,112.5,-0.25,50.42,15.78,32.28,4.97
Mikal Bridges,5100,PHO,SF,CHI,,34.00,27.33,25,226,-133,114,-2,35.48,21.26,25.34,4.97
Kelly Olynyk,5300,MIA,PF,@ OKC,,30.00,27.72,6,210,190,102.25,102.25,41.98,8.75,26.27,4.96
Frank Jackson,5100,NOP,PG,@ DAL,,33.00,41.98,27,232,163,113.75,113.75,35.43,20.48,25.31,4.96
Marco Belinelli,3700,SAS,SG,GSW,,24.00,20.50,12,226.5,120,112,1.5,30.50,5.36,18.35,4.96
Nikola Jokic,9800,DEN,C,@ BOS,,34.00,29.35,12,221,150,108.5,-1.25,71.03,29.00,48.42,4.94
Seth Curry,3500,POR,PG,IND,,25.00,20.72,15,212.5,-175,108.25,-0.25,34.34,4.59,17.18,4.91
Reggie Jackson,5600,DET,PG,@ CLE,,28.00,42.58,28,211.5,-275,109,109,41.43,14.53,27.31,4.88
Bam Adebayo,5800,MIA,PF,@ OKC,,29.00,35.09,27,210,190,102.25,102.25,48.58,8.53,28.23,4.87
Stephen Curry,9400,GSW,PG,@ SAS,,35.00,39.22,18,226.5,-138,114.5,1.5,76.84,16.92,45.74,4.87
Draymond Green,6700,GSW,PF,@ SAS,,32.00,24.48,1,226.5,-138,114.5,1.5,47.90,14.00,32.56,4.86
Kevin Durant,9600,GSW,SF,@ SAS,,35.00,32.13,22,226.5,-138,114.5,1.5,70.25,24.61,46.52,4.85
Dirk Nowitzki,3800,DAL,PF,NOP,,19.00,32.76,20,232,-188,118.25,118.25,33.43,6.71,18.43,4.85
OG Anunoby,3600,TOR,SF,NYK,,24.00,27.57,27,214,-900,113.25,113.25,31.98,3.48,17.41,4.84
Paul George,11200,OKC,SF,MIA,,37.00,29.14,11,210,-225,107.75,107.75,85.36,25.08,54.06,4.83
Jayson Tatum,6800,BOS,PF,DEN,,32.00,32.82,24,221,-175,112.5,-0.25,48.69,15.04,32.83,4.83
Paul Millsap,7000,DEN,PF,@ BOS,,33.00,26.81,2,221,150,108.5,-1.25,54.03,12.49,33.75,4.82
Jakob Poeltl,5300,SAS,C,GSW,,25.00,32.23,17,226.5,120,112,1.5,38.70,10.28,25.51,4.81
Devin Booker,9800,PHO,SG,CHI,,38.00,41.12,24,226,-133,114,-2,81.98,21.55,47.06,4.8
Bryn Forbes,3900,SAS,PG,GSW,,27.00,39.62,21,226.5,120,112,1.5,30.76,4.55,18.64,4.78
