Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Ed Davis,3900,BKN,PF,MIA,,27.00,53.21,15,217.5,105,107.75,-0.75,55.23,20.64,27.63,7.08
DeMarre Carroll,4000,BKN,SF,MIA,,28.00,43.97,28,217.5,105,107.75,-0.75,50.83,19.61,25.43,6.36
David Nwaba,3500,CLE,SG,@ WAS,,26.00,36.25,18,216,550,102,-2,40.08,19.43,20.05,5.73
Mikal Bridges,3900,PHO,SF,SAS,,30.00,32.16,5,212.5,210,103.25,0.25,27.04,4.37,22.29,5.72
Bryn Forbes,3700,SAS,PG,@ PHO,,30.00,35.85,18,212.5,-250,109.25,1.75,34.45,12.68,20.09,5.43
Garrett Temple,4200,MEM,SG,@ MIL,,34.00,34.86,12,214,400,102,-1.5,43.46,16.32,22.8,5.43
Larry Nance,6300,CLE,PF,@ WAS,,33.00,57.20,20,216,550,102,-2,58.97,20.67,33.99,5.4
Devin Booker,7600,PHO,SG,SAS,,37.00,50.52,24,212.5,210,103.25,0.25,71.70,22.21,40.97,5.39
Jonas Valanciunas,5600,TOR,C,DET,,23.00,50.80,9,223,-500,116.5,0.25,59.75,27.50,29.89,5.34
Gordon Hayward,5700,BOS,SF,CHI,,30.00,50.64,23,211.5,-1100,112.25,1.25,50.89,17.51,30.04,5.27
C.J. McCollum,6400,POR,SG,@ LAL,,35.00,50.17,25,222.5,120,110,-1.75,52.70,18.99,33.44,5.23
Noah Vonleh,4600,NYK,PF,@ OKC,,26.00,43.69,8,215.5,300,103.5,103.5,38.93,14.55,23.81,5.18
Deandre Ayton,7000,PHO,C,SAS,,34.00,44.55,2,212.5,210,103.25,0.25,47.05,14.74,36.22,5.17
D'Angelo Russell,7500,BKN,SG,MIA,,33.00,51.26,25,217.5,105,107.75,-0.75,61.24,19.21,38.81,5.17
Markieff Morris,5000,WAS,PF,CLE,,29.00,49.38,7,216,-700,114,-2,44.35,14.29,25.71,5.14
Dante Cunningham,3600,SAS,SF,@ PHO,,28.00,45.64,14,212.5,-250,109.25,1.75,32.90,12.85,18.33,5.09
TJ Warren,6400,PHO,SF,SAS,,36.00,47.52,20,212.5,210,103.25,0.25,50.25,18.68,32.48,5.08
LaMarcus Aldridge,8400,SAS,PF,@ PHO,,35.00,58.77,24,212.5,-250,109.25,1.75,72.64,27.19,42.68,5.08
J.R. Smith,4400,CLE,SG,@ WAS,,32.00,43.57,29,216,550,102,-2,39.08,15.01,22.33,5.08
Richaun Holmes,3600,PHO,PF,SAS,,17.00,60.91,29,212.5,210,103.25,0.25,36.50,12.86,18.26,5.07
Al-Farouq Aminu,5300,POR,PF,@ LAL,,30.00,37.14,20,222.5,120,110,-1.75,48.25,20.00,26.7,5.04
Reggie Jackson,5300,DET,PG,@ TOR,,31.00,47.56,16,223,400,106.5,0.25,43.51,14.00,26.71,5.04
Tyus Jones,3800,MIN,PG,NOP,,24.00,60.81,30,235.5,105,117,117,38.30,18.43,19.16,5.04
Marc Gasol,8100,MEM,C,@ MIL,,35.00,55.37,14,214,400,102,-1.5,64.65,23.40,40.76,5.03
Derrick Favors,5300,UTA,PF,@ DAL,,27.00,47.38,4,211.5,-214,108.25,-0.25,41.14,16.36,26.56,5.01
Derrick White,5600,SAS,PG,@ PHO,,30.00,50.57,29,212.5,-250,109.25,1.75,52.79,23.42,28.08,5.01
Andrew Wiggins,6700,MIN,SG,NOP,,37.00,47.18,18,235.5,105,117,117,51.67,19.11,33.53,5
Spencer Dinwiddie,5800,BKN,PG,MIA,,29.00,51.26,25,217.5,105,107.75,-0.75,52.99,20.16,28.97,4.99
Jaylen Brown,4700,BOS,SG,CHI,,30.00,41.64,27,211.5,-1100,112.25,1.25,42.16,17.17,23.46,4.99
