Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Gerald Green,3700,HOU,SF,@ LAC,,24.00, , ,221,120,109.25,109.25,41.86,18.14,22.02,5.95
Eric Gordon,5700,HOU,SG,@ LAC,,34.00, , ,221,120,109.25,109.25,60.41,25.20,30.22,5.3
DeAndre Bembry,3900,ATL,SF,@ CLE,,23.00, , ,233,275,112.5,112.5,37.30,14.73,20.46,5.25
Kevin Love,8100,CLE,PF,ATL,,32.00, , ,233,-350,120.5,120.5,69.23,24.04,42.47,5.24
Trae Young,6100,ATL,PG,@ CLE,,32.00, , ,233,275,112.5,112.5,51.73,6.10,31.93,5.23
James Ennis,3700,HOU,SF,@ LAC,,28.00, , ,221,120,109.25,109.25,38.60,15.68,19.31,5.22
Clint Capela,6800,HOU,C,@ LAC,,28.00, , ,221,120,109.25,109.25,57.12,20.77,35.39,5.2
Gary Harris,6000,DEN,SG,GSW,,34.00, , ,230.5,165,113,113,51.74,19.59,31.15,5.19
Patrick Beverley,5100,LAC,PG,HOU,,27.00, , ,221, ,110.5,110.5,44.57,17.62,26.02,5.1
Torrey Craig,3500,DEN,SG,GSW,,23.00, , ,230.5,165,113,113,35.64,17.83,17.83,5.09
Patrick Patterson,3600,OKC,PF,SAC,,20.00, , ,223,-800,117,4,33.93,14.34,18.32,5.09
Carmelo Anthony,4800,HOU,SF,@ LAC,,30.00, , ,221,120,109.25,109.25,45.17,20.06,24.31,5.06
Jerami Grant,4800,OKC,PF,SAC,,28.00, , ,223,-800,117,4,45.73,19.92,24.26,5.05
Alex Len,5400,ATL,C,@ CLE,,26.22, , ,233,275,112.5,112.5,46.12,17.26,27.18,5.03
Jamal Murray,5800,DEN,PG,GSW,,32.00, , ,230.5,165,113,113,48.68,19.93,29.1,5.02
Draymond Green,7400,GSW,PF,@ DEN,,33.00, , ,230.5,-190,117.5,117.5,55.68,14.81,37.02,5
Juan Hernangomez,3800,DEN,SF,GSW,,23.00, , ,230.5,165,113,113,37.92,16.94,18.97,4.99
George Hill,5600,CLE,PG,ATL,,28.95, , ,233,-350,120.5,120.5,47.24,17.15,27.79,4.96
Michael Carter-Williams,4000,HOU,PG,@ LAC,,19.00, , ,221,120,109.25,109.25,34.32,13.21,19.71,4.93
Montrezl Harrell,4500,LAC,PF,HOU,,19.00, , ,221, ,110.5,110.5,44.23,21.32,22.16,4.92
Justin Jackson,4100,SAC,SF,@ OKC,,28.00, , ,223,575,106,2.5,40.28,20.15,20.15,4.91
Avery Bradley,4400,LAC,SG,HOU,,28.00, , ,221, ,110.5,110.5,38.19,16.05,21.6,4.91
Jordan Clarkson,4500,CLE,SG,ATL,,22.00, , ,233,-350,120.5,120.5,41.19,16.58,21.84,4.85
Kent Bazemore,5900,ATL,SG,@ CLE,,30.00, , ,233,275,112.5,112.5,46.43,17.95,28.59,4.85
