Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
JaVale McGee,4400,LAL,C,LAC,,24.00,35.93,29,236,-175,119.75,-1.5,65.47,8.45,32.75,7.44
Alex Len,3700,ATL,C,@ MIA,,27.00,27.94,2,221.5,400,105.75,105.75,51.47,11.28,27.51,7.44
Kent Bazemore,4400,ATL,SG,@ MIA,,29.00,22.45,1,221.5,400,105.75,105.75,47.11,10.20,27.71,6.3
Rajon Rondo,6100,LAL,PG,LAC,,36.00,18.32,3,236,-175,119.75,-1.5,58.38,11.07,37.64,6.17
Luke Kornet,4200,NYK,PF,@ SAC,,28.00,34.35,25,229,500,109,-0.75,46.43,7.93,23.8,5.67
Willie Cauley-Stein,6100,SAC,C,NYK,,29.00,30.77,11,229,-650,120,-1.75,49.94,17.98,34.11,5.59
Kyle Kuzma,7000,LAL,PF,LAC,,38.00,32.28,22,236,-175,119.75,-1.5,56.57,19.83,38.07,5.44
Dwight Powell,6300,DAL,PF,@ BKN,,31.00,37.15,30,226.5,180,110.75,1.25,56.46,14.00,33.97,5.39
Shai Gilgeous-Alexander,4300,LAC,PG,@ LAL,,28.00,17.29,1,236,150,116.25,-0.5,31.54,18.23,22.53,5.24
Damyean Dotson,4800,NYK,SG,@ SAC,,28.00,25.42,15,229,500,109,-0.75,43.05,11.93,25,5.21
Jakob Poeltl,5300,SAS,C,DEN,,25.00,32.37,17,229.5,-114,115.5,1,41.57,11.04,27.4,5.17
Josh Richardson,6900,MIA,SF,ATL,,36.00,28.99,26,221.5,-500,115.75,115.75,56.21,14.81,35.51,5.15
Reggie Bullock,4500,LAL,SG,LAC,,34.00,25.84,18,236,-175,119.75,-1.5,43.40,11.55,23.11,5.14
Noah Vonleh,3900,NYK,PF,@ SAC,,22.00,34.35,25,229,500,109,-0.75,33.94,8.55,19.92,5.11
Josh Hart,3600,LAL,SG,LAC,,24.00,20.25,9,236,-175,119.75,-1.5,34.35,3.79,18.38,5.11
Marco Belinelli,3800,SAS,SG,DEN,,24.00,20.70,13,229.5,-114,115.5,1,32.14,5.65,19.34,5.09
Harrison Barnes,5700,SAC,SF,NYK,,35.00,32.28,21,229,-650,120,-1.75,44.95,12.20,28.85,5.06
Dwyane Wade,6200,MIA,SG,ATL,,26.00,28.99,26,221.5,-500,115.75,115.75,50.18,9.40,31.11,5.02
Montrezl Harrell,7200,LAC,PF,@ LAL,,29.00,32.80,20,236,150,116.25,-0.5,60.32,4.37,36.12,5.02
Ivica Zubac,4900,LAC,C,@ LAL,,21.00,34.91,28,236,150,116.25,-0.5,46.73,12.29,24.57,5.01
Kevin Huerter,4200,ATL,SG,@ MIA,,30.00,22.36,24,221.5,400,105.75,105.75,29.41,14.60,21.01,5
Buddy Hield,7600,SAC,SG,NYK,,34.00,20.61,12,229,-650,120,-1.75,65.61,16.50,38.01,5
Bogdan Bogdanovic,6800,SAC,SG,NYK,,33.00,26.03,17,229,-650,120,-1.75,55.62,13.64,33.69,4.95
DeMarre Carroll,4300,BKN,SF,DAL,,25.00,24.57,11,226.5,-214,115.75,1.25,42.44,5.48,21.23,4.94
Bryn Forbes,4000,SAS,PG,DEN,,28.00,38.42,16,229.5,-114,115.5,1,32.44,4.80,19.66,4.92
Lou Williams,7400,LAC,SG,@ LAL,,28.00,33.00,30,236,150,116.25,-0.5,72.50,8.05,36.27,4.9
Justise Winslow,6500,MIA,SF,ATL,,30.00,44.50,30,221.5,-500,115.75,115.75,52.58,15.38,31.52,4.85
Kentavious Caldwell-Pope,3600,LAL,SG,LAC,,26.00,20.25,9,236,-175,119.75,-1.5,34.75,4.69,17.42,4.84
Kelly Olynyk,5600,MIA,PF,ATL,,28.00,26.76,6,221.5,-500,115.75,115.75,43.46,9.23,27.08,4.84
LaMarcus Aldridge,8600,SAS,PF,DEN,,33.00,26.72,5,229.5,-114,115.5,1,60.53,22.06,41.63,4.84
Rudy Gay,5900,SAS,SF,DEN,,25.00,31.71,19,229.5,-114,115.5,1,50.90,6.81,28.5,4.83
Luka Doncic,9800,DAL,SG,@ BKN,,34.00,27.29,21,226.5,180,110.75,1.25,66.16,32.85,47.26,4.82
Jalen Brunson,4800,DAL,PG,@ BKN,,29.00,23.63,25,226.5,180,110.75,1.25,32.34,16.05,23.1,4.81
Mitchell Robinson,7100,NYK,C,@ SAC,,28.00,31.93,15,229,500,109,-0.75,47.66,26.96,34.04,4.79
Dion Waiters,5300,MIA,SG,ATL,,30.00,28.99,26,221.5,-500,115.75,115.75,37.96,10.62,25.34,4.78
LeBron James,12400,LAL,SF,LAC,,38.00,32.28,22,236,-175,119.75,-1.5,82.84,33.85,59.17,4.77
Harry Giles,4900,SAC,PF,NYK,,19.00,32.28,21,229,-650,120,-1.75,32.59,17.60,23.28,4.75
Cheick Diallo,4800,NOP,PF,@ UTA,,24.00,29.40,7,231,360,110.75, ,45.46,6.89,22.74,4.74
Bam Adebayo,5500,MIA,PF,ATL,,26.00,34.02,24,221.5,-500,115.75,115.75,43.81,7.35,26.06,4.74
Malcolm Brogdon,6500,MIL,SG,@ PHO,,31.00,39.28,19,232.5,-1100,123,123,42.98,24.56,30.7,4.72
Emmanuel Mudiay,5800,NYK,PG,@ SAC,,26.00,25.65,30,229,500,109,-0.75,54.75,7.83,27.39,4.72
Gary Harris,4700,DEN,SF,@ SAS,,26.00,23.14,3,229.5,-100,114,0.5,30.93,7.86,22.09,4.7
Tyler Johnson,5100,PHO,PG,MIL,,32.00,36.10,4,232.5,750,109.5,109.5,41.29,8.25,23.98,4.7
Nikola Mirotic,5600,MIL,SF,@ PHO,,25.00,37.90,30,232.5,-1100,123,123,47.35,8.74,26.26,4.69
