Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Antonio Blakeney,4000,CHI,SG,TOR,,32.00,22.35,16,215,450,102.5,102.5,43.52,13.00,26,6.5
Jeremy Lin,3500,TOR,PG,@ CHI,,24.00,41.02,23,215,-550,112.5,112.5,41.92,6.33,22.12,6.32
Danny Green,3900,TOR,SG,@ CHI,,30.00,28.21,29,215,-550,112.5,112.5,38.42,8.46,24.44,6.27
Landry Shamet,3900,LAC,PG,CLE,,30.00,23.57,25,227.5,-400,118.25,-0.5,34.10,19.29,24.36,6.25
Timothe Luwawu-Cabarrot,3500,CHI,SG,TOR,,26.00,25.09,14,215,450,102.5,102.5,43.58,6.41,21.8,6.23
Goran Dragic,5300,MIA,PG,@ NYK,,33.00,20.42,15,208,-300,107.75,107.75,55.54,13.36,32.12,6.06
James Johnson,4100,MIA,PF,@ NYK,,28.00,33.75,27,208,-300,107.75,107.75,49.12,12.93,24.77,6.04
Aron Baynes,3500,BOS,C,@ BKN,,18.00,32.50,19,223,150,109.5,109.5,41.08,4.11,20.55,5.87
David Nwaba,3500,CLE,SG,@ LAC,,25.00,26.07,24,227.5,320,109.25,0.5,40.50,4.34,20.26,5.79
Dario Saric,5200,MIN,PF,PHI,,29.00,29.40,10,229.5,150,112.75,112.75,45.43,13.25,29.97,5.76
Mitchell Robinson,6600,NYK,C,MIA,,30.00,26.22,1,208,250,100.25,100.25,53.24,28.75,38.03,5.76
Fred VanVleet,5500,TOR,PG,@ CHI,,30.00,18.97,5,215,-550,112.5,112.5,54.19,12.32,31.6,5.75
Marc Gasol,5600,TOR,C,@ CHI,,25.00,28.21,6,215,-550,112.5,112.5,52.30,16.32,31.81,5.68
Mike Scott,3500,PHI,PF,@ MIN,,25.00,32.32,23,229.5,-175,116.75,116.75,39.50,3.71,19.76,5.65
Hassan Whiteside,4600,MIA,C,@ NYK,,20.00,30.83,8,208,-300,107.75,107.75,51.89,6.65,25.96,5.64
Shai Gilgeous-Alexander,5500,LAC,PG,CLE,,32.00,23.87,27,227.5,-400,118.25,-0.5,43.36,24.53,30.97,5.63
Jaylen Brown,4800,BOS,SG,@ BKN,,32.00,24.45,9,223,150,109.5,109.5,53.71,6.10,26.87,5.6
Kelly Olynyk,4600,MIA,PF,@ NYK,,26.00,34.82,29,208,-300,107.75,107.75,41.07,8.56,25.7,5.59
Patrick Beverley,5600,LAC,PG,CLE,,32.00,23.87,27,227.5,-400,118.25,-0.5,54.16,11.50,31.09,5.55
J.J. Redick,5200,PHI,SF,@ MIN,,33.00,26.12,29,229.5,-175,116.75,116.75,48.56,12.24,28.8,5.54
Brandon Sampson,3500,CHI,SG,TOR,,28.00,22.35,16,215,450,102.5,102.5,27.01,15.28,19.29,5.51
Marcus Morris,5100,BOS,PF,@ BKN,,31.00,24.45,9,223,150,109.5,109.5,47.21,10.22,27.77,5.45
Bogdan Bogdanovic,5100,SAC,SG,@ HOU,,30.00,24.04,9,229,400,109.5,0.5,45.81,10.81,27.73,5.44
P.J. Tucker,4000,HOU,PF,SAC,,33.00,26.04,22,229,-500,119.5,0.5,32.48,6.68,21.68,5.42
De'Anthony Melton,3500,PHO,PG,MEM,,22.00,41.26,25,220.5,110,109.25, ,26.56,11.02,18.97,5.42
Ish Smith,4000,DET,PG,POR,,24.00,24.60,29,216,-225,110.75,0.75,40.24,6.46,21.54,5.39
Derrick Jones Jr.,4000,MIA,SF,@ NYK,,23.00,22.63,20,208,-300,107.75,107.75,38.77,8.01,21.42,5.36
Rodions Kurucs,3900,BKN,PF,BOS,,25.00,27.39,2,223,-175,113.5,113.5,29.22,16.53,20.87,5.35
Josh Jackson,5400,PHO,PF,MEM,,29.00,21.53,1,220.5,110,109.25, ,57.39,8.44,28.71,5.32
Mario Hezonja,4100,NYK,SF,MIA,,24.00,23.35,24,208,250,100.25,100.25,35.09,5.56,21.73,5.3
Tobias Harris,7000,PHI,PF,@ MIN,,36.00,32.32,23,229.5,-175,116.75,116.75,58.77,16.73,36.78,5.25
Luke Kennard,4100,DET,SG,POR,,27.00,21.11,12,216,-225,110.75,0.75,39.68,6.86,21.23,5.18
Clint Capela,8200,HOU,C,SAC,,33.00,31.50,13,229,-500,119.5,0.5,75.71,17.98,42.2,5.15
Dion Waiters,4800,MIA,SG,@ NYK,,32.00,24.27,11,208,-300,107.75,107.75,38.45,10.37,24.68,5.14
Anthony Tolliver,3500,MIN,PF,PHI,,21.00,29.40,10,229.5,150,112.75,112.75,32.56,5.65,17.99,5.14
Langston Galloway,3500,DET,SG,POR,,24.00,21.11,12,216,-225,110.75,0.75,35.96,4.50,17.99,5.14
