Date,Name,Salaries,Team,Position,Opponent,Unnamed: 6,Projected Minutes,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FD_PTS,Position #,Play?
2019-02-11,Dennis Smith Jr.,6900,NYK,PG,@ CLE,,33.0,43.79,29,209.0,105,103.75,-1.0,63.95,15.59,35.43,5.13,L,31,5,12,0.417,0,2,0.0,0,2,0.0,1,1,2,4,3,2,1,2,10,6,32.4,1.0,1.0
2019-02-11,Eric Bledsoe,8100,MIL,PG,@ CHI,,30.0,44.27,30,227.5,-667,119.25,5.25,66.45,14.16,33.24,4.1,W,30,5,8,0.625,3,6,0.5,6,6,1.0,0,1,1,2,2,0,4,2,19,-2,25.2,1.0,1.0
2019-02-11,Jordan Clarkson,5800,CLE,SG,NYK,,31.0,24.55,9,209.0,-118,105.25,-1.0,59.47,10.35,29.75,5.13,W,28,6,17,0.353,2,8,0.25,1,1,1.0,0,6,6,1,1,0,2,1,15,-2,24.7,2.0,1.0
2019-02-11,Malik Beasley,4600,DEN,SG,MIA,,32.0,27.33,25,213.0,-450,111.25,111.25,49.51,8.15,25.22,5.48,W,28,8,13,0.615,5,7,0.7140000000000001,2,2,1.0,0,0,0,2,0,0,0,4,23,3,26.0,2.0,1.0
2019-02-11,Jabari Parker,3900,WAS,SF,@ DET,,26.0,29.53,11,225.0,210,109.5,1.75,47.15,4.66,25.2,6.46,L,20,0,3,0.0,0,3,0.0,0,2,0.0,1,4,5,2,0,0,2,3,0,7,7.0,3.0,1.0
2019-02-11,Danilo Gallinari,7000,LAC,SF,@ MIN,,33.0,30.81,17,233.0,150,114.75,5.75,60.04,11.71,33.54,4.79,L,26,2,10,0.2,1,7,0.14300000000000002,7,8,0.875,0,5,5,1,1,0,2,3,12,-12,20.5,3.0,1.0
2019-02-11,Blake Griffin,9000,DET,PF,WAS,,36.0,30.27,16,225.0,-250,115.5,3.25,83.16,26.86,46.8,5.2,W,40,12,23,0.522,4,10,0.4,3,4,0.75,2,7,9,9,0,0,2,5,31,-2,53.3,4.0,1.0
2019-02-11,Bobby Portis,6400,WAS,PF,@ DET,,30.0,27.47,7,225.0,210,109.5,1.75,62.35,5.99,31.19,4.87,L,32,9,17,0.529,6,10,0.6,0,1,0.0,1,4,5,1,2,0,2,1,24,4,35.5,4.0,1.0
2019-02-11,Myles Turner,8000,IND,C,CHA,,29.0,33.86,28,215.0,-225,110.0,-0.25,70.03,11.94,35.86,4.48,W,33,6,10,0.6,2,3,0.667,4,4,1.0,0,8,8,1,3,3,0,5,18,-5,47.1,5.0,1.0
