"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"29850-40199","SF","Giannis","Giannis Antetokounmpo","Antetokounmpo","51.94444444444444","9","12500","MIL@GS","MIL","GS","","","","",""
"29850-9642","PG","Russell","Russell Westbrook","Westbrook","50.08571515764509","7","12000","HOU@OKC","OKC","HOU","O","Ankle","","",""
"29850-9644","SG","James","James Harden","Harden","49.583333333333336","6","11500","HOU@OKC","HOU","OKC","","","","",""
"29850-9646","SF","Kevin","Kevin Durant","Durant","47.8272705078125","11","10800","MIL@GS","GS","MIL","","","","",""
"29850-9524","PG","Stephen","Stephen Curry","Curry","48.1181807084517","11","10700","MIL@GS","GS","MIL","","","","",""
"29850-12341","SF","Paul","Paul George","George","42.98999938964844","10","10500","HOU@OKC","OKC","HOU","","","","",""
"29850-20848","PG","Damian","Damian Lillard","Lillard","42.2909102006392","11","9800","LAC@POR","POR","LAC","","","","",""
"29850-14498","PG","Kyrie","Kyrie Irving","Irving","35.61000061035156","10","8500","BOS@PHO","BOS","PHO","","","","",""
"29850-9623","PG","Chris","Chris Paul","Paul","42.385716029575896","7","8300","HOU@OKC","HOU","OKC","","","","",""
"29850-58460","SG","Devin","Devin Booker","Booker","36.857142857142854","7","8200","BOS@PHO","PHO","BOS","","","","",""
"29850-55057","C","Jusuf","Jusuf Nurkic","Nurkic","32.5","11","8100","LAC@POR","POR","LAC","","","","",""
"29850-55059","C","Clint","Clint Capela","Capela","36.43333265516493","9","7900","HOU@OKC","HOU","OKC","","","","",""
"29850-15860","PF","Draymond","Draymond Green","Green","33.2090897993608","11","7900","MIL@GS","GS","MIL","O","Toe","","",""
"29850-23169","C","Steven","Steven Adams","Adams","35.22222222222222","9","7800","HOU@OKC","OKC","HOU","","","","",""
"29850-14518","PF","Tobias","Tobias Harris","Harris","35.45","10","7800","LAC@POR","LAC","POR","GTD","Illness","","",""
"29850-16261","SG","Khris","Khris Middleton","Middleton","34.429998779296874","10","7500","MIL@GS","MIL","GS","","","","",""
"29850-84673","C","Deandre","Deandre Ayton","Ayton","36.57999877929687","10","7500","BOS@PHO","PHO","BOS","","","","",""
"29850-40201","SG","Dennis","Dennis Schroder","Schroder","30.23999938964844","10","7000","HOU@OKC","OKC","HOU","","","","",""
"29850-19067","SG","CJ","CJ McCollum","McCollum","31.027271617542613","11","7000","LAC@POR","POR","LAC","","","","",""
"29850-9453","C","Al","Al Horford","Horford","29.939999389648438","10","7000","BOS@PHO","BOS","PHO","","","","",""
"29850-12355","PG","Eric","Eric Bledsoe","Bledsoe","29.789999389648436","10","6800","MIL@GS","MIL","GS","","","","",""
"29850-9637","SF","Danilo","Danilo Gallinari","Gallinari","31.289999389648436","10","6700","LAC@POR","LAC","POR","","","","",""
"29850-14509","SG","Klay","Klay Thompson","Thompson","29.28181873668324","11","6500","MIL@GS","GS","MIL","","","","",""
"29850-80808","PF","Jayson","Jayson Tatum","Tatum","29.689999389648438","10","6400","BOS@PHO","BOS","PHO","","","","",""
"29850-9662","SG","Lou","Lou Williams","Williams","26.2","10","6200","LAC@POR","LAC","POR","","","","",""
"29850-23776","PF","Montrezl","Montrezl Harrell","Harrell","27.75","10","5800","LAC@POR","LAC","POR","","","","",""
"29850-23831","PF","Jerami","Jerami Grant","Grant","25.339999389648437","10","5600","HOU@OKC","OKC","HOU","","","","",""
"29850-12342","PF","Al-Farouq","Al-Farouq Aminu","Aminu","22.33636335893111","11","5400","LAC@POR","POR","LAC","","","","",""
"29850-12366","SF","Gordon","Gordon Hayward","Hayward","22.711110432942707","9","5400","BOS@PHO","BOS","PHO","","","","",""
"29850-63826","C","Boban","Boban Marjanovic","Marjanovic","19.83000030517578","10","5400","LAC@POR","LAC","POR","","","","",""
"29850-67026","SG","Jaylen","Jaylen Brown","Brown","21.055555555555557","9","5400","BOS@PHO","BOS","PHO","","","","",""
"29850-9538","SF","Trevor","Trevor Ariza","Ariza","23.56999969482422","10","5300","BOS@PHO","PHO","BOS","","","","",""
"29850-9598","PF","Ersan","Ersan Ilyasova","Ilyasova","21.86999969482422","10","5300","MIL@GS","MIL","GS","","","","",""
"29850-9508","SF","Carmelo","Carmelo Anthony","Anthony","24.922222561306423","9","5200","HOU@OKC","HOU","OKC","","","","",""
"29850-14512","PF","Marcus","Marcus Morris","Morris","24.88000030517578","10","5100","BOS@PHO","BOS","PHO","","","","",""
"29850-9556","SG","Eric","Eric Gordon","Gordon","23.400000435965403","7","5000","HOU@OKC","HOU","OKC","GTD","Hip","","",""
"29850-9621","C","Brook","Brook Lopez","Lopez","21.8","10","4900","MIL@GS","MIL","GS","","","","",""
"29850-19456","PG","Isaiah","Isaiah Canaan","Canaan","17.766665988498264","9","4800","BOS@PHO","PHO","BOS","","","","",""
"29850-23407","PF","PJ","P.J. Tucker","Tucker","24.13333299424913","9","4800","HOU@OKC","HOU","OKC","","","","",""
"29850-23670","SG","Marcus","Marcus Smart","Smart","18.61999969482422","10","4800","BOS@PHO","BOS","PHO","","","","",""
"29850-12359","SF","Evan","Evan Turner","Turner","24.59090909090909","11","4600","LAC@POR","POR","LAC","","","","",""
"29850-23120","SF","TJ","TJ Warren","Warren","21.822221544053818","9","4500","BOS@PHO","PHO","BOS","","","","",""
"29850-12474","PG","Patrick","Patrick Beverley","Beverley","19.589999389648437","10","4500","LAC@POR","LAC","POR","","","","",""
"29850-16359","SG","Malcolm","Malcolm Brogdon","Brogdon","22.460000610351564","10","4500","MIL@GS","MIL","GS","","","","",""
"29850-84670","SF","Mikal","Mikal Bridges","Bridges","13.269999694824218","10","4400","BOS@PHO","PHO","BOS","","","","",""
"29850-101331","PF","Gary","Gary Clark","Clark","10.774999618530273","8","4400","HOU@OKC","HOU","OKC","","","","",""
"29850-80815","PF","Zach","Zach Collins","Collins","20.672726717862215","11","4200","LAC@POR","POR","LAC","","","","",""
"29850-40206","SG","Alex","Alex Abrines","Abrines","13.730000305175782","10","4100","HOU@OKC","OKC","HOU","","","","",""
"29850-16201","PG","Michael","Michael Carter-Williams","Carter-Williams","13.285714285714286","7","4100","HOU@OKC","HOU","OKC","O","Illness","","",""
"29850-42677","PG","Terry","Terry Rozier","Rozier","19.230000305175782","10","4000","BOS@PHO","BOS","PHO","","","","",""
"29850-84680","PG","Shai","Shai Gilgeous-Alexander","Gilgeous-Alexander","18.730000305175782","10","4000","LAC@POR","LAC","POR","","","","",""
"29850-9962","PF","Jonas","Jonas Jerebko","Jerebko","16.436363913796164","11","4000","MIL@GS","GS","MIL","","","","",""
"29850-58576","PF","Kevon","Kevon Looney","Looney","16.063636086203836","11","3900","MIL@GS","GS","MIL","","","","",""
"29850-18435","SF","Alfonzo","Alfonzo McKinnie","McKinnie","13.136363636363637","11","3800","MIL@GS","GS","MIL","","","","",""
