Date,Name,Salaries,Team,Position,Opponent,Unnamed: 6,Projected Minutes,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FD_PTS
2019-02-03,Russell Westbrook,11700,OKC,PG,@ BOS,,35.0,47.16,5,228.5,138,112.5,0.5,73.08,26.52,52.2,4.46,L,37,8,19,0.421,1,3,0.333,5,8,0.625,2,10,12,16,2,0,4,4,22,-5,62.40000000000001
2019-02-03,Mike Conley,9000,MEM,PG,@ NYK,,32.0,42.83,23,201.5,-138,102.0,102.0,58.15,12.35,32.76,3.64,W,34,9,17,0.529,2,6,0.333,5,5,1.0,1,7,8,7,3,1,1,0,25,25,56.1
2019-02-03,Paul George,12000,OKC,SF,@ BOS,,36.0,41.93,2,228.5,138,112.5,0.5,73.83,22.55,46.79,3.9,L,39,11,27,0.407,5,16,0.313,10,12,0.833,0,4,4,4,1,1,2,2,37,-6,51.8
2019-02-03,Kyrie Irving,10400,BOS,PG,OKC,,34.0,46.58,4,228.5,-160,116.0,1.0,61.25,22.01,43.75,4.21,W,37,14,19,0.737,1,5,0.2,1,1,1.0,1,3,4,11,0,1,4,5,30,5,50.3
2019-02-03,Marc Gasol,8300,MEM,C,@ NYK,,31.0,59.32,28,201.5,-138,102.0,102.0,56.04,18.1,34.42,4.15,W,32,11,19,0.579,1,4,0.25,1,1,1.0,2,7,9,5,1,0,1,2,24,24,44.3
2019-02-03,Al Horford,8000,BOS,C,OKC,,31.0,52.08,7,228.5,-160,116.0,1.0,53.53,16.76,34.27,4.28,W,31,8,13,0.615,1,2,0.5,0,0,,0,2,2,9,2,1,1,3,17,6,40.9
2019-02-03,Marcus Smart,5000,BOS,SG,OKC,,29.0,46.58,4,228.5,-160,116.0,1.0,45.76,11.83,27.58,5.52,W,28,6,11,0.545,4,9,0.444,2,2,1.0,0,4,4,7,2,0,0,1,18,4,39.3
2019-02-03,Shai Gilgeous-Alexander,4700,LAC,PG,@ TOR,,29.0,40.02,11,227.0,360,108.75,-1.0,34.48,17.12,24.63,5.24,L,26,9,15,0.6,0,0,,1,2,0.5,1,4,5,3,1,2,1,0,19,-12,37.5
2019-02-03,DeAndre Jordan,6900,NYK,C,MEM,,28.0,47.85,1,201.5,120,99.5,99.5,59.65,4.98,29.84,4.32,L,29,3,4,0.75,0,0,,6,8,0.75,1,11,12,2,1,1,1,1,12,-13,34.4
2019-02-03,Jayson Tatum,6400,BOS,PF,OKC,,31.0,47.73,15,228.5,-160,116.0,1.0,48.35,14.93,32.6,5.09,W,31,4,8,0.5,0,2,0.0,3,4,0.75,0,7,7,2,2,2,0,3,11,12,34.4
2019-02-03,Steven Adams,7100,OKC,C,@ BOS,,34.0,51.68,8,228.5,138,112.5,0.5,61.73,16.41,36.06,5.08,L,36,7,11,0.636,0,0,,2,4,0.5,4,5,9,0,2,0,0,3,16,-7,32.8
2019-02-03,Fred VanVleet,4500,TOR,PG,LAC,,32.0,42.87,24,227.0,-450,118.25,-1.5,65.25,9.16,33.19,7.38,W,26,4,10,0.4,1,4,0.25,0,0,,1,4,5,7,3,0,2,3,9,11,32.5
