Player Name,Salary,Team,Position,Ceiling,Floor,Projection
Derrick Rose,5700,MIN,PG,42.7633,23.93126,26.98
Jamal Murray,7000,DEN,PG,54.87276,22.61124,35.22
Bradley Beal,8500,WAS,SG,67.7751,29.16305,42.95
Austin Rivers,3500,WAS,SG,36.80242,19.94172,24.26
Rodney Hood,4800,CLE,SF,41.81562,16.73142,25.86
Jonathan Isaac,4900,ORL,SF,39.306309999999996,21.687070000000002,24.07
Anthony Davis,12800,NOP,PF,92.14926,33.04182,63.42
LaMarcus Aldridge,8000,SAS,PF,56.63981999999999,24.95129,39.17
Jonas Valanciunas,4500,TOR,C,40.3615,20.47,22.25
