Player Name,Salary,Position,Ceiling,Floor,Projection
Reggie Jackson,5800,PG,48.23401,14.07714,30.47
Chris Paul,8500,PG,63.30903000000001,20.30667,41.19
Evan Fournier,6000,SG,47.69877,16.50299,30.17
Victor Oladipo,9100,SG,64.20076,24.22589,43.03
Kyle Anderson,4500,SF,45.82822,14.569020000000002,27.91
Stanley Johnson,4600,SF,37.28725,15.834000000000001,22.75
Kelly Olynyk,4800,PF,51.86223,20.12339,30.17
Anthony Davis,11800,PF,83.89544000000001,25.51174,55.34
Tristan Thompson,4900,C,45.50442,18.91591,29.51
