"Derrick Rose",6400,MIN,PG,DEN,50.74688,23.74976,27.52
"Dario Saric",4600,MIN,PF,DEN,41.74564,17.44402,21.43
"Karl-Anthony Towns",10000,MIN,C,DEN,76.2073,27.34045,48.05
"Tyus Jones",3500,MIN,PG,DEN,15.33233,7.37854,7.67
"Gorgui Dieng",3500,MIN,C,DEN,17.78084,7.34928,10.04
"Allen Crabbe",4400,BKN,SG,DAL,38.6835,13.407,20.5
"D'Angelo Russell",7400,BKN,SG,DAL,61.9992,18.88416,37.92
"Taj Gibson",4800,MIN,PF,DEN,32.70672,11.2887,20.34
"Robert Covington",6600,MIN,SF,DEN,48.02124,18.60677,29.21
"Trey Lyles",4200,DEN,PF,MIN,35.24454,15.81632,19.01
"Monte Morris",4800,DEN,SG,MIN,37.30963,16.58682,21.43
"Malik Beasley",3600,DEN,SG,MIN,25.94702,12.98,12.98
"Mason Plumlee",3800,DEN,C,MIN,31.44427,12.85141,15.73
"Andrew Wiggins",6800,MIN,SG,DEN,48.29184,17.95224,31.44
"Jeff Teague",6600,MIN,PG,DEN,49.75727,14.87134,29.39
"Joe Harris",4700,BKN,SF,DAL,36.26304,14.10816,21.12
"Jared Dudley",3700,BKN,SF,DAL,25.8516,10.44585,15.03
"Luka Doncic",7600,DAL,SG,BKN,47.8906,10.9854,35.9
"Harrison Barnes",5900,DAL,SF,BKN,44.04462,17.18598,29.58
"DeAndre Jordan",7500,DAL,C,BKN,51.34544,21.03688,35.12
"J.J. Barea",4100,DAL,PG,BKN,34.60096,14.44352,19.84
"Maxi Kleber",3600,DAL,PF,BKN,22.8448,9.7586,11.8
"Dwight Powell",3700,DAL,PF,BKN,26.45112,11.45928,14.36
"Dorian Finney-Smith",4200,DAL,SF,BKN,35.8382,13.06914,21.46
"Dennis Smith Jr.",6100,DAL,PG,BKN,46.51497,16.00326,29.31
"Spencer Dinwiddie",6300,BKN,PG,DAL,52.4673,20.3991,29.1
"Jarrett Allen",6800,BKN,C,DAL,47.515,17.544,29.24
"Rondae Hollis-Jefferson",5700,BKN,PF,DAL,47.45626,18.46972,23.74
"Ed Davis",4000,BKN,PF,DAL,32.97636,12.3432,16.68
"Shabazz Napier",3700,BKN,PG,DAL,11.27436,4.60224,5.64
"DeMarre Carroll",3900,BKN,SF,DAL,30.28116,12.22598,15.34
"Nikola Jokic",9300,DEN,C,MIN,68.0552,17.54,43.85
"Paul Millsap",5900,DEN,PF,MIN,46.46488,17.67444,27.79
"Reggie Bullock",4700,DET,SG,HOU,40.13544,14.58888,21.36
"Reggie Jackson",5300,DET,PG,HOU,39.64986,12.75416,24.34
"Ante Zizic",3500,CLE,PF,LAL,24.7876,12.4,12.4
"Glenn Robinson",3500,DET,SF,HOU,24.30452,9.13192,14.18
"Blake Griffin",9200,DET,PF,HOU,61.43952,18.9934,41.29
"Ish Smith",4000,DET,PG,HOU,30.072,11.1888,16.8
"Andre Drummond",10000,DET,C,HOU,65.6397,21.0645,45.3
"Andrew Harrison",3700,CLE,PG,LAL,20.7413,7.9969,10.55
"Kyle Korver",3500,CLE,SG,LAL,23.988,9.492,12
"Cedi Osman",5100,CLE,SF,LAL,38.37583,11.04499,24.49
"Rodney Hood",4900,CLE,SF,LAL,45.05838,15.32743,23.69
"Larry Nance",6000,CLE,PF,LAL,39.78968,13.36272,22.96
"Tristan Thompson",6100,CLE,C,LAL,44.95712,16.77546,27.82
"David Nwaba",3900,CLE,SG,LAL,38.62068,19.32,19.32
"Jordan Clarkson",5600,CLE,SG,LAL,47.9248,21.95424,24.64
"Langston Galloway",4100,DET,SG,HOU,37.86106,15.73914,18.94
"Stanley Johnson",4300,DET,SF,HOU,25.5899,10.4148,13.15
"Isaiah Hartenstein",3500,HOU,PF,DET,8.35757,1.35044,6.89
"Gary Clark",4400,HOU,SF,DET,19.00771,3.07132,15.67
"Gerald Green",3500,HOU,SF,DET,12.45377,5.05253,6.23
"Jamal Murray",7000,DEN,PG,MIN,59.46885,20.9622,32.55
"Juan Hernangomez",5300,DEN,SF,MIN,41.32761,14.0382,21.27
"Gary Harris",6600,DEN,SF,MIN,49.16925,17.98875,30.75
"Eric Gordon",5000,HOU,SG,DET,41.47258,17.23566,23.26
"Clint Capela",8400,HOU,C,DET,68.7999,22.81669,38.87
"Zaza Pachulia",3500,DET,C,HOU,19.107,7.3919,9.65
"Jose Calderon",3500,DET,PG,HOU,14.65267,5.82735,7.33
"Chris Paul",8700,HOU,PG,DET,64.8849,20.35686,41.46
"James Harden",11100,HOU,SG,DET,74.32371,19.96185,54.69
"P.J. Tucker",4700,HOU,PF,DET,45.01748,19.00688,22.52
"James Ennis",3800,HOU,SF,DET,32.22698,13.76122,17.62
"Devin Harris",3500,DAL,PG,BKN,20.96951,10.49,10.49
"Jalen Brunson",3600,DAL,PG,BKN,7.29534,1.10591,6.11
"Hamidou Diallo",3700,OKC,SG,GSW,9.52884,2.54656,6.92
"Russell Westbrook",11000,OKC,PG,GSW,72.42697,18.92286,55.33
"Raulzinho Neto",3500,UTA,PG,SAC,3.23838,1.49688,1.62
"Paul George",8900,OKC,SF,GSW,67.0351,25.1944,40.9
"Jerami Grant",5100,OKC,PF,GSW,39.67101,15.48666,21.69
"Dennis Schroder",6000,OKC,SG,GSW,53.85588,23.59572,30.02
"Steven Adams",7300,OKC,C,GSW,55.40773,23.53666,35.77
"Ekpe Udoh",3500,UTA,C,SAC,3.75812,1.49272,1.88
"Thabo Sefolosha",3500,UTA,SF,SAC,10.85508,5.25366,6.21
"Rudy Gobert",7900,UTA,C,SAC,62.4734,16.58195,40.15
"Derrick Favors",5600,UTA,PF,SAC,40.53424,16.7,26.72
"Jae Crowder",4800,UTA,SF,SAC,39.9735,15.5115,20.25
"Dante Exum",3500,UTA,PG,SAC,29.22538,11.95916,14.62
"Royce O'Neale",3500,UTA,SF,SAC,15.5008,6.4356,8.65
"Alec Burks",3500,UTA,SG,SAC,26.631,13.45,13.45
"Patrick Patterson",3500,OKC,PF,GSW,21.08945,8.93585,10.55
"Nerlens Noel",3700,OKC,C,GSW,21.55605,9.33547,10.97
