"Jeremy Lin",3700,ATL,PG,SAC,23.1868,9.66966,12.74
"Eric Bledsoe",7800,MIL,PG,BOS,62.8111,19.2357,31.9
"Kevin Huerter",3500,ATL,SG,SAC,21.1584,4.28127,16.53
"Alex Poythress",3500,ATL,PF,SAC,16.15192,8.08,8.08
"DeAndre Bembry",4900,ATL,SF,SAC,35.62676,16.58956,20.92
"Omari Spellman",3500,ATL,PF,SAC,18.9056,3.82543,14.77
"Malcolm Brogdon",5500,MIL,SG,BOS,44.87811,18.32376,25.17
"Khris Middleton",7600,MIL,SG,BOS,51.677,20.1707,33.34
"John Henson",3900,MIL,PF,BOS,29.16541,12.51822,14.59
"Tony Snell",3600,MIL,SG,BOS,17.29135,8.65,8.65
"Donte DiVincenzo",3700,MIL,SG,BOS,16.85794,2.84012,14.06
"Ersan Ilyasova",5400,MIL,PF,BOS,33.67225,15.68925,18.35
"Giannis Antetokounmpo",11500,MIL,SF,BOS,74.62512,21.28317,53.61
"Brook Lopez",4900,MIL,C,BOS,42.07128,15.7184,24.56
"Dewayne Dedmon",5400,ATL,C,SAC,44.69764,18.96128,22.36
"Alex Len",5300,ATL,C,SAC,41.37406,14.45067,23.27
"Justin Jackson",3600,SAC,SF,ATL,28.6356,12.69609,14.61
"Marvin Bagley III",5500,SAC,PF,ATL,29.1357,4.9086,24.3
"Willie Cauley-Stein",7300,SAC,C,ATL,49.69533,16.01778,33.51
"Nemanja Bjelica",7200,SAC,SF,ATL,51.49725,17.93925,29.75
"Buddy Hield",8000,SAC,SG,ATL,63.24075,23.29155,36.45
"Iman Shumpert",3600,SAC,SG,ATL,35.43345,14.25414,20.19
"Yogi Ferrell",3500,SAC,PG,ATL,15.5624,6.20908,7.94
"Frank Mason",3800,SAC,SG,ATL,22.96348,9.87772,12.68
"Taurean Prince",6900,ATL,SF,SAC,53.9574,19.488,30.45
"Vince Carter",3600,ATL,SG,SAC,26.5824,9.6844,14.2
"Kent Bazemore",6900,ATL,SG,SAC,53.17433,20.16745,30.79
"Trae Young",7300,ATL,PG,SAC,41.3829,7.0902,35.1
"Kosta Koufos",3700,SAC,C,ATL,25.42728,11.10456,12.72
"Thon Maker",3700,MIL,C,BOS,6.77661,2.74251,3.39
"Kyrie Irving",7600,BOS,PG,MIL,50.91312,18.53616,35.04
"Jake Layman",3500,POR,SF,NOP,19.68912,8.72586,10.17
"Al-Farouq Aminu",4900,POR,PF,NOP,41.7897,18.9036,26.55
"C.J. McCollum",6900,POR,SG,NOP,54.37916,17.06544,33.86
"Damian Lillard",9600,POR,PG,NOP,76.76704,24.85056,48.16
"Frank Jackson",4100,NOP,PG,POR,22.31692,3.97376,17.74
"Tim Frazier",3600,NOP,PG,POR,37.42134,15.41444,19.22
"Jusuf Nurkic",6800,POR,C,NOP,50.78424,17.81286,31.98
"Evan Turner",4500,POR,SF,NOP,36.16612,15.12439,20.69
"Cheick Diallo",3600,NOP,PF,POR,27.74612,10.92356,13.88
"Jahlil Okafor",3500,NOP,C,POR,29.28535,13.0971,14.65
"Caleb Swanigan",3600,POR,PF,NOP,21.06946,10.54,10.54
"Seth Curry",3700,POR,PG,NOP,28.92553,12.1548,14.47
"Zach Collins",4700,POR,PF,NOP,42.06399,17.24087,23.33
"Nik Stauskas",3600,POR,SG,NOP,33.0691,13.20335,17.35
"Ian Clark",3500,NOP,SG,POR,10.57471,4.42244,5.29
"Solomon Hill",3500,NOP,SF,POR,24.20789,12.11,12.11
"Terry Rozier",4400,BOS,PG,MIL,35.1345,13.895,19.85
"Marcus Smart",4000,BOS,SG,MIL,34.07565,13.22937,19.09
"Al Horford",6700,BOS,C,MIL,51.60078,16.77186,32.13
"Jayson Tatum",6400,BOS,PF,MIL,49.898,18.71584,32.72
"Jaylen Brown",5000,BOS,SG,MIL,36.18802,15.7487,22.66
"Gordon Hayward",5200,BOS,SF,MIL,38.66382,13.7268,25.42
"Marcus Morris",4700,BOS,PF,MIL,41.57631,17.68623,21.03
"Aron Baynes",3700,BOS,C,MIL,29.7851,13.3802,14.9
"Nikola Mirotic",7700,NOP,SF,POR,59.93708,22.55656,37.72
"Julius Randle",7000,NOP,C,POR,72.79296,31.5534,36.69
"E'Twaun Moore",4400,NOP,SF,POR,37.74555,16.18638,22.67
"Jrue Holiday",8300,NOP,SG,POR,69.29965,23.25722,42.91
"Semi Ojeleye",3500,BOS,SF,MIL,4.85757,2.43,2.43
"De'Aaron Fox",8200,SAC,PG,ATL,63.52782,20.47268,39.07
"Hamidou Diallo",3500,OKC,SG,CHA,13.9293,3.6113,7.37
"Patrick Beverley",4600,LAC,PG,PHI,38.20368,14.75236,22.42
"Avery Bradley",3600,LAC,SG,PHI,31.70024,13.12476,17.93
"David Nwaba",3500,CLE,SG,DEN,19.8014,5.3606,10.94
"Kyle Korver",3500,CLE,SG,DEN,21.22938,10.62,10.62
"Jordan Clarkson",4300,CLE,SG,DEN,37.2084,14.8672,20.2
"Collin Sexton",5000,CLE,PG,DEN,27.4944,5.56332,21.48
"Danilo Gallinari",6400,LAC,SF,PHI,54.25686,21.24591,31.29
"Tobias Harris",7500,LAC,PF,PHI,62.88312,21.30592,38.32
"Luc Mbah a Moute",3600,LAC,PF,PHI,16.77161,7.25735,8.39
"Mike Scott",3500,LAC,PF,PHI,14.81259,7.41,7.41
"Shai Gilgeous-Alexander",4200,LAC,PG,PHI,21.33021,3.59358,17.79
"Montrezl Harrell",5600,LAC,PF,PHI,48.98614,23.31783,26.71
"Marcin Gortat",3600,LAC,C,PHI,29.9439,10.0499,17.15
"Lou Williams",5000,LAC,SG,PHI,45.7665,18.89335,23.47
"Larry Nance",6300,CLE,PF,DEN,45.75711,20.76123,22.89
"Tristan Thompson",5000,CLE,C,DEN,39.52646,15.1335,22.42
"Trey Lyles",4400,DEN,PF,CLE,38.08512,15.6978,20.52
"Monte Morris",4900,DEN,SG,CLE,26.9775,4.545,22.5
"Nikola Jokic",10200,DEN,C,CLE,72.05562,20.30483,48.23
"Paul Millsap",6700,DEN,PF,CLE,45.80674,17.82438,27.38
"Gary Harris",7700,DEN,SG,CLE,48.04839,19.77534,31.59
"Torrey Craig",3500,DEN,SG,CLE,30.08495,12.0701,15.05
"Juan Hernangomez",3800,DEN,SF,CLE,9.7951,4.1258,4.9
"Mason Plumlee",3600,DEN,C,CLE,32.00964,13.23042,17.34
"Cedi Osman",6300,CLE,SF,DEN,46.7718,15.4199,28.45
"Sam Dekker",4500,CLE,SF,DEN,35.7075,13.4136,20.7
"Rodney Hood",5700,CLE,SG,DEN,43.99915,16.01665,26.65
"George Hill",5100,CLE,PG,DEN,35.9695,12.126,21.5
"Malik Beasley",3600,DEN,SG,CLE,34.16291,17.09,17.09
"Boban Marjanovic",3600,LAC,C,PHI,14.29022,7.21,7.21
"Ben Simmons",9800,PHI,PG,LAC,68.85627,18.59256,45.57
"Jeremy Lamb",5400,CHA,SG,OKC,39.06032,13.05096,23.14
"Nicolas Batum",6600,CHA,SF,OKC,50.49834,18.6921,29.67
"Kemba Walker",9200,CHA,PG,OKC,77.7755,24.46235,43.45
"Alex Abrines",3500,OKC,SG,CHA,22.22888,11.12,11.12
"Nerlens Noel",3600,OKC,C,CHA,30.2634,13.30964,15.64
"Patrick Patterson",3500,OKC,PF,CHA,24.63345,10.96105,12.85
"Marvin Williams",4300,CHA,PF,OKC,35.09762,14.7711,18.58
"Cody Zeller",4600,CHA,C,OKC,40.24454,14.93247,23.59
"Guillermo Hernangomez",4200,CHA,C,OKC,32.94352,14.1728,16.48
"Tony Parker",4200,CHA,PG,OKC,28.2664,9.3692,15.88
"Michael Kidd-Gilchrist",4100,CHA,SF,OKC,32.0587,11.97265,17.95
"Miles Bridges",3800,CHA,SF,OKC,18.8416,3.81248,14.72
"Malik Monk",4300,CHA,SG,OKC,41.86544,17.87816,22.46
"Dennis Schroder",5100,OKC,SG,CHA,43.43208,19.18746,24.79
"Steven Adams",7500,OKC,C,CHA,58.89672,20.9196,35.76
"J.J. Redick",5200,PHI,SG,LAC,46.17297,20.76867,26.19
"T.J. McConnell",3500,PHI,PG,LAC,10.2644,4.4756,5.36
"Joel Embiid",10900,PHI,C,LAC,78.4472,19.81824,51.61
"Dario Saric",5200,PHI,PF,LAC,43.79526,15.88734,28.02
"Markelle Fultz",5200,PHI,SG,LAC,35.96568,11.16864,22.16
"Robert Covington",6500,PHI,SF,LAC,52.05132,20.01508,30.28
"Mike Muscala",3600,PHI,C,LAC,25.1782,11.004,13.1
"Landry Shamet",3500,PHI,PG,LAC,12.6976,2.56928,9.92
"Paul George",9300,OKC,SF,CHA,63.25809,21.45759,39.81
"Jerami Grant",4900,OKC,PF,CHA,44.63767,19.71739,22.33
"Terrance Ferguson",3500,OKC,SG,CHA,27.42628,10.96228,13.72
"Russell Westbrook",12000,OKC,PG,CHA,68.06832,24.48576,52.32
"Amir Johnson",3500,PHI,PF,LAC,22.08705,9.0684,11.45
"Jamal Murray",7800,DEN,PG,CLE,52.97032,20.89896,32.86
